CORRECT LIST
['11982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '147.220.161.249', '39:ac:a2:c4:c8:72']
['31382', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'naver.com', '무교', '100.1.64.230', '09:95:5f:ef:49:8a']
['8007', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'yahoo.com', '무교', '184.38.122.92', '4c:00:65:0b:01:69']
['26592', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '불교', '193.242.18.140', '9e:03:28:f3:0a:2a']
['37450', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '202.222.44.48', '82:ee:a3:5d:88:6a']
['39113', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'yahoo.com', '무교', '68.198.225.115', '45:08:05:d7:3c:a9']
['1172', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'yahoo.com', '무교', '199.121.173.154', 'f2:8a:37:96:fc:32']
['7403', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'gmail.com', '천주교', '242.219.208.31', 'd9:57:02:62:66:de']
['36963', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'yahoo.com', '무교', '253.204.195.96', 'c1:30:d3:fd:fa:4b']
['17861', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '무교', '180.44.58.156', '67:16:1b:5d:4f:d7']
['33555', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '기독교', '236.193.53.34', '4b:f2:39:68:35:56']
['3073', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '불교', '88.18.52.168', 'bd:88:13:d4:78:ad']
['24382', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'gmail.com', '기독교', '215.90.244.202', 'a4:18:ff:2d:8e:47']
['31583', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'daum.net', '천주교', '166.96.90.44', '17:6c:1b:14:b9:df']
['37413', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'daum.net', '불교', '17.177.181.135', '1f:fc:4b:62:c0:fd']
['3916', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'gmail.com', '천주교', '105.202.230.132', '15:e1:ef:20:e6:66']
['6037', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '무교', '124.187.97.77', '8e:b0:ce:48:3d:a7']
['2493', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '무교', '36.227.172.238', '30:2d:4c:76:f4:9a']
['35859', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1988****', '*************', '*************', 'gmail.com', '무교', '46.161.100.146', 'bf:06:32:d4:2c:e3']
['26873', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1988****', '*************', '*************', 'yahoo.com', '불교', '69.249.247.203', '6f:5a:d1:9f:33:ca']
['32181', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '천주교', '154.14.154.10', '16:5f:73:9e:31:89']
['33845', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'daum.net', '기독교', '81.141.168.232', '32:ec:04:0f:27:ae']
['35433', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'yahoo.com', '불교', '5.138.110.234', 'dc:c9:d7:c4:1e:5d']
['21369', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'gmail.com', '무교', '246.2.63.16', '5e:18:63:3a:7f:3d']
['1826', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'yahoo.com', '천주교', '143.68.173.3', 'c0:f1:66:09:48:ab']
['19796', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'daum.net', '무교', '67.164.243.11', '55:9a:c9:9a:49:c1']
['3336', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'naver.com', '무교', '93.129.141.180', 'da:c0:6f:8a:b7:8e']
['6031', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'gmail.com', '천주교', '233.156.115.63', 'a3:fe:5a:f2:f8:95']
['37683', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1989****', '*************', '*************', 'daum.net', '무교', '33.92.25.36', '26:0d:c9:2d:87:3c']
['36565', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1990****', '*************', '*************', 'yahoo.com', '무교', '41.34.56.129', '6e:0c:1e:21:4e:77']
['3181', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'daum.net', '무교', '188.225.61.99', 'fe:88:54:2b:b0:ea']
['28982', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'naver.com', '무교', '134.163.207.69', '9c:c3:cc:4d:ec:b7']
['25893', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '기독교', '230.128.158.98', '6d:49:55:30:66:8c']
['36384', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'yahoo.com', '무교', '47.206.247.150', '6a:ee:20:27:80:d3']
['36931', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'naver.com', '천주교', '120.182.208.123', '74:9b:0e:26:00:eb']
['3175', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '기독교', '118.36.245.83', 'd9:3f:50:ae:d8:ca']
['28916', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1991****', '*************', '*************', 'gmail.com', '천주교', '219.227.34.118', '2b:85:3b:6f:40:74']
['32631', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1991****', '*************', '*************', 'naver.com', '불교', '222.150.99.118', '39:13:47:7a:85:12']
['15102', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '불교', '230.248.159.155', 'c0:a0:dc:2a:ee:80']
['18898', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', '205.220.246.68', '20:e1:e5:a1:2f:dd']
['24188', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'yahoo.com', '무교', '73.221.77.114', '6e:ed:d7:21:ca:6b']
['37504', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '불교', '184.79.154.217', 'dc:02:10:23:d0:c5']
['30524', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '110.3.41.253', '7f:79:9d:f2:2f:85']
['34753', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1991****', '*************', '*************', 'daum.net', '무교', '13.84.83.109', 'f1:13:ca:69:ad:66']
['14864', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '무교', '66.115.125.140', '52:b2:85:c9:87:b3']
['17999', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '불교', '186.252.106.112', '84:12:2a:dc:2c:22']
['21930', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'naver.com', '무교', '220.231.67.144', '2a:1f:99:ea:23:f4']
['13614', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'daum.net', '천주교', '80.65.120.26', 'd1:fb:9f:2c:08:27']
['1158', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'daum.net', '무교', '179.60.19.245', '6a:d1:03:53:1c:5f']
['19243', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1993****', '*************', '*************', 'daum.net', '무교', '64.175.50.28', '1f:b8:19:25:64:56']
['33200', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'naver.com', '불교', '73.78.202.121', 'e5:c6:a5:da:7b:4e']
['39388', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'naver.com', '기독교', '226.103.201.45', '2c:52:2b:90:14:c8']
['354', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'naver.com', '무교', '238.207.160.114', '9b:37:a9:9f:e4:a2']
['17859', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'yahoo.com', '무교', '102.234.183.81', 'ba:44:62:73:5c:7e']
['23549', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'yahoo.com', '불교', '2.206.134.147', 'cb:35:03:11:a4:f1']
['39841', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '무교', '197.122.33.132', '9f:c1:d1:f4:f1:b3']
['343', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'daum.net', '기독교', '5.244.211.155', '25:9f:b5:86:96:36']
['19300', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'gmail.com', '기독교', '195.167.67.59', '02:33:8a:ac:4e:e4']
['17920', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1994****', '*************', '*************', 'yahoo.com', '기독교', '38.65.121.196', '71:38:bb:22:cf:ac']
['9411', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'yahoo.com', '무교', '102.107.189.129', '07:33:05:6d:e4:20']
['5933', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'gmail.com', '무교', '248.167.156.8', '77:0c:4b:f8:ca:0c']
['35535', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1994****', '*************', '*************', 'daum.net', '무교', '200.23.32.152', '09:1d:55:bd:c5:43']
['6970', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '무교', '207.81.147.111', '2c:94:2c:c2:06:6b']
['27264', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'daum.net', '무교', '22.21.113.29', '9b:a4:4d:2d:4b:e9']
['293', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'gmail.com', '무교', '1.3.140.190', 'd0:e4:70:21:d9:08']
['4458', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1995****', '*************', '*************', 'daum.net', '불교', '252.23.57.114', '76:49:43:a9:75:08']
['9227', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '불교', '203.35.111.130', '29:eb:d2:f4:e5:cb']
['12230', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '무교', '18.88.155.244', '8b:32:81:f5:8e:6c']
['24278', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'gmail.com', '무교', '76.164.180.217', '95:0e:1e:74:28:8a']
['9794', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'yahoo.com', '무교', '58.43.195.84', 'f9:15:9c:56:b4:a8']
['30708', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', '96.47.233.30', '90:1f:0f:30:d7:b9']
['14523', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1996****', '*************', '*************', 'gmail.com', '불교', '94.245.34.14', '5e:4b:01:7b:9f:2a']
['2241', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'yahoo.com', '무교', '33.227.155.152', '8a:55:c2:a3:75:18']
['7047', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '무교', '122.9.48.210', 'f5:53:d8:1e:6a:80']
['1842', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1946****', '*************', '*************', 'daum.net', '불교', '62.249.81.248', '63:06:48:4b:65:09']
['3681', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'daum.net', '기독교', '198.15.144.121', '5e:b0:d4:5e:bf:52']
['8252', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '기독교', '136.112.128.151', 'e5:29:fc:fb:43:d3']
['3831', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'gmail.com', '무교', '188.175.99.153', '07:51:4b:df:b6:8c']
['20560', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '무교', '30.125.92.75', '8d:8a:b0:ff:b2:9a']
['38373', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '불교', '29.70.166.161', '6f:3c:46:99:ea:4b']
['17215', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '245.222.66.150', 'bd:37:05:de:3b:d5']
['8209', '신**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '불교', '239.242.238.10', 'aa:59:de:6d:a1:8b']
['4676', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '무교', '71.5.200.62', 'af:b4:59:c7:96:7a']
['2479', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '기독교', '193.40.48.85', '24:a7:6c:fd:75:f1']
['17277', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '불교', '182.153.19.32', '25:63:10:f2:5b:2c']
['2563', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'yahoo.com', '무교', '38.38.148.235', 'd7:65:b4:aa:08:02']
['2660', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '178.127.208.212', '35:7c:30:d1:98:a9']
['4990', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '무교', '170.166.13.21', '09:95:90:e9:70:16']
['16503', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1947****', '*************', '*************', 'gmail.com', '기독교', '37.237.32.196', '9b:6d:eb:4a:8f:73']
['34936', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'daum.net', '불교', '174.239.26.233', '87:55:b5:67:01:c6']
['11716', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '무교', '114.203.200.249', 'ce:e1:33:9a:83:fd']
['26508', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'naver.com', '불교', '201.114.79.179', 'f0:75:6b:35:53:1d']
['39570', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '164.31.153.83', '93:f1:80:36:7f:2a']
['7046', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '무교', '130.82.151.229', '03:8f:08:a4:01:7b']
['14538', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '110.204.2.6', '78:81:7f:dd:ce:c1']
['37357', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '46.148.67.177', '11:6b:de:37:d4:13']
['5494', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'daum.net', '불교', '83.75.13.101', 'c6:21:74:45:f5:ec']
['26733', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '116.128.101.251', '1c:55:46:99:d4:35']
['32224', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1947****', '*************', '*************', 'gmail.com', '불교', '117.243.11.214', '52:c6:d7:b1:4a:2a']
['12623', '조**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1947****', '*************', '*************', 'gmail.com', '불교', '125.45.225.227', '23:c5:9f:01:34:10']
['4171', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1948****', '*************', '*************', 'naver.com', '기독교', '128.158.209.16', '16:73:18:ea:2e:63']
['15850', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'daum.net', '불교', '62.157.143.254', 'a5:1b:ac:80:2a:9f']
['29999', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '기독교', '24.173.154.189', 'd9:58:ab:67:76:35']
['33506', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1948****', '*************', '*************', 'naver.com', '무교', '102.158.172.40', '38:60:de:f6:d6:7b']
['32221', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'yahoo.com', '무교', '195.188.228.85', '96:63:2a:27:9b:19']
['491', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '무교', '132.153.226.28', '66:76:ee:94:c4:fd']
['7486', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '기독교', '82.65.201.138', '3b:26:3e:d6:8f:c2']
['3775', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1949****', '*************', '*************', 'naver.com', '무교', '223.199.167.249', '4b:c9:59:92:e8:d5']
['30619', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1949****', '*************', '*************', 'naver.com', '기독교', '102.89.33.68', '2f:95:be:dd:38:e3']
['5549', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'gmail.com', '무교', '193.233.139.108', '45:14:ea:13:ec:72']
['26509', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'naver.com', '무교', '253.99.107.62', '74:0c:38:bc:c7:c0']
['3516', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '175.173.228.124', 'ac:ad:6d:db:68:bc']
['19102', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'yahoo.com', '불교', '26.5.58.95', '7c:e0:b4:aa:22:84']
['21950', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'daum.net', '기독교', '217.137.12.207', '51:e4:5b:22:43:0a']
['12508', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'gmail.com', '무교', '215.114.54.156', 'a3:f7:01:07:08:62']
['13466', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '불교', '156.123.131.133', '92:61:54:90:f8:a0']
['11019', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'yahoo.com', '불교', '102.166.101.217', '76:9b:0a:37:37:99']
['17276', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'yahoo.com', '천주교', '26.117.146.174', '67:78:e1:59:00:d6']
['24451', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '기독교', '114.242.183.68', 'f6:b0:e8:2e:96:5d']
['28890', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'yahoo.com', '무교', '158.51.113.254', 'c9:3e:4a:9a:b5:f2']
['7244', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'daum.net', '기독교', '154.212.156.97', '62:66:8f:b4:ac:17']
['11460', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'naver.com', '천주교', '88.23.66.236', '5a:70:12:41:a4:2e']
['26515', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'gmail.com', '기독교', '191.17.171.247', '50:55:1c:43:db:85']
['22072', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'yahoo.com', '기독교', '157.31.154.80', '2b:40:b8:54:4c:10']
['31192', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'yahoo.com', '불교', '242.239.140.184', 'f6:9b:5e:3c:ad:ea']
['7995', '강**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1952****', '*************', '*************', 'gmail.com', '불교', '151.133.192.160', '04:2b:53:e5:94:ed']
['26253', '강**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'naver.com', '기독교', '186.11.127.146', '93:37:b4:a6:45:d6']
['24557', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '불교', '20.237.135.129', 'd9:d5:ba:f0:4e:1c']
['34972', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '35.241.52.131', '64:8f:ec:02:64:f4']
['2763', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '무교', '58.224.170.93', '5b:e8:9a:94:4d:22']
['12822', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'daum.net', '기독교', '244.170.99.254', 'd6:5b:00:5d:02:c1']
['28408', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'naver.com', '무교', '12.227.18.156', '8e:86:42:a2:f9:f6']
['4386', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '80.25.131.173', '25:b7:50:eb:30:7d']
['37457', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '불교', '114.237.182.181', '3e:94:e4:d2:6f:d3']
['29', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'daum.net', '불교', '83.185.9.248', '86:77:4f:e6:e7:ed']
['1057', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '무교', '92.46.71.59', '52:cc:40:e2:3e:00']
['3127', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '240.13.169.252', '8e:85:89:b6:44:ca']
['28326', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '171.171.219.238', '7b:7a:23:a8:52:d7']
['9176', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '기독교', '70.23.170.20', '7a:71:a8:87:74:4b']
['17984', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '129.162.223.128', '82:81:9c:16:03:ba']
['24214', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1953****', '*************', '*************', 'yahoo.com', '무교', '134.203.148.206', '33:60:6b:cc:01:20']
['34213', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'naver.com', '무교', '75.132.97.53', '0d:99:c5:3d:f1:48']
['31545', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'naver.com', '기독교', '36.32.141.245', '5b:79:ca:d3:fc:71']
['32863', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'gmail.com', '불교', '157.72.80.230', '6f:cc:54:09:c5:60']
['39893', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1953****', '*************', '*************', 'yahoo.com', '무교', '15.8.8.10', '52:17:22:12:38:a1']
['3372', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'yahoo.com', '무교', '195.112.111.22', 'a2:c7:49:35:ce:51']
['24156', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'daum.net', '기독교', '253.5.118.225', '00:3b:d0:8b:83:e3']
['27988', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'yahoo.com', '기독교', '77.44.195.37', 'b1:e7:7b:a1:89:0f']
['12528', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'yahoo.com', '기독교', '197.139.7.51', 'ac:fc:5f:51:de:c8']
['1099', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'gmail.com', '불교', '216.122.38.45', '1e:64:3a:88:09:32']
