['1', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1995******', '*********', '*************', 'naver.com', '무교']
=> ['1233', '전영은', '남성', '175.0', '67.8', 'A형', '1995-12-29', '0486-2935', 'ec6qz70nmgy', 'gmail.com', '무교']: 1.5063
=> ['4850', '김영영', '남성', '178.2', '66.5', 'A형', '1990-12-24', '4746-9648', 'ynkfet', 'gmail.com', '무교']: 1.508

['5306', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1958******', '*********', '*************', 'yahoo.com', '불교']
=> ['5306', '이용지', '남성', '167.2', '60.2', 'A형', '1958-01-06', '4495-5720', 'fbe29zwbw9qli', 'yahoo.com', '불교']: 1.2915
=> ['660', '유영우', '남성', '168.1', '61.1', 'A형', '1956-05-03', '9038-7259', 'sl2dq2allj', 'yahoo.com', '불교']: 1.2898

['5307', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1984******', '*********', '*************', 'daum.net', '무교']
=> ['41', '권진진', '남성', '171.6', '69.9', 'A형', '1974-11-28', '2133-2388', 'nm5uyl635um', 'daum.net', '무교']: 1.5045
=> ['2302', '김지지', '남성', '170.6', '64.6', 'A형', '1984-10-06', '4931-8076', 'd6po7zm3sc827', 'daum.net', '무교']: 1.5065

['5308', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 0.4996

['5309', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1961******', '*********', '*************', 'daum.net', '무교']
=> ['786', '원정택', '남성', '167.9', '63.0', 'B형', '1961-05-06', '9384-9323', 'bmcgkzkyc', 'daum.net', '무교']: 1.442

['5310', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1990******', '*********', '*************', 'gmail.com', '기독교']
=> ['3470', '송서남', '남성', '167.0', '67.2', 'A형', '1990-05-25', '8730-2746', 'gk0hq06m7kfi', 'gmail.com', '기독교']: 1.2523
=> ['2199', '최희석', '남성', '168.3', '64.3', 'A형', '1992-11-17', '8382-1490', 'o6jwlwnpvd', 'gmail.com', '기독교']: 1.2507

['5311', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1987******', '*********', '*************', 'gmail.com', '불교']
=> ['1691', '변정영', '여성', '154.8', '52.2', 'AB형', '1957-08-07', '5731-9808', 'q96200s7', 'gmail.com', '불교']: 1.0528
=> ['187', '맹지상', '여성', '154.3', '56.9', 'AB형', '1962-06-15', '8076-9420', 'ihab4fahc2l', 'gmail.com', '불교']: 1.051
=> ['5311', '박덕진', '여성', '159.7', '59.4', 'AB형', '1987-07-21', '4144-2763', 'w0xcsb3nt', 'gmail.com', '불교']: 1.0546

['5312', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 0.4908

['5313', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 0.4665

['5314', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1960******', '*********', '*************', 'yahoo.com', '무교']
=> ['454', '김성성', '여성', '150.9', '51.9', 'A형', '1960-12-16', '9889-9051', 't53qeugjfm', 'yahoo.com', '무교']: 1.5076

['5315', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1996******', '*********', '*************', 'yahoo.com', '불교']
=> ['139', '김남성', '남성', '179.7', '60.7', 'B형', '1996-10-30', '9656-9963', 'vznk92n7fblcj', 'yahoo.com', '불교']: 1.2134
=> ['182', '권남지', '남성', '170.6', '60.6', 'B형', '1946-06-27', '4088-5631', 'f0zynb', 'yahoo.com', '불교']: 1.2118

['5316', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1992******', '*********', '*************', 'daum.net', '무교']
=> ['657', '조준용', '여성', '159.3', '54.9', 'A형', '1992-10-30', '2249-9669', 'ozp6lpw96cc', 'daum.net', '무교']: 1.4987

['5317', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1991******', '*********', '*************', 'daum.net', '기독교']
=> ['181', '장성우', '남성', '163.0', '64.9', 'A형', '1961-12-19', '5698-0781', 'eoist3xxk6mbd', 'daum.net', '기독교']: 1.2483
=> ['5317', '김지용', '남성', '168.1', '68.4', 'A형', '1991-03-25', '5937-7354', 'c1f0aihmlk11u', 'daum.net', '기독교']: 1.25

['5318', '***', '여성', '150.0~160.0', '41.2~50.0', 'A형', '1950******', '*********', '*************', 'naver.com', '불교']
=> ['9275', '황훈희', '여성', '160.5', '51.7', 'A형', '1950-04-01', '3827-0872', 'e61wdyt', 'naver.com', '불교']: 1.2384
=> ['1414', '이덕현', '여성', '154.4', '49.4', 'A형', '1950-03-11', '1245-3267', 'a176eagyil', 'naver.com', '불교']: 1.2404
=> ['1936', '고훈훈', '여성', '157.2', '48.2', 'A형', '1956-05-14', '5260-6592', 'ss8mxeaf', 'naver.com', '불교']: 1.2391

['5319', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1982******', '*********', '*************', 'gmail.com', '불교']
=> ['1975', '진진남', '여성', '153.6', '51.3', 'A형', '1983-11-24', '7795-1794', 'p9puya1pmel', 'gmail.com', '불교']: 1.2708
=> ['919', '박우석', '여성', '160.2', '58.4', 'A형', '1982-01-05', '6131-3842', 'crwf7y', 'gmail.com', '불교']: 1.2725

['5320', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1957******', '*********', '*************', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.1793
=> ['5320', '하정우', '여성', '157.1', '52.4', 'O형', '1957-03-12', '2589-5355', 'u6eke0', 'daum.net', '기독교']: 1.1809

['5321', '***', '남성', '160.0~170.0', '60.0~70.0', 'AB형', '1961******', '*********', '*************', 'yahoo.com', '기독교']
=> ['5321', '김석훈', '남성', '168.4', '67.4', 'AB형', '1961-11-10', '5209-7025', 'tyer3futcjdmc', 'yahoo.com', '기독교']: 1.0406
=> ['2840', '최지지', '남성', '167.6', '63.6', 'AB형', '1969-04-05', '3897-2647', 'rlvkqivqzww', 'yahoo.com', '기독교']: 1.0388

['5322', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1977******', '*********', '*************', 'daum.net', '불교']
=> ['5322', '이훈지', '남성', '169.2', '63.9', 'B형', '1977-03-22', '3878-3258', 'ubc17ewfzj46', 'daum.net', '불교']: 1.2117
=> ['359', '임덕택', '남성', '165.9', '61.5', 'B형', '1970-09-06', '1933-7049', 'ltenfqacpj0a2', 'daum.net', '불교']: 1.2101

['5323', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 0.7249

['5324', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1964******', '*********', '*************', 'daum.net', '불교']
=> ['673', '유남은', '남성', '169.1', '62.7', 'A형', '1994-12-11', '1618-0237', 'ithb6x3', 'daum.net', '불교']: 1.2804
=> ['5324', '이현용', '남성', '163.9', '68.8', 'A형', '1964-09-26', '8921-5531', 'l4uxc8', 'daum.net', '불교']: 1.2819

['5325', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1991******', '*********', '*************', 'yahoo.com', '무교']
=> ['196', '박용지', '여성', '159.9', '59.1', 'B형', '1991-05-30', '7634-0391', 'vv0agrft1', 'yahoo.com', '무교']: 1.4376
=> ['212', '김정용', '여성', '153.4', '56.9', 'B형', '1996-03-18', '6768-0618', 'dqiyeqhe', 'yahoo.com', '무교']: 1.4358

['5326', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1990******', '*********', '*************', 'naver.com', '기독교']
=> ['3067', '김상훈', '남성', '168.3', '69.0', 'B형', '1990-08-02', '1203-9790', 'a0p43rgx9u', 'naver.com', '기독교']: 1.1834
=> ['796', '박지진', '남성', '162.8', '62.8', 'B형', '1950-02-10', '1536-5773', 'wf7741dt2fz', 'naver.com', '기독교']: 1.1818

['5327', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1995******', '*********', '*************', 'gmail.com', '불교']
=> ['2839', '김정영', '남성', '173.5', '65.7', 'O형', '1991-05-19', '1148-3362', 'r043l3it8', 'gmail.com', '불교']: 1.2212
=> ['5327', '김지지', '남성', '176.0', '68.0', 'O형', '1995-02-12', '0775-6179', 'c2t3578p', 'gmail.com', '불교']: 1.2229

['5328', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1974******', '*********', '*************', 'gmail.com', '불교']
=> ['5297', '김진택', '남성', '179.1', '64.0', 'B형', '1974-06-12', '7404-0703', 'k3m3bowqon5j', 'gmail.com', '불교']: 1.2081
=> ['3236', '신용영', '남성', '170.6', '66.9', 'B형', '1984-10-05', '3386-4909', 'msx6y5s4y', 'gmail.com', '불교']: 1.2064

['5329', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1946******', '*********', '*************', 'gmail.com', '불교']
=> ['5329', '서종진', '여성', '157.6', '54.0', 'O형', '1946-03-04', '8519-9714', 'crstw22kqv', 'gmail.com', '불교']: 1.2171
=> ['1389', '이지지', '여성', '155.5', '55.2', 'O형', '1966-11-21', '4344-8823', 'nnhaj3eizgsn', 'gmail.com', '불교']: 1.2154

['5330', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 0.4996

['5331', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1983******', '*********', '*************', 'yahoo.com', '무교']
=> ['5331', '정협우', '남성', '163.9', '68.1', 'O형', '1983-12-11', '4475-7420', 'f7tyxan', 'yahoo.com', '무교']: 1.4657
=> ['141', '이준석', '남성', '165.8', '64.8', 'O형', '1973-08-28', '9485-8685', 'lrtgjzdh', 'yahoo.com', '무교']: 1.464

['5332', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1958******', '*********', '*************', 'naver.com', '불교']
=> ['4314', '전정준', '남성', '172.0', '63.1', 'B형', '1958-06-06', '2369-3327', 'aptwc0d', 'naver.com', '불교']: 1.2095
=> ['317', '김석희', '남성', '180.0', '68.0', 'B형', '1955-05-19', '8880-5197', 'yjpf2y', 'naver.com', '불교']: 1.2078

['5333', '***', '남성', '170.0~180.0', '60.0~70.0', 'AB형', '1969******', '*********', '*************', 'gmail.com', '기독교']
=> ['1385', '김남지', '남성', '170.9', '67.8', 'AB형', '1960-05-22', '6165-5564', 'p9uecj', 'gmail.com', '기독교']: 1.0248
=> ['5333', '이상준', '남성', '170.3', '67.4', 'AB형', '1969-07-28', '3907-1826', 'oyipjt6bmupg', 'gmail.com', '기독교']: 1.0263

['5334', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 0.4577

['5335', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 0.7204

['5336', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1971******', '*********', '*************', 'yahoo.com', '무교']
=> ['39', '김영종', '남성', '160.0', '64.1', 'B형', '1975-05-22', '3771-3417', 'jjd674', 'yahoo.com', '무교']: 1.4481
=> ['5336', '서종훈', '남성', '166.3', '64.4', 'B형', '1971-03-19', '2599-0750', 'f46j8eac', 'yahoo.com', '무교']: 1.4495

['5337', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1972******', '*********', '*************', 'naver.com', '무교']
=> ['3410', '김성준', '남성', '166.6', '69.5', 'O형', '1972-03-16', '8649-4201', 'xz36upn2t71n', 'naver.com', '무교']: 1.4614
=> ['166', '정준서', '남성', '169.2', '69.9', 'O형', '1975-09-03', '4130-3991', 'bnh8u4se0yv0', 'naver.com', '무교']: 1.4598

['5338', '***', '남성', '160.0~170.0', '60.0~70.0', 'O형', '1955******', '*********', '*************', 'gmail.com', '기독교']
=> ['5338', '박택용', '남성', '167.1', '68.7', 'O형', '1955-03-24', '4733-6834', 'ftppgjoza', 'gmail.com', '기독교']: 1.1973
=> ['2310', '강준정', '남성', '165.5', '67.9', 'O형', '1951-02-19', '9448-6698', 'q9jt8ehpz', 'gmail.com', '기독교']: 1.1956

['5339', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1963******', '*********', '*************', 'naver.com', '무교']
=> ['2475', '이훈남', '여성', '155.9', '59.8', 'AB형', '1963-12-09', '7650-2207', 'afg562', 'naver.com', '무교']: 1.2851
=> ['2351', '김진종', '여성', '155.7', '60.2', 'AB형', '1993-06-20', '7162-2466', 'qfagh5', 'naver.com', '무교']: 1.2835

['5340', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1992******', '*********', '*************', 'naver.com', '기독교']
=> ['4663', '최덕희', '남성', '170.5', '61.7', 'A형', '1992-05-25', '7303-2243', 't1socvgqb', 'naver.com', '기독교']: 1.2537
=> ['560', '박준택', '남성', '169.3', '66.4', 'A형', '1993-11-17', '8769-3266', 'zeek3z47', 'naver.com', '기독교']: 1.2522

['5341', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1954******', '*********', '*************', 'yahoo.com', '무교']
=> ['2268', '이지용', '남성', '170.4', '69.0', 'B형', '1955-05-31', '3131-0625', 'sjhgpexw58t', 'yahoo.com', '무교']: 1.4416
=> ['798', '이은종', '남성', '173.2', '64.8', 'B형', '1954-10-09', '0242-6095', 'd7n2u30j297', 'yahoo.com', '무교']: 1.4433

['5342', '***', '여성', '150.0~160.0', '60.0~70.0', 'O형', '1952******', '*********', '*************', 'naver.com', '무교']
=> ['497', '곽서성', '여성', '157.8', '61.5', 'O형', '1976-01-26', '8265-2584', 'pvb3mg0qy7h', 'naver.com', '무교']: 1.4466
=> ['5342', '이희종', '여성', '157.7', '60.0', 'O형', '1952-04-14', '7548-5200', 'mowrfyu4', 'naver.com', '무교']: 1.4499
=> ['5080', '고현준', '여성', '150.4', '61.5', 'O형', '1957-10-13', '3628-5075', 'mjdcdzpil', 'naver.com', '무교']: 1.4483

['5343', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1956******', '*********', '*************', 'naver.com', '무교']
=> ['111', '이남은', '남성', '174.0', '67.0', 'A형', '1951-09-14', '3086-9624', 'f3qtf67', 'naver.com', '무교']: 1.508
=> ['3280', '고종덕', '남성', '170.9', '68.4', 'A형', '1956-08-24', '8951-0977', 'cbigyz086tr3', 'naver.com', '무교']: 1.5097

['5344', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 0.7204

['5345', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1974******', '*********', '*************', 'gmail.com', '무교']
=> ['193', '한영종', '남성', '171.1', '68.0', 'A형', '1954-07-10', '1024-9365', 'xrnicitamxez', 'gmail.com', '무교']: 1.5067
=> ['1147', '전진협', '남성', '170.7', '67.7', 'A형', '1974-07-16', '2457-0171', 'xj54rlap', 'gmail.com', '무교']: 1.5084

['5346', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 0.7204

['5347', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1969******', '*********', '*************', 'yahoo.com', '기독교']
=> ['5347', '이남준', '남성', '173.1', '62.8', 'O형', '1969-11-19', '9151-7666', 'woka2t850', 'yahoo.com', '기독교']: 1.1952
=> ['739', '윤덕종', '남성', '180.3', '64.9', 'O형', '1960-08-11', '4539-6296', 'fu4od1j', 'yahoo.com', '기독교']: 1.1937

['5348', '***', '여성', '160.0~170.0', '50.0~60.0', 'B형', '1951******', '*********', '*************', 'daum.net', '무교']
=> ['5348', '박현남', '여성', '160.6', '55.5', 'B형', '1951-09-27', '4364-6888', 'mxxo5r7qie', 'daum.net', '무교']: 1.4276
=> ['1669', '김남지', '여성', '160.8', '58.2', 'B형', '1954-12-06', '1621-3607', 'c8l11dp0', 'daum.net', '무교']: 1.4259

['5349', '***', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1986******', '*********', '*************', 'naver.com', '천주교']
=> ['5349', '정남종', '남성', '172.8', '64.3', 'A형', '1986-11-08', '9657-5114', 'tz36zu', 'naver.com', '천주교']: 1.1048
=> ['2630', '최훈지', '남성', '170.9', '64.9', 'A형', '1955-07-12', '2317-5965', 'ze7e1utdisl4', 'naver.com', '천주교']: 1.1013
=> ['3016', '홍현훈', '남성', '170.9', '69.7', 'A형', '1987-09-13', '0178-7670', 'ks88we', 'naver.com', '천주교']: 1.1031

['5350', '***', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1985******', '*********', '*************', 'naver.com', '기독교']
=> ['5350', '이희현', '남성', '171.9', '62.3', 'B형', '1985-06-07', '6101-0210', 'nf70f2spejmnv', 'naver.com', '기독교']: 1.175
=> ['152', '김준용', '남성', '170.1', '68.4', 'B형', '1986-04-15', '1484-3386', 'sjmgu9lkoh36s', 'naver.com', '기독교']: 1.1737

['5351', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1989******', '*********', '*************', 'daum.net', '불교']
=> ['5351', '강진훈', '남성', '165.1', '64.0', 'B형', '1989-07-26', '8310-8037', 'i76mqzqq', 'daum.net', '불교']: 1.2117
=> ['528', '류은훈', '남성', '166.2', '62.1', 'B형', '1983-06-15', '9270-6532', 'jejvu9e0', 'daum.net', '불교']: 1.2101

['5352', '***', '남성', '160.0~170.0', '60.0~70.0', 'A형', '1950******', '*********', '*************', 'gmail.com', '무교']
=> ['205', '박용용', '남성', '165.1', '60.4', 'A형', '1959-07-09', '4327-6522', 'b3wv0s', 'gmail.com', '무교']: 1.5124
=> ['5352', '정지지', '남성', '168.5', '61.6', 'A형', '1950-03-25', '9698-9970', 'x2ggu1', 'gmail.com', '무교']: 1.5138

['5353', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1953******', '*********', '*************', 'naver.com', '불교']
=> ['5353', '문성남', '여성', '156.7', '55.1', 'AB형', '1953-02-01', '9281-7782', 'tr0mgn', 'naver.com', '불교']: 1.0553
=> ['301', '강지진', '여성', '152.5', '57.8', 'AB형', '1988-07-17', '0918-4158', 'p4d83k9tbb', 'naver.com', '불교']: 1.0522
=> ['3125', '지영진', '여성', '153.9', '53.1', 'AB형', '1973-06-04', '4857-5399', 'oevhq8do', 'naver.com', '불교']: 1.0538

['5354', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1994******', '*********', '*************', 'yahoo.com', '무교']
=> ['5354', '윤택지', '여성', '150.6', '55.0', 'A형', '1994-09-18', '4527-3362', 'kvpiyb41nc8', 'yahoo.com', '무교']: 1.5076
=> ['59', '정지은', '여성', '150.6', '51.8', 'A형', '1990-04-10', '4021-1565', 'tohkxubow', 'yahoo.com', '무교']: 1.506

['5355', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1989******', '*********', '*************', 'gmail.com', '무교']
=> ['5355', '권은종', '여성', '150.3', '54.9', 'A형', '1989-10-02', '2072-5576', 'spjd1rx9fh', 'gmail.com', '무교']: 1.5015
=> ['629', '노지성', '여성', '157.0', '60.8', 'A형', '1987-06-11', '9563-6169', 'fq6h0duhe8rrq', 'gmail.com', '무교']: 1.4999

['5356', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1962******', '*********', '*************', 'daum.net', '불교']
=> ['804', '강훈지', '여성', '158.8', '54.5', 'A형', '1992-01-08', '4239-3412', 'czur76e', 'daum.net', '불교']: 1.2679
=> ['5356', '최성지', '여성', '159.8', '51.4', 'A형', '1962-05-31', '8988-8988', 'rlrun9', 'daum.net', '불교']: 1.2696

['5357', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 0.7249

['5358', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1960******', '*********', '*************', 'yahoo.com', '불교']
=> ['2562', '이은은', '남성', '170.6', '68.0', 'B형', '1962-01-17', '4097-5908', 'cgmxve', 'yahoo.com', '불교']: 1.219
=> ['950', '정훈영', '남성', '166.6', '66.1', 'B형', '1960-11-13', '9257-1910', 'tvfa430mmf53', 'yahoo.com', '불교']: 1.2206

['5359', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1983******', '*********', '*************', 'yahoo.com', '무교']
=> ['4970', '박서훈', '여성', '153.9', '55.8', 'A형', '1983-07-11', '0126-7715', 'vlgw2r1f', 'yahoo.com', '무교']: 1.5078
=> ['733', '송지훈', '여성', '157.6', '54.6', 'A형', '1973-08-24', '6960-8334', 'xacrtw0zes', 'yahoo.com', '무교']: 1.5062

['5360', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1983******', '*********', '*************', 'daum.net', '무교']
=> ['127', '김종현', '여성', '151.9', '59.3', 'AB형', '1988-02-28', '7763-7604', 'qnhfu59', 'daum.net', '무교']: 1.2792
=> ['5360', '김협용', '여성', '158.7', '59.2', 'AB형', '1983-08-11', '7445-5576', 'xo92ae2', 'daum.net', '무교']: 1.2808

['5361', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1970******', '*********', '*************', 'daum.net', '무교']
=> ['5361', '양영용', '남성', '160.8', '67.2', 'B형', '1970-05-19', '3952-3241', 'j34e9lo5p', 'daum.net', '무교']: 1.4416
=> ['358', '박훈훈', '남성', '162.6', '66.5', 'B형', '1977-06-24', '1082-9344', 'iot0mjgtogw2j', 'daum.net', '무교']: 1.44

['5362', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1984******', '*********', '*************', 'naver.com', '무교']
=> ['21', '이희정', '여성', '151.4', '52.4', 'B형', '1984-09-19', '5712-5285', 'ybs75m2', 'naver.com', '무교']: 1.434
=> ['926', '육덕성', '여성', '158.0', '51.7', 'B형', '1987-10-04', '0045-0107', 'h9pqpks8', 'naver.com', '무교']: 1.4321

['5363', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1984******', '*********', '*************', 'gmail.com', '무교']
=> ['234', '김훈지', '여성', '150.5', '54.6', 'O형', '1954-11-02', '8990-3258', 'ttbqh7ir', 'gmail.com', '무교']: 1.4456
=> ['5363', '정지희', '여성', '156.7', '56.9', 'O형', '1984-07-18', '0890-1514', 'f77s1trsezi63', 'gmail.com', '무교']: 1.4475

['5364', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1990******', '*********', '*************', 'yahoo.com', '불교']
=> ['691', '한남덕', '여성', '152.8', '52.0', 'B형', '1960-07-20', '2831-0739', 'wrqj08234k1z', 'yahoo.com', '불교']: 1.2059
=> ['5364', '김지서', '여성', '152.0', '51.6', 'B형', '1990-08-28', '9984-3187', 'lyqooqr', 'yahoo.com', '불교']: 1.2076

['5365', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 0.7231

['5366', '***', '남성', '170.0~180.0', '60.0~70.0', 'O형', '1986******', '*********', '*************', 'gmail.com', '무교']
=> ['44', '형훈성', '남성', '177.1', '63.4', 'O형', '1983-07-26', '4315-9561', 'q7tdmm0xdw2m', 'gmail.com', '무교']: 1.4512
=> ['864', '이석협', '남성', '174.7', '66.9', 'O형', '1986-01-19', '3871-7276', 'vwdpm2', 'gmail.com', '무교']: 1.4529

['5367', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 0.7292

['5368', '***', '여성', '140.0~150.0', '50.0~60.0', 'B형', '1996******', '*********', '*************', 'naver.com', '무교']
=> ['4979', '박희훈', '여성', '148.4', '57.4', 'B형', '1996-08-08', '1827-8613', 'r3ryg1hh', 'naver.com', '무교']: 1.4076
=> ['1062', '김우현', '여성', '150.8', '55.6', 'B형', '1966-10-23', '4167-3569', 'v323746', 'naver.com', '무교']: 1.4061

['5369', '***', '여성', '160.0~170.0', '50.0~60.0', 'AB형', '1992******', '*********', '*************', 'naver.com', '무교']
=> ['5369', '노택준', '여성', '168.1', '53.8', 'AB형', '1992-01-26', '2235-5667', 'vzzjpbd7', 'naver.com', '무교']: 1.2839
=> ['9333', '최영준', '여성', '169.0', '60.7', 'AB형', '1952-08-02', '8814-2155', 'rakr2n7qfs', 'naver.com', '무교']: 1.2823
=> ['1439', '류희석', '여성', '161.5', '53.2', 'AB형', '1964-05-28', '7538-1299', 'hlwui534', 'naver.com', '무교']: 1.2807

['5370', '***', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1991******', '*********', '*************', 'gmail.com', '무교']
=> ['1826', '위준준', '여성', '158.8', '58.7', 'O형', '1991-12-17', '3293-5505', 'e9jytm7zn', 'gmail.com', '무교']: 1.4468
=> ['642', '김진정', '여성', '156.9', '57.8', 'O형', '1951-01-06', '9543-4259', 'lnvuf2djda', 'gmail.com', '무교']: 1.445

['5371', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 0.4996

['5372', '***', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1971******', '*********', '*************', 'gmail.com', '무교']
=> ['524', '박훈준', '남성', '163.4', '67.8', 'B형', '1977-01-06', '7183-4387', 'wi9m131vdg42b', 'gmail.com', '무교']: 1.442
=> ['5372', '송지지', '남성', '163.5', '60.9', 'B형', '1971-10-16', '3100-6187', 'b9qzp0in', 'gmail.com', '무교']: 1.4434

['5373', '***', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1992******', '*********', '*************', 'gmail.com', '무교']
=> ['278', '박진진', '여성', '150.2', '54.0', 'A형', '1952-09-20', '2432-4345', 'j41eob8', 'gmail.com', '무교']: 1.4998
=> ['3368', '이서성', '여성', '157.0', '56.6', 'A형', '1992-01-21', '3486-5925', 'ak2bkkg', 'gmail.com', '무교']: 1.5014

['5374', '***', '여성', '150.0~160.0', '50.0~60.0', 'AB형', '1977******', '*********', '*************', 'gmail.com', '기독교']
=> ['1732', '김종협', '여성', '150.4', '54.6', 'AB형', '1979-06-13', '2036-1908', 'pcmfwu2gj2', 'gmail.com', '기독교']: 1.019
=> ['5374', '구우준', '여성', '156.3', '53.3', 'AB형', '1977-06-25', '7669-4728', 'qgge8qsy', 'gmail.com', '기독교']: 1.0206

['5375', '***', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1994******', '*********', '*************', 'gmail.com', '기독교']
=> ['5161', '권희준', '여성', '158.3', '58.3', 'B형', '1994-02-15', '6788-7045', 'rtyuw0l4', 'gmail.com', '기독교']: 1.1681
