['578', '***', '여성', '150.0~160.0', '45.0~50.0', 'A형', '1958******', '*************', '*************', 'yahoo.com', '불교']
=> ['341', '여용택', '여', '164.5', '55.8', 'O형', '1988-11-22', '010-0433-6427', 'wc60ifi1', 'yahoo.com', '기독교']: 4.1576

['341', '***', '여성', '160.0~170.0', '55.0~60.0', 'O형', '1988******', '*************', '*************', 'yahoo.com', '기독교']
=> ['563', '오훈석', '여', '148.3', '59.2', 'O형', '1957-06-14', '010-3464-7865', 'fx9ped', 'yahoo.com', '기독교']: 4.1576
=> ['341', '여용택', '여', '164.5', '55.8', 'O형', '1988-11-22', '010-0433-6427', 'wc60ifi1', 'yahoo.com', '기독교']: 4.1576

['263', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1990******', '*************', '*************', 'naver.com', '불교']
=> ['263', '김진남', '여', '152.7', '57.3', 'B형', '1990-10-13', '010-1793-4216', 've1tmkt', 'naver.com', '불교']: 4.1576

['496', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1990******', '*************', '*************', 'gmail.com', '무교']
=> ['496', '김희진', '여', '153.9', '56.2', 'O형', '1990-05-16', '010-7981-9141', 'pao3iy', 'gmail.com', '무교']: 4.1576

['936', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1990******', '*************', '*************', 'naver.com', '천주교']
=> ['936', '유택협', '여', '152.1', '56.4', 'B형', '1990-12-09', '010-1239-5078', 'dggkead65gszv', 'naver.com', '천주교']: 4.1576

['475', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1991******', '*************', '*************', 'daum.net', '기독교']
=> ['475', '김희종', '여', '155.6', '55.9', 'A형', '1991-07-30', '010-7205-0707', 'qhr6rgb', 'daum.net', '기독교']: 4.1576

['950', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1991******', '*************', '*************', 'naver.com', '불교']
=> ['950', '송남희', '여', '154.8', '57.7', 'A형', '1991-12-25', '010-0971-0775', 'tm2yr8910k', 'naver.com', '불교']: 4.1576

['220', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1991******', '*************', '*************', 'naver.com', '기독교']
=> ['220', '이지용', '여', '158.7', '56.5', 'O형', '1991-07-26', '010-5611-8128', 'mc661t48z46x9', 'naver.com', '기독교']: 4.1576

['272', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1991******', '*************', '*************', 'gmail.com', '무교']
=> ['272', '남서훈', '여', '159.4', '57.7', 'A형', '1991-05-07', '010-1514-5784', 'ccqdiy', 'gmail.com', '무교']: 4.1576

['265', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1992******', '*************', '*************', 'naver.com', '무교']
=> ['265', '김덕지', '여', '151.2', '56.3', 'O형', '1992-04-11', '010-9312-4479', 'vf1t4a', 'naver.com', '무교']: 4.1576

['701', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1992******', '*************', '*************', 'naver.com', '기독교']
=> ['701', '김현용', '여', '150.1', '55.6', 'O형', '1992-12-07', '010-0609-6001', 'x2ek29ow', 'naver.com', '기독교']: 4.1576

['215', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1992******', '*************', '*************', 'yahoo.com', '기독교']
=> ['215', '박우협', '여', '151.3', '59.8', 'A형', '1992-03-26', '010-2484-6218', 'cs073h348y8', 'yahoo.com', '기독교']: 4.1576

['714', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1992******', '*************', '*************', 'daum.net', '기독교']
=> ['714', '박종택', '여', '154.4', '55.5', 'B형', '1992-10-26', '010-1784-5264', 'vlqzwgyc12dw', 'daum.net', '기독교']: 4.1576

['662', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1992******', '*************', '*************', 'gmail.com', '불교']
=> ['662', '이지택', '여', '152.7', '55.6', 'A형', '1992-12-21', '010-2037-9535', 'w659fq', 'gmail.com', '불교']: 4.1576

['4', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1993******', '*************', '*************', 'gmail.com', '기독교']
=> ['4', '권현상', '여', '154.2', '58.9', 'O형', '1993-10-19', '010-2899-1007', 'ep1pmx2zxzhg', 'gmail.com', '기독교']: 4.1576

['393', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1993******', '*************', '*************', 'naver.com', '불교']
=> ['393', '김남상', '여', '156.9', '58.4', 'A형', '1993-05-26', '010-2443-8843', 'joftfg5f', 'naver.com', '불교']: 4.1576

['920', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1993******', '*************', '*************', 'naver.com', '무교']
=> ['920', '김희준', '여', '151.7', '57.1', 'O형', '1993-04-01', '010-4316-4385', 't2l8944', 'naver.com', '무교']: 4.1576

['511', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1993******', '*************', '*************', 'daum.net', '무교']
=> ['511', '이준성', '여', '157', '55.7', 'B형', '1993-07-17', '010-8029-6019', 'knlm6skiq2uh', 'daum.net', '무교']: 4.1576

['689', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1993******', '*************', '*************', 'gmail.com', '천주교']
=> ['689', '정성우', '여', '155.2', '57.6', 'A형', '1993-05-18', '010-5436-2182', 'rsfad2j4w', 'gmail.com', '천주교']: 4.1576

['851', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1993******', '*************', '*************', 'gmail.com', '무교']
=> ['851', '심상서', '여', '157.7', '56.6', 'AB형', '1993-02-28', '010-9675-3207', 'jbxsi0qwxts', 'gmail.com', '무교']: 4.1576

['847', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1995******', '*************', '*************', 'gmail.com', '불교']
=> ['847', '손서지', '여', '152.4', '55.5', 'O형', '1995-09-07', '010-1389-4855', 'rbst47bkr', 'gmail.com', '불교']: 4.1576

['613', '***', '여성', '150.0~160.0', '55.0~60.0', 'AB형', '1995******', '*************', '*************', 'daum.net', '무교']
=> ['613', '조지영', '여', '151.9', '58.7', 'AB형', '1995-03-06', '010-4954-7727', 'clw1s9kgyxq', 'daum.net', '무교']: 4.1576

['42', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1995******', '*************', '*************', 'gmail.com', '무교']
=> ['42', '성정용', '여', '154.9', '55.5', 'A형', '1995-01-25', '010-5018-8011', 'yb3ytckl6mql8', 'gmail.com', '무교']: 4.1576

['105', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1996******', '*************', '*************', 'gmail.com', '무교']
=> ['105', '김석진', '여', '153.3', '59.8', 'A형', '1996-04-01', '010-2198-5301', 'ep6z9cts', 'gmail.com', '무교']: 4.1576

['246', '***', '여성', '150.0~160.0', '55.0~60.0', 'B형', '1996******', '*************', '*************', 'gmail.com', '기독교']
=> ['246', '송지석', '여', '152.8', '56.8', 'B형', '1996-12-03', '010-0477-0201', 'kcruul', 'gmail.com', '기독교']: 4.1576

['131', '***', '여성', '150.0~160.0', '55.0~60.0', 'O형', '1996******', '*************', '*************', 'naver.com', '무교']
=> ['131', '정훈석', '여', '155', '57.6', 'O형', '1996-02-07', '010-4947-9829', 'nwrkzbik1x9', 'naver.com', '무교']: 4.1576

['845', '***', '여성', '150.0~160.0', '55.0~60.0', 'A형', '1996******', '*************', '*************', 'daum.net', '무교']
=> ['845', '정상지', '여', '157.7', '58', 'A형', '1996-01-18', '010-6632-3494', 'nz4amf43y', 'daum.net', '무교']: 4.1576

['293', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1947******', '*************', '*************', 'daum.net', '무교']
=> ['293', '김훈상', '남', '172', '61.9', 'A형', '1947-09-23', '010-6288-4810', 'ftx7m3avr', 'daum.net', '무교']: 4.1576

['552', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1947******', '*************', '*************', 'yahoo.com', '천주교']
=> ['552', '최훈상', '남', '174.9', '64.5', 'O형', '1947-03-11', '010-0451-8929', 'uct5qdm1', 'yahoo.com', '천주교']: 4.1576

['228', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1947******', '*************', '*************', 'naver.com', '기독교']
=> ['228', '오상정', '남', '170.6', '64.2', 'B형', '1947-05-07', '010-4824-1577', 'aqak80r2cy', 'naver.com', '기독교']: 4.1576

['770', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1951******', '*************', '*************', 'naver.com', '무교']
=> ['770', '김협종', '남', '165.5', '63.9', 'A형', '1951-08-10', '010-8986-8664', 'cwamtv', 'naver.com', '무교']: 4.1576

['628', '***', '여성', '160.0~170.0', '60.0~65.0', 'AB형', '1951******', '*************', '*************', 'naver.com', '천주교']
=> ['628', '김종덕', '여', '163.3', '61.9', 'AB형', '1951-11-15', '010-4924-4403', 'ckn8gtt9o4', 'naver.com', '천주교']: 4.1576

['157', '***', '여성', '160.0~170.0', '60.0~65.0', 'O형', '1951******', '*************', '*************', 'yahoo.com', '무교']
=> ['157', '장덕현', '여', '164.6', '60.9', 'O형', '1951-11-24', '010-7696-9968', 'spao2qhhri9y', 'yahoo.com', '무교']: 4.1576

['175', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1951******', '*************', '*************', 'daum.net', '무교']
=> ['175', '윤은정', '남', '163.6', '61.3', 'A형', '1951-06-01', '010-8541-7742', 'r71lhnffe', 'daum.net', '무교']: 4.1576

['57', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1953******', '*************', '*************', 'gmail.com', '불교']
=> ['57', '박택종', '남', '165.4', '64.3', 'A형', '1953-07-20', '010-5667-0329', 'q3nt1v', 'gmail.com', '불교']: 4.1576

['989', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1953******', '*************', '*************', 'daum.net', '불교']
=> ['989', '전희남', '남', '167.6', '63.3', 'O형', '1953-10-11', '010-4577-2942', 'cfxv3gp4', 'daum.net', '불교']: 4.1576

['423', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1953******', '*************', '*************', 'gmail.com', '무교']
=> ['423', '고준석', '남', '167.1', '64.3', 'B형', '1953-05-18', '010-8636-2291', 'c7qfkupu1', 'gmail.com', '무교']: 4.1576

['69', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1955******', '*************', '*************', 'daum.net', '무교']
=> ['69', '이종훈', '남', '163.1', '62.4', 'B형', '1955-11-16', '010-7981-4239', 'h89k7ch', 'daum.net', '무교']: 4.1576

['322', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1955******', '*************', '*************', 'daum.net', '기독교']
=> ['322', '최희진', '남', '160.9', '62.9', 'O형', '1955-09-17', '010-7275-3562', 'gdqmpbsw1ao', 'daum.net', '기독교']: 4.1576

['634', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1955******', '*************', '*************', 'yahoo.com', '무교']
=> ['634', '연택남', '남', '168.2', '64.6', 'B형', '1955-06-14', '010-5247-2584', 'bvcp5d', 'yahoo.com', '무교']: 4.1576

['486', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1959******', '*************', '*************', 'daum.net', '무교']
=> ['486', '김우남', '남', '167.9', '61.2', 'O형', '1959-04-28', '010-7585-7847', 'r9igwqxvjedvi', 'daum.net', '무교']: 4.1576

['990', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1959******', '*************', '*************', 'naver.com', '무교']
=> ['990', '송협종', '남', '164', '61', 'A형', '1959-10-10', '010-3815-4880', 'uqtor5un', 'naver.com', '무교']: 4.1576

['207', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1959******', '*************', '*************', 'gmail.com', '무교']
=> ['207', '강남희', '남', '167.4', '61.1', 'O형', '1959-07-24', '010-3327-6651', 'sb0crkc3391', 'gmail.com', '무교']: 4.1576

['238', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1963******', '*************', '*************', 'gmail.com', '무교']
=> ['238', '김훈준', '남', '169.5', '61.5', 'A형', '1963-10-13', '010-5813-0280', 'zkwb5e1', 'gmail.com', '무교']: 4.1576

['346', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1963******', '*************', '*************', 'naver.com', '불교']
=> ['346', '김남덕', '남', '166.1', '64.1', 'A형', '1963-07-16', '010-2449-9734', 'on7gu1skif', 'naver.com', '불교']: 4.1576

['428', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1963******', '*************', '*************', 'yahoo.com', '기독교']
=> ['428', '이종은', '남', '164.5', '64.4', 'O형', '1963-07-15', '010-5503-3610', 'egrp88qwf1', 'yahoo.com', '기독교']: 4.1576

['419', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1963******', '*************', '*************', 'daum.net', '무교']
=> ['419', '장석용', '남', '165.8', '61.8', 'B형', '1963-04-14', '010-1622-0732', 'ufh2q8ig', 'daum.net', '무교']: 4.1576

['831', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1964******', '*************', '*************', 'gmail.com', '무교']
=> ['831', '김성준', '남', '175.5', '63', 'A형', '1964-05-24', '010-3371-4311', 'pp8sa5', 'gmail.com', '무교']: 4.1576

['728', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1964******', '*************', '*************', 'yahoo.com', '무교']
=> ['728', '전준서', '남', '179.4', '62.3', 'A형', '1964-02-15', '010-9703-8690', 'a9mytb3bocoj', 'yahoo.com', '무교']: 4.1576

['509', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1964******', '*************', '*************', 'gmail.com', '천주교']
=> ['509', '지우현', '남', '178.6', '60.5', 'A형', '1964-02-01', '010-7855-7427', 'b48bzm', 'gmail.com', '천주교']: 4.1576

['811', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1965******', '*************', '*************', 'daum.net', '불교']
=> ['811', '김용정', '남', '170.4', '64.1', 'B형', '1965-01-16', '010-4596-7086', 'aebkq28e95z3', 'daum.net', '불교']: 4.1576

['856', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1965******', '*************', '*************', 'daum.net', '불교']
=> ['856', '김석협', '남', '175.6', '62', 'O형', '1965-10-06', '010-8020-7171', 'b7jcdm11kai3', 'daum.net', '불교']: 4.1576

['351', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1965******', '*************', '*************', 'daum.net', '기독교']
=> ['351', '최용은', '남', '170.5', '64.4', 'A형', '1965-05-05', '010-1273-2957', 's4ab4s21h', 'daum.net', '기독교']: 4.1576

['115', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1968******', '*************', '*************', 'gmail.com', '기독교']
=> ['98', '박준택', '남', '170.6', '64.2', 'A형', '1968-11-22', '010-2657-0559', 'sp38i3l90', 'gmail.com', '기독교']: 4.1576
=> ['114', '박희종', '남', '160.7', '69.3', 'O형', '1995-02-08', '010-7993-7576', 'l4h3zvhh', 'gmail.com', '불교']: 4.1576

['98', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1968******', '*************', '*************', 'gmail.com', '기독교']
=> ['98', '박준택', '남', '170.6', '64.2', 'A형', '1968-11-22', '010-2657-0559', 'sp38i3l90', 'gmail.com', '기독교']: 4.1576
=> ['114', '박희종', '남', '160.7', '69.3', 'O형', '1995-02-08', '010-7993-7576', 'l4h3zvhh', 'gmail.com', '불교']: 4.1576

['54', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1968******', '*************', '*************', 'daum.net', '천주교']
=> ['54', '노성희', '남', '179.8', '63.2', 'B형', '1968-08-28', '010-1994-3507', 'ooxrfhx36', 'daum.net', '천주교']: 4.1576

['159', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1968******', '*************', '*************', 'daum.net', '불교']
=> ['159', '안희협', '남', '170.2', '61', 'O형', '1968-06-08', '010-7901-1342', 'vah1eipn', 'daum.net', '불교']: 4.1576

['161', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1969******', '*************', '*************', 'naver.com', '무교']
=> ['161', '김영성', '남', '173.3', '64.6', 'O형', '1969-03-08', '010-1152-5421', 'mksxpe', 'naver.com', '무교']: 4.1576

['94', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1969******', '*************', '*************', 'yahoo.com', '불교']
=> ['94', '박은지', '남', '172.4', '60.8', 'B형', '1969-11-24', '010-9586-3649', 'fdezghpuf7q', 'yahoo.com', '불교']: 4.1576

['704', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1969******', '*************', '*************', 'naver.com', '불교']
=> ['704', '이은훈', '남', '170.2', '63.3', 'A형', '1969-05-03', '010-8062-4890', 'j3pnu2r', 'naver.com', '불교']: 4.1576

['168', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1969******', '*************', '*************', 'naver.com', '기독교']
=> ['168', '송정택', '남', '170.8', '62.7', 'A형', '1969-01-25', '010-6652-8651', 'iyywu50t', 'naver.com', '기독교']: 4.1576

['711', '***', '여성', '150.0~160.0', '60.0~65.0', 'A형', '1970******', '*************', '*************', 'gmail.com', '무교']
=> ['711', '이남종', '여', '150', '64.8', 'A형', '1970-09-01', '010-5670-6931', 'z8oiows3s', 'gmail.com', '무교']: 4.1576

['41', '***', '여성', '150.0~160.0', '60.0~65.0', 'A형', '1970******', '*************', '*************', 'yahoo.com', '기독교']
=> ['41', '윤정훈', '여', '153.2', '62.5', 'A형', '1970-07-26', '010-3433-7974', 'vypfbnbsln89i', 'yahoo.com', '기독교']: 4.1576

['218', '***', '여성', '150.0~160.0', '60.0~65.0', 'B형', '1970******', '*************', '*************', 'daum.net', '불교']
=> ['218', '정석진', '여', '158.8', '60.1', 'B형', '1970-07-06', '010-2481-5846', 'ble8d652', 'daum.net', '불교']: 4.1576

['469', '***', '남성', '150.0~160.0', '60.0~65.0', 'B형', '1970******', '*************', '*************', 'yahoo.com', '무교']
=> ['469', '서훈현', '남', '152.5', '61.9', 'B형', '1970-11-18', '010-6281-6404', 'i1r8hc', 'yahoo.com', '무교']: 4.1576

['886', '***', '여성', '160.0~170.0', '60.0~65.0', 'AB형', '1970******', '*************', '*************', 'naver.com', '기독교']
=> ['886', '권훈석', '여', '163.2', '61.2', 'AB형', '1970-06-14', '010-6501-0373', 'ybqo9af', 'naver.com', '기독교']: 4.1576

['17', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1970******', '*************', '*************', 'daum.net', '불교']
=> ['17', '신성현', '남', '169.1', '64', 'A형', '1970-06-11', '010-8909-7836', 'ru07foj', 'daum.net', '불교']: 4.1576

['23', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1970******', '*************', '*************', 'naver.com', '무교']
=> ['23', '정지상', '남', '168.2', '64.7', 'A형', '1970-04-20', '010-0774-5407', 'unb3bmyj', 'naver.com', '무교']: 4.1576

['519', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1971******', '*************', '*************', 'daum.net', '불교']
=> ['851', '심상서', '여', '157.7', '56.6', 'AB형', '1993-02-28', '010-9675-3207', 'jbxsi0qwxts', 'gmail.com', '무교']: 4.1576
=> ['519', '김용성', '남', '176.6', '63.1', 'O형', '1971-04-11', '010-9275-1853', 'rxl8lgs6fhlhm', 'daum.net', '불교']: 4.1576

['852', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1971******', '*************', '*************', 'daum.net', '불교']
=> ['851', '심상서', '여', '157.7', '56.6', 'AB형', '1993-02-28', '010-9675-3207', 'jbxsi0qwxts', 'gmail.com', '무교']: 4.1576
=> ['519', '김용성', '남', '176.6', '63.1', 'O형', '1971-04-11', '010-9275-1853', 'rxl8lgs6fhlhm', 'daum.net', '불교']: 4.1576

['328', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1971******', '*************', '*************', 'yahoo.com', '무교']
=> ['354', '이희훈', '여', '158.6', '55.5', 'B형', '1961-11-22', '010-6422-8509', 'g2h3ajq', 'yahoo.com', '무교']: 4.1576
=> ['328', '홍훈남', '남', '174.2', '62.5', 'A형', '1971-05-24', '010-5371-9102', 'i2a875ckb4', 'yahoo.com', '무교']: 4.1576

['355', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1971******', '*************', '*************', 'yahoo.com', '무교']
=> ['354', '이희훈', '여', '158.6', '55.5', 'B형', '1961-11-22', '010-6422-8509', 'g2h3ajq', 'yahoo.com', '무교']: 4.1576
=> ['328', '홍훈남', '남', '174.2', '62.5', 'A형', '1971-05-24', '010-5371-9102', 'i2a875ckb4', 'yahoo.com', '무교']: 4.1576

['521', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1976******', '*************', '*************', 'naver.com', '기독교']
=> ['145', '조종현', '남', '173.5', '65.4', 'B형', '1976-08-17', '010-4980-6238', 'j979zt', 'naver.com', '기독교']: 4.1576
=> ['520', '조택성', '남', '165', '71.6', 'B형', '1959-02-09', '010-1488-3155', 'v3sbvdjbljoav', 'naver.com', '기독교']: 4.1576

['3', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1976******', '*************', '*************', 'daum.net', '불교']
=> ['3', '이성용', '남', '170.7', '64', 'O형', '1976-03-09', '010-5655-3460', 'vcd7p5s', 'daum.net', '불교']: 4.1576

['562', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1976******', '*************', '*************', 'gmail.com', '불교']
=> ['562', '송진훈', '남', '172.4', '64.2', 'B형', '1976-12-28', '010-3498-1216', 'iql1z30', 'gmail.com', '불교']: 4.1576

['146', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1977******', '*************', '*************', 'yahoo.com', '무교']
=> ['146', '김덕서', '남', '168.8', '63.8', 'B형', '1977-07-18', '010-7568-0076', 'o9wye3zx', 'yahoo.com', '무교']: 4.1576

['454', '***', '여성', '160.0~170.0', '60.0~65.0', 'AB형', '1977******', '*************', '*************', 'naver.com', '무교']
=> ['454', '김종현', '여', '163.9', '61.1', 'AB형', '1977-04-04', '010-0506-3869', 'lcgjp2i87xmi', 'naver.com', '무교']: 4.1576

['850', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1977******', '*************', '*************', 'daum.net', '무교']
=> ['850', '송택종', '남', '168.4', '62.5', 'O형', '1977-08-20', '010-0179-4263', 'boj1zir8j7', 'daum.net', '무교']: 4.1576

['124', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1977******', '*************', '*************', 'yahoo.com', '불교']
=> ['124', '김우지', '남', '171.6', '62.3', 'O형', '1977-02-07', '010-7722-2612', 'zu8ol9j2g4', 'yahoo.com', '불교']: 4.1576

['916', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1977******', '*************', '*************', 'gmail.com', '무교']
=> ['916', '배택석', '남', '176', '60.3', 'A형', '1977-01-07', '010-1856-1236', 'yx9nirxl', 'gmail.com', '무교']: 4.1576

['584', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1977******', '*************', '*************', 'naver.com', '불교']
=> ['584', '윤덕은', '남', '173.2', '62.9', 'B형', '1977-02-14', '010-8196-8589', 'u7t5hk', 'naver.com', '불교']: 4.1576

['629', '***', '남성', '170.0~180.0', '60.0~65.0', 'O형', '1977******', '*************', '*************', 'daum.net', '기독교']
=> ['629', '정용서', '남', '175.6', '61.2', 'O형', '1977-03-26', '010-7171-1859', 'ccvuye3hik', 'daum.net', '기독교']: 4.1576

['618', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1978******', '*************', '*************', 'naver.com', '무교']
=> ['618', '이준현', '남', '163.3', '64.7', 'B형', '1978-09-29', '010-6399-2912', 'b0kf6b5icr1bf', 'naver.com', '무교']: 4.1576

['972', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1978******', '*************', '*************', 'daum.net', '무교']
=> ['972', '정현협', '남', '164.7', '64', 'A형', '1978-12-25', '010-0730-3183', 'sqpozrx', 'daum.net', '무교']: 4.1576

['388', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1978******', '*************', '*************', 'gmail.com', '기독교']
=> ['388', '엄덕훈', '남', '166.5', '64.3', 'O형', '1978-07-28', '010-3119-7435', 'l8jwnou9i2wj', 'gmail.com', '기독교']: 4.1576

['466', '***', '남성', '170.0~180.0', '60.0~65.0', 'AB형', '1980******', '*************', '*************', 'naver.com', '기독교']
=> ['466', '박종정', '남', '175', '60.6', 'AB형', '1980-11-12', '010-6026-3604', 'i8rlm9ji', 'naver.com', '기독교']: 4.1576

['282', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1980******', '*************', '*************', 'daum.net', '무교']
=> ['282', '이우덕', '남', '172.8', '63.7', 'A형', '1980-04-18', '010-6849-8672', 'ocja856', 'daum.net', '무교']: 4.1576

['174', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1980******', '*************', '*************', 'naver.com', '무교']
=> ['174', '류협지', '남', '179.1', '61.1', 'A형', '1980-09-27', '010-1518-4977', 'yqqisd8', 'naver.com', '무교']: 4.1576

['162', '***', '여성', '150.0~160.0', '60.0~65.0', 'A형', '1981******', '*************', '*************', 'daum.net', '기독교']
=> ['162', '박준희', '여', '151.6', '62.6', 'A형', '1981-08-30', '010-6435-9329', 'jatk2ozngwyo', 'daum.net', '기독교']: 4.1576

['382', '***', '여성', '150.0~160.0', '60.0~65.0', 'A형', '1981******', '*************', '*************', 'gmail.com', '무교']
=> ['382', '박용종', '여', '156', '60.2', 'A형', '1981-09-03', '010-8695-2463', 'qyluvudoes5', 'gmail.com', '무교']: 4.1576

['622', '***', '여성', '150.0~160.0', '60.0~65.0', 'AB형', '1981******', '*************', '*************', 'gmail.com', '천주교']
=> ['622', '박훈상', '여', '158.5', '61.2', 'AB형', '1981-11-02', '010-5688-9667', 'ymesuyin', 'gmail.com', '천주교']: 4.1576

['434', '***', '남성', '160.0~170.0', '60.0~65.0', 'O형', '1981******', '*************', '*************', 'naver.com', '불교']
=> ['434', '김진상', '남', '168', '64.2', 'O형', '1981-08-14', '010-5879-6376', 'vpt9b1bgnp3h2', 'naver.com', '불교']: 4.1576

['29', '***', '남성', '160.0~170.0', '60.0~65.0', 'B형', '1981******', '*************', '*************', 'yahoo.com', '천주교']
=> ['29', '박용지', '남', '169.5', '64.8', 'B형', '1981-06-03', '010-7319-0530', 'kmla0mqyc', 'yahoo.com', '천주교']: 4.1576

['639', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1981******', '*************', '*************', 'daum.net', '무교']
=> ['639', '오상진', '남', '166.1', '62.9', 'A형', '1981-12-22', '010-6450-1557', 'gw1i0hp45h', 'daum.net', '무교']: 4.1576

['319', '***', '여성', '160.0~170.0', '60.0~65.0', 'B형', '1981******', '*************', '*************', 'yahoo.com', '불교']
=> ['319', '연정훈', '여', '162', '60.6', 'B형', '1981-08-02', '010-0852-7775', 'm2lkqq2', 'yahoo.com', '불교']: 4.1576

['297', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1984******', '*************', '*************', 'yahoo.com', '무교']
=> ['297', '박종정', '남', '170.6', '60', 'A형', '1984-04-24', '010-8848-5341', 'al46ic', 'yahoo.com', '무교']: 4.1576

['657', '***', '남성', '170.0~180.0', '60.0~65.0', 'A형', '1984******', '*************', '*************', 'daum.net', '기독교']
=> ['657', '조훈택', '남', '170.6', '62.5', 'A형', '1984-03-24', '010-7973-5179', 'ga3d6qx4f0wwb', 'daum.net', '기독교']: 4.1576

['975', '***', '남성', '170.0~180.0', '60.0~65.0', 'B형', '1984******', '*************', '*************', 'daum.net', '불교']
=> ['975', '정희진', '남', '171.2', '60.2', 'B형', '1984-12-14', '010-1848-1648', 'n9oqd6mm2o', 'daum.net', '불교']: 4.1576

['190', '***', '남성', '160.0~170.0', '60.0~65.0', 'A형', '1985******', '*************', '*************', 'gmail.com', '천주교']
