['1', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['4971', '정진준', '여성', '155.6', '56.2', 'O형', '1970-05-22', '4015-7617', 'tmrpkbfiv', 'gmail.com', '불교']: 4.0446
=> ['1678', '정남택', '여성', '164.3', '50.6', 'O형', '1982-09-19', '3141-0611', 'ukcpx9', 'gmail.com', '불교']: 3.9618

['4836', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4837', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4838', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4839', '이**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1983******', '*********', '*************', 'daum.net', '불교']
=> ['3585', '이훈희', '여성', '157.7', '47.6', 'B형', '1981-04-24', '8263-1640', 'bzwxi4', 'daum.net', '불교']: 4.058
=> ['2075', '이지석', '여성', '153.1', '55.1', 'B형', '1993-05-18', '5475-8293', 'utc7gjpile', 'daum.net', '불교']: 4.1399
=> ['4839', '이남서', '여성', '153.0', '55.5', 'B형', '1983-11-08', '7001-8986', 'nv6875', 'daum.net', '불교']: 4.2396

['4840', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4841', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4842', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['4843', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['4844', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4845', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4846', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4847', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4848', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4849', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4850', '김**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1990******', '*********', '*************', 'gmail.com', '무교']
=> ['4850', '김영영', '남성', '178.2', '66.5', 'A형', '1990-12-24', '4746-9648', 'ynkfet', 'gmail.com', '무교']: 3.9758
=> ['2083', '김서영', '남성', '177.1', '63.1', 'A형', '1993-05-21', '8111-4980', 'v9bnfirj', 'gmail.com', '무교']: 3.8763
=> ['4522', '김정훈', '남성', '172.5', '59.7', 'A형', '1993-04-03', '0713-4789', 'tv483o', 'gmail.com', '무교']: 3.7933

['4851', '이**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1955******', '*********', '*************', 'gmail.com', '무교']
=> ['421', '이택준', '여성', '153.6', '56.0', 'A형', '1950-11-05', '8135-0918', 'khsvwcozqo5f', 'gmail.com', '무교']: 3.8765
=> ['3158', '이훈덕', '여성', '157.7', '56.4', 'A형', '1955-07-05', '3505-6472', 'qvhzl1d', 'gmail.com', '무교']: 3.9761

['4852', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4853', '김**', '여성', '150.0~160.0', '50.0~60.0', 'O형', '1970******', '*********', '*************', 'naver.com', '불교']
=> ['53', '김지영', '여성', '157.1', '61.6', 'O형', '1990-03-07', '1157-9781', 'mqm1cd8', 'naver.com', '불교']: 4.0267
=> ['1436', '김상남', '여성', '160.8', '53.2', 'O형', '1968-07-19', '9744-8541', 'u0t1fk4k5p90', 'naver.com', '불교']: 4.0091
=> ['4853', '김정지', '여성', '153.1', '54.8', 'O형', '1970-01-21', '3214-2167', 'yfh8hcx', 'naver.com', '불교']: 4.208
=> ['5584', '김지상', '여성', '155.3', '51.1', 'O형', '1960-05-30', '1916-1692', 'yaqm61g4i8uq', 'naver.com', '불교']: 4.1086

['4854', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4855', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4856', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4857', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4858', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4859', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4860', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4861', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4862', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4863', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4864', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4865', '박**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1976******', '*********', '*************', 'yahoo.com', '천주교']
=> ['4865', '박용우', '여성', '158.2', '53.8', 'B형', '1976-11-06', '8718-4608', 'etpeqwa', 'yahoo.com', '천주교']: 4.4193
=> ['3274', '송남덕', '여성', '153.3', '60.7', 'B형', '1971-03-11', '6975-2722', 'twvpwtla', 'yahoo.com', '천주교']: 3.9917
=> ['4747', '박우진', '여성', '160.7', '53.6', 'B형', '1956-08-01', '5358-6078', 'q91lo403e5fiy', 'naver.com', '천주교']: 3.9883
=> ['2154', '강진협', '여성', '152.2', '47.4', 'B형', '1996-05-06', '2722-0140', 'keenp0hz', 'yahoo.com', '천주교']: 3.9099

['4866', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4867', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4868', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4869', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['4870', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['4871', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1961******', '*********', '*************', 'daum.net', '무교']
=> ['5442', '김진서', '여성', '155.6', '65.0', 'A형', '1961-04-17', '7444-3667', 'g1dekyih', 'daum.net', '무교']: 3.8794
=> ['1571', '김협우', '여성', '157.5', '52.3', 'A형', '1961-10-25', '6430-2814', 'uk8g7gq3dds', 'daum.net', '무교']: 3.9613
=> ['407', '김성정', '여성', '152.3', '50.0', 'A형', '1965-02-12', '3748-9039', 'm6p3dog', 'daum.net', '무교']: 3.8617

['4872', '김**', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1996******', '*********', '*************', 'gmail.com', '무교']
=> ['2101', '김정성', '남성', '170.3', '68.1', 'B형', '1986-12-28', '3634-3123', 'mjfjs3j1', 'gmail.com', '무교']: 3.9074
=> ['7461', '김성덕', '남성', '168.2', '68.7', 'B형', '1996-02-06', '6963-1134', 'ceqa7p16cy', 'gmail.com', '무교']: 3.9203
=> ['4872', '김덕진', '남성', '175.6', '62.3', 'B형', '1996-12-25', '6840-3536', 's3hm0h76jpx', 'gmail.com', '무교']: 4.0069

['4873', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4874', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4875', '이**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1959******', '*********', '*************', 'gmail.com', '기독교']
=> ['4875', '이종진', '남성', '170.6', '64.5', 'A형', '1959-02-22', '3217-7685', 'j2qjosdho', 'gmail.com', '기독교']: 4.2558
=> ['6037', '이훈용', '남성', '172.2', '67.0', 'A형', '1958-04-06', '6307-3452', 'u8sjadj6nwj', 'gmail.com', '기독교']: 4.1562
=> ['7827', '이종준', '남성', '171.3', '73.3', 'A형', '1953-01-27', '3896-0059', 's557bo', 'gmail.com', '기독교']: 4.0732
=> ['7144', '이지택', '남성', '167.3', '67.2', 'A형', '1949-04-20', '3933-3495', 'o0nh0w', 'gmail.com', '기독교']: 4.0695

['4876', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '천주교']
=> ['4', '최준진', '여성', '161.5', '53.3', 'A형', '1952-05-10', '3171-9306', 'd5gl47akoqk6o', 'yahoo.com', '천주교']: 1.6761

['4877', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4878', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '무교']
=> ['5', '최준훈', '남성', '162.8', '71.2', 'B형', '1986-03-20', '4565-1683', 'ij4xu1k561', 'gmail.com', '무교']: 1.2769

['4879', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4880', '김**', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1966******', '*********', '*************', 'daum.net', '무교']
=> ['2659', '김희협', '남성', '165.0', '65.3', 'B형', '1996-11-26', '6308-0309', 'yyw6k156', 'daum.net', '무교']: 3.9093
=> ['1070', '김영정', '남성', '170.5', '60.6', 'B형', '1989-07-15', '5747-8423', 'qp6r0ot1', 'daum.net', '무교']: 3.8099
=> ['5559', '김준우', '남성', '171.4', '70.0', 'B형', '1968-09-13', '9851-9441', 'nikoij4jpd9f', 'daum.net', '무교']: 3.8232
=> ['4880', '김희지', '남성', '167.6', '63.3', 'B형', '1966-06-04', '9029-4589', 'rlczuml1cjsc', 'daum.net', '무교']: 4.0088

['4881', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4882', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4883', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4884', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4885', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4886', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4887', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4888', '김**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1961******', '*********', '*************', 'yahoo.com', '불교']
=> ['3794', '김종현', '여성', '152.8', '53.4', 'A형', '1963-09-15', '8701-9707', 'pi0y1tp', 'yahoo.com', '불교']: 4.0825
=> ['4888', '김현희', '여성', '157.2', '54.5', 'A형', '1961-05-08', '8145-1310', 'rgh7ghclr', 'yahoo.com', '불교']: 4.1821

['4889', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4890', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['4891', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4892', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4893', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4894', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['4895', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4896', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '불교']
=> ['2', '강훈희', '남성', '174.9', '63.4', 'A형', '1946-10-10', '1715-9263', 'frlfize7ir88', 'yahoo.com', '불교']: 1.5004

['4897', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '기독교']
=> ['72', '이희택', '여성', '155.7', '53.4', 'O형', '1963-07-30', '5632-2538', 'yblc84sehc', 'yahoo.com', '기독교']: 1.5335

['4898', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4899', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '불교']
=> ['12', '김덕협', '여성', '151.5', '66.0', 'B형', '1978-06-16', '6665-6767', 'c561ct', 'daum.net', '불교']: 1.5092

['4900', '김**', '남성', '160.0~170.0', '60.0~70.0', 'B형', '1951******', '*********', '*************', 'yahoo.com', '불교']
=> ['1266', '김희종', '남성', '155.6', '65.0', 'B형', '1961-12-15', '2109-5119', 'oggdfhzo', 'yahoo.com', '불교']: 4.0436
=> ['6595', '김정훈', '남성', '168.6', '61.4', 'B형', '1971-07-28', '1401-4265', 'sa2a5vsathvs', 'yahoo.com', '불교']: 4.1297
=> ['4900', '김준우', '남성', '168.2', '67.8', 'B형', '1951-08-17', '9376-8167', 's29qh675gte', 'yahoo.com', '불교']: 4.229

['4901', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4902', '김**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1975******', '*********', '*************', 'daum.net', '천주교']
=> ['9434', '배희준', '여성', '152.5', '47.9', 'B형', '1975-10-19', '8875-1974', 'o8qhy81ls3a', 'daum.net', '천주교']: 4.0173
=> ['867', '김성훈', '여성', '153.3', '54.8', 'B형', '1975-04-28', '9599-5319', 'lwzyojz', 'daum.net', '천주교']: 4.3975
=> ['134', '김택정', '여성', '162.5', '62.6', 'B형', '1950-10-13', '6912-6905', 'q24987rcj7gk', 'daum.net', '천주교']: 4.0338
=> ['8360', '김성현', '여성', '150.3', '54.6', 'B형', '1963-10-09', '5903-2614', 'j7xo8urbzsw', 'daum.net', '천주교']: 4.1984

['4903', '이**', '여성', '150.0~160.0', '50.0~60.0', 'A형', '1966******', '*********', '*************', 'gmail.com', '무교']
=> ['4035', '이준지', '여성', '151.0', '57.9', 'A형', '1967-09-20', '6032-7906', 'wmvh4so5mr3j', 'gmail.com', '무교']: 3.8758
=> ['5181', '이희훈', '여성', '148.9', '58.1', 'A형', '1956-03-16', '8569-3178', 'd83zmlg0fomm', 'gmail.com', '무교']: 3.7929
=> ['4903', '이성택', '여성', '156.3', '54.8', 'A형', '1966-03-02', '3625-5802', 'yr6lk5', 'gmail.com', '무교']: 3.9752

['4904', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4905', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4906', '최**', '여성', '150.0~160.0', '50.0~60.0', 'B형', '1970******', '*********', '*************', 'yahoo.com', '불교']
=> ['4906', '최준정', '여성', '153.6', '56.8', 'B형', '1970-10-25', '4856-8724', 'byqfrvbry3k6', 'yahoo.com', '불교']: 4.246
=> ['8928', '최훈용', '여성', '154.5', '54.4', 'B형', '1970-01-02', '3054-7132', 'wy0yrrnfvz1', 'gmail.com', '불교']: 3.832
=> ['7318', '김택지', '여성', '164.9', '54.8', 'B형', '1970-11-24', '9585-9004', 'l9xo6ud', 'yahoo.com', '불교']: 3.8314
=> ['3904', '최지남', '여성', '153.4', '51.9', 'AB형', '1973-06-10', '2389-4717', 'pjc9zbwp0qnc', 'yahoo.com', '불교']: 3.8291
=> ['2098', '최상준', '여성', '158.3', '53.4', 'B형', '1970-09-26', '4339-4768', 'jzr1h3xashz', 'yahoo.com', '무교']: 3.8684

['4907', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4908', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4909', '이**', '남성', '170.0~180.0', '60.0~70.0', 'B형', '1960******', '*********', '*************', 'yahoo.com', '무교']
=> ['4065', '이서택', '남성', '173.7', '61.9', 'B형', '1962-08-26', '7397-9965', 'iecouae4zhwog', 'yahoo.com', '무교']: 3.9186
=> ['4909', '이지서', '남성', '173.1', '65.3', 'B형', '1960-06-20', '4501-6102', 'oc9ps605ais', 'yahoo.com', '무교']: 4.0182
=> ['6391', '이남준', '남성', '166.8', '64.3', 'B형', '1968-10-14', '5512-7362', 'v51oo6c0jw', 'yahoo.com', '무교']: 3.8319

['4910', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '무교']
=> ['14', '박훈훈', '남성', '175.3', '64.1', 'AB형', '1979-06-28', '8101-7986', 'gx14kge', 'daum.net', '무교']: 1.2796

['4911', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['4912', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '기독교']
=> ['3', '최종석', '여성', '153.7', '60.0', 'A형', '1967-05-30', '0531-4339', 'uow3y6', 'naver.com', '기독교']: 1.5378

['4913', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '불교']
=> ['7', '김정덕', '남성', '175.0', '65.8', 'B형', '1966-12-18', '2991-1336', 'pjc9bdg', 'gmail.com', '불교']: 1.5065

['4914', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4915', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4916', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4917', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '불교']
=> ['22', '김남준', '여성', '166.6', '57.1', 'B형', '1987-07-26', '2581-2587', 'i6psi3ep1lh', 'naver.com', '불교']: 1.5047

['4918', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4919', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4920', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
=> ['16', '김덕종', '여성', '155.5', '57.7', 'B형', '1984-03-23', '0573-9019', 'j9aoxo5cf5ke', 'yahoo.com', '무교']: 1.2708

['4921', '*', '*', '*', '*', '*', '*', '*', '*', 'naver.com', '무교']
=> ['1', '김종종', '남성', '168.1', '65.4', 'B형', '1995-12-17', '6075-7114', 'x6yis5', 'naver.com', '무교']: 1.2751

['4922', '*', '*', '*', '*', '*', '*', '*', '*', 'gmail.com', '기독교']
=> ['6', '이협현', '여성', '147.7', '55.0', 'A형', '1958-12-29', '3400-5887', 'pmgi8qzuw7wm7', 'gmail.com', '기독교']: 1.5396

['4923', '*', '*', '*', '*', '*', '*', '*', '*', 'daum.net', '기독교']
=> ['18', '채준현', '여성', '159.8', '59.7', 'O형', '1959-05-27', '2509-2076', 'uiinz9ytw4', 'daum.net', '기독교']: 1.5423

['4924', '이**', '남성', '170.0~180.0', '60.0~70.0', 'A형', '1951******', '*********', '*************', 'naver.com', '불교']
=> ['8745', '이종지', '남성', '180.2', '67.0', 'A형', '1956-06-07', '6860-3675', 'o5gpke4', 'naver.com', '불교']: 4.1206
=> ['4924', '이용덕', '남성', '172.2', '63.5', 'A형', '1951-12-17', '9610-9482', 'll10omjryiyg', 'naver.com', '불교']: 4.2199
=> ['1349', '이정지', '남성', '175.5', '62.2', 'A형', '1983-07-17', '7668-7332', 'lk5wk9o3', 'naver.com', '불교']: 4.0213
=> ['1102', '이준지', '남성', '172.5', '72.8', 'A형', '1981-06-30', '6932-9490', 'a56c32808', 'naver.com', '불교']: 4.0376

['4925', '*', '*', '*', '*', '*', '*', '*', '*', 'yahoo.com', '무교']
