No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
38211,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,기독교,210.69.168.193,5b:f4:06:d5:8a:29
20886,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1949****,*************,*************,gmail.com,기독교,193.152.164.130,9c:9f:e8:90:5b:db
24121,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1949****,*************,*************,gmail.com,천주교,179.115.203.55,d0:eb:9c:6a:0e:c4
30619,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1949****,*************,*************,naver.com,기독교,102.89.33.68,2f:95:be:dd:38:e3
34858,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1949****,*************,*************,gmail.com,불교,94.234.154.36,3c:f4:5f:18:fc:4c
35138,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,무교,30.216.45.239,74:26:4a:51:09:26
27880,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,무교,254.134.39.103,91:6d:a1:3e:db:a8
37869,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,naver.com,무교,197.212.118.50,8a:34:7b:31:6f:37
37953,장**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,천주교,115.116.196.205,c8:3b:a2:7f:6e:1b
1318,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,yahoo.com,불교,99.145.187.170,3b:b9:c8:49:c7:31
3650,정**,여성,"[160.0, 170.0[","[60.0, 70.0[",B형,1949****,*************,*************,gmail.com,무교,149.204.167.27,b8:29:1d:16:8d:7d
5667,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1949****,*************,*************,yahoo.com,불교,2.147.130.76,98:80:39:a6:9c:be
35264,정**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1949****,*************,*************,yahoo.com,무교,219.8.6.220,ed:57:4b:0b:a8:05
5549,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1950****,*************,*************,gmail.com,무교,193.233.139.108,45:14:ea:13:ec:72
11917,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1950****,*************,*************,daum.net,기독교,3.50.89.241,77:c4:14:25:62:e5
20254,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1950****,*************,*************,naver.com,무교,155.28.201.215,56:79:0c:be:a6:df
25674,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1950****,*************,*************,naver.com,불교,169.52.40.197,e4:31:a1:04:38:63
26509,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1950****,*************,*************,naver.com,무교,253.99.107.62,74:0c:38:bc:c7:c0
26958,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1950****,*************,*************,daum.net,무교,36.193.209.178,9b:a1:70:ca:63:06
29753,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1950****,*************,*************,gmail.com,무교,73.72.138.90,90:04:4a:86:36:5f
14850,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1950****,*************,*************,daum.net,무교,239.210.14.109,cb:9d:00:da:58:79
18140,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1950****,*************,*************,gmail.com,무교,20.204.92.118,17:7e:f6:78:e6:97
26232,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1950****,*************,*************,gmail.com,기독교,135.220.16.170,8b:0b:4e:68:04:98
35924,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1950****,*************,*************,daum.net,기독교,237.231.71.43,a3:72:0b:39:39:d5
38449,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1950****,*************,*************,gmail.com,불교,99.106.142.248,8e:60:7e:21:a6:3f
3516,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1950****,*************,*************,yahoo.com,기독교,175.173.228.124,ac:ad:6d:db:68:bc
4600,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1950****,*************,*************,yahoo.com,기독교,48.4.233.209,ce:e3:f5:4e:3e:49
8067,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1950****,*************,*************,gmail.com,기독교,83.192.241.123,84:28:ec:22:b3:fb
19102,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1950****,*************,*************,yahoo.com,불교,26.5.58.95,7c:e0:b4:aa:22:84
21950,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1950****,*************,*************,daum.net,기독교,217.137.12.207,51:e4:5b:22:43:0a
23741,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1950****,*************,*************,naver.com,무교,160.35.77.45,b1:23:1c:0b:b3:40
9089,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1950****,*************,*************,gmail.com,무교,178.245.130.204,b7:ae:6d:f4:2a:88
12508,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1950****,*************,*************,gmail.com,무교,215.114.54.156,a3:f7:01:07:08:62
13466,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1950****,*************,*************,yahoo.com,불교,156.123.131.133,92:61:54:90:f8:a0
24715,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1950****,*************,*************,daum.net,무교,13.211.218.69,f9:67:fc:2e:d5:0f
25607,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1950****,*************,*************,gmail.com,무교,92.85.67.104,ba:14:b5:c5:09:58
32475,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1950****,*************,*************,gmail.com,불교,233.130.43.169,39:02:76:42:57:34
13976,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1950****,*************,*************,naver.com,불교,108.158.52.176,fa:94:90:a2:06:d4
30367,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1950****,*************,*************,yahoo.com,불교,131.184.115.23,73:52:af:ee:26:c3
37520,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1950****,*************,*************,gmail.com,무교,18.141.113.18,fc:51:ae:4f:d8:b2
4874,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1951****,*************,*************,naver.com,기독교,68.60.72.114,7d:55:28:f6:71:84
11019,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1951****,*************,*************,yahoo.com,불교,102.166.101.217,76:9b:0a:37:37:99
17276,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1951****,*************,*************,yahoo.com,천주교,26.117.146.174,67:78:e1:59:00:d6
24451,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1951****,*************,*************,daum.net,기독교,114.242.183.68,f6:b0:e8:2e:96:5d
28890,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1951****,*************,*************,yahoo.com,무교,158.51.113.254,c9:3e:4a:9a:b5:f2
28924,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1951****,*************,*************,gmail.com,불교,158.151.247.135,31:76:3c:88:23:49
7244,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1951****,*************,*************,daum.net,기독교,154.212.156.97,62:66:8f:b4:ac:17
12687,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1951****,*************,*************,naver.com,무교,124.2.57.137,eb:ea:ae:d6:e5:0b
15867,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1951****,*************,*************,gmail.com,불교,218.158.220.196,26:ba:52:34:24:73
16437,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1951****,*************,*************,daum.net,기독교,152.138.118.42,d3:86:9c:98:20:f3
39908,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1951****,*************,*************,daum.net,기독교,180.13.127.176,30:44:2f:fe:1e:1a
1332,김**,남성,"[180.0, 189.3[","[60.0, 70.0[",A형,1951****,*************,*************,gmail.com,무교,198.237.182.126,34:b3:4a:c5:15:30
17873,김**,남성,"[180.0, 189.3[","[60.0, 70.0[",O형,1951****,*************,*************,yahoo.com,무교,166.44.22.71,dc:ac:2a:95:e1:f4
23163,김**,남성,"[180.0, 189.3[","[60.0, 70.0[",B형,1951****,*************,*************,gmail.com,불교,15.19.5.127,ba:e7:d5:1d:1a:2a
405,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1951****,*************,*************,daum.net,무교,183.84.111.2,9d:f0:71:23:7b:04
3211,박**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1951****,*************,*************,gmail.com,무교,253.82.88.110,f4:07:e3:13:bc:73
11460,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1951****,*************,*************,naver.com,천주교,88.23.66.236,5a:70:12:41:a4:2e
20063,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1951****,*************,*************,yahoo.com,천주교,65.184.82.141,ad:db:d3:70:c8:c2
4587,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1951****,*************,*************,yahoo.com,기독교,219.14.7.28,bc:d3:0d:6e:12:ec
30760,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1951****,*************,*************,yahoo.com,무교,243.176.178.216,ed:66:f4:14:5a:df
33770,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1951****,*************,*************,daum.net,불교,195.246.90.162,67:73:06:00:b5:2e
4009,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1951****,*************,*************,daum.net,기독교,166.233.174.147,80:f3:7f:86:d9:d3
9853,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1951****,*************,*************,naver.com,무교,42.104.112.32,5b:7e:2c:19:0f:0f
22057,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1951****,*************,*************,naver.com,무교,130.170.212.88,4e:ec:85:8a:59:b8
26515,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1951****,*************,*************,gmail.com,기독교,191.17.171.247,50:55:1c:43:db:85
34114,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1951****,*************,*************,yahoo.com,불교,124.107.179.233,b4:fb:fb:72:02:4e
22072,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1951****,*************,*************,yahoo.com,기독교,157.31.154.80,2b:40:b8:54:4c:10
30776,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1951****,*************,*************,gmail.com,무교,242.55.29.189,3b:9b:37:4c:e6:18
31192,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1951****,*************,*************,yahoo.com,불교,242.239.140.184,f6:9b:5e:3c:ad:ea
37518,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1951****,*************,*************,naver.com,불교,163.73.211.197,e8:53:d5:a1:1a:90
7995,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1952****,*************,*************,gmail.com,불교,151.133.192.160,04:2b:53:e5:94:ed
12984,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1952****,*************,*************,naver.com,무교,66.115.244.164,68:f7:c7:0b:56:83
18984,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,gmail.com,무교,106.212.114.85,95:59:b2:d1:f3:3e
26253,강**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,기독교,186.11.127.146,93:37:b4:a6:45:d6
8958,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1952****,*************,*************,gmail.com,무교,208.6.40.177,86:ec:b4:ef:dc:6a
9862,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1952****,*************,*************,gmail.com,기독교,65.232.188.123,85:fd:c3:7a:02:e2
11359,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,yahoo.com,기독교,2.250.137.36,13:f6:15:73:47:af
17833,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1952****,*************,*************,daum.net,무교,236.10.130.146,b5:f7:d7:dc:df:56
21034,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,무교,177.128.210.110,d9:99:3f:61:67:2d
21639,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,불교,49.5.119.16,53:91:0c:32:7c:9e
23493,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1952****,*************,*************,gmail.com,무교,233.147.105.185,35:b9:08:8d:d8:be
24557,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1952****,*************,*************,yahoo.com,불교,20.237.135.129,d9:d5:ba:f0:4e:1c
32633,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,yahoo.com,기독교,216.101.186.216,ed:d0:ef:56:3e:e7
34972,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1952****,*************,*************,yahoo.com,기독교,35.241.52.131,64:8f:ec:02:64:f4
1270,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1952****,*************,*************,naver.com,무교,206.27.144.175,e2:c1:17:c2:98:f4
2763,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,naver.com,무교,58.224.170.93,5b:e8:9a:94:4d:22
4726,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,gmail.com,불교,110.246.132.170,43:7a:4d:4d:0b:aa
11097,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,naver.com,무교,71.77.241.7,91:d5:0b:d1:f6:f5
12194,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,naver.com,불교,227.32.6.251,21:01:4b:6c:70:e6
12822,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1952****,*************,*************,daum.net,기독교,244.170.99.254,d6:5b:00:5d:02:c1
14206,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,불교,90.241.81.206,05:0b:30:42:81:6a
17027,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1952****,*************,*************,gmail.com,불교,126.8.217.181,61:4e:44:ea:c9:a7
27212,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,gmail.com,무교,223.164.116.221,b1:e9:2e:49:b8:3b
28408,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,무교,12.227.18.156,8e:86:42:a2:f9:f6
34354,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,무교,228.127.129.248,b2:9e:2a:70:72:f1
39146,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,gmail.com,무교,51.56.7.105,5a:d4:f5:de:3d:d3
4386,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,yahoo.com,무교,80.25.131.173,25:b7:50:eb:30:7d
27155,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1952****,*************,*************,daum.net,무교,48.249.92.91,c5:7a:d5:ab:d5:6c
30834,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1952****,*************,*************,daum.net,무교,206.250.246.145,9b:f7:df:14:25:c1
37457,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,daum.net,불교,114.237.182.181,3e:94:e4:d2:6f:d3
23753,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,yahoo.com,기독교,50.151.37.248,9d:fc:59:f3:c6:5d
27684,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1952****,*************,*************,gmail.com,무교,217.70.85.213,5f:5c:c5:ee:d4:f4
34806,박**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1952****,*************,*************,gmail.com,천주교,234.227.90.50,f8:35:cc:01:99:8c
22408,신**,남성,"[160.0, 170.0[","[60.0, 70.0[",AB형,1952****,*************,*************,daum.net,기독교,114.63.242.94,7a:c6:c8:dc:6c:4b
25452,신**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1952****,*************,*************,yahoo.com,불교,241.132.250.122,79:b4:ec:2b:64:33
37582,신**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,yahoo.com,기독교,222.230.218.57,4f:d3:c2:cb:02:c9
1933,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,gmail.com,천주교,218.18.108.2,d9:e2:19:42:61:dd
6360,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,gmail.com,무교,142.212.136.124,95:90:e7:b6:35:7a
6619,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,기독교,126.159.98.56,b9:b8:df:8b:31:40
33417,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1952****,*************,*************,yahoo.com,불교,254.173.165.5,8c:a3:f5:77:6c:d5
37787,윤**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1952****,*************,*************,naver.com,무교,9.182.132.114,aa:6d:46:17:6f:fa
29,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1952****,*************,*************,daum.net,불교,83.185.9.248,86:77:4f:e6:e7:ed
1057,이**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,daum.net,무교,92.46.71.59,52:cc:40:e2:3e:00
3127,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,yahoo.com,무교,240.13.169.252,8e:85:89:b6:44:ca
8107,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1952****,*************,*************,naver.com,기독교,72.200.209.42,d1:cc:1b:47:5b:81
18249,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1952****,*************,*************,naver.com,무교,165.98.195.167,ba:fb:de:9c:4b:bc
22338,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,yahoo.com,무교,58.32.249.107,d9:bf:87:4f:31:7b
28326,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1952****,*************,*************,yahoo.com,기독교,171.171.219.238,7b:7a:23:a8:52:d7
28521,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1952****,*************,*************,naver.com,기독교,222.223.125.75,50:5f:f9:69:2c:2d
29373,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1952****,*************,*************,gmail.com,불교,7.5.89.189,55:4c:6b:0b:bc:21
31955,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1952****,*************,*************,naver.com,무교,254.6.174.56,1c:df:8f:0a:f6:e5
7775,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1952****,*************,*************,naver.com,무교,168.39.195.32,eb:ae:3c:f4:a8:73
7876,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,gmail.com,기독교,58.17.146.78,96:e1:72:dd:8e:c4
9176,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,daum.net,기독교,70.23.170.20,7a:71:a8:87:74:4b
16037,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1952****,*************,*************,yahoo.com,불교,108.93.85.26,23:0b:2d:2d:f1:91
17984,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,yahoo.com,기독교,129.162.223.128,82:81:9c:16:03:ba
19605,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,daum.net,기독교,98.156.202.55,cd:55:8e:67:fa:45
22739,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1952****,*************,*************,daum.net,불교,71.17.156.217,6e:e5:6d:48:76:44
30445,이**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1952****,*************,*************,gmail.com,기독교,177.248.33.237,75:11:32:48:a4:15
1253,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,daum.net,기독교,20.155.164.189,92:e0:99:94:04:f4
3136,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,naver.com,불교,165.110.180.3,28:d3:7c:24:0f:1e
31694,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1952****,*************,*************,yahoo.com,불교,237.6.13.102,48:72:16:5f:c4:32
36667,최**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1952****,*************,*************,daum.net,기독교,73.242.13.61,7f:26:fb:e6:7a:29
507,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1953****,*************,*************,daum.net,무교,27.74.27.51,0a:a7:35:d2:16:81
24996,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1953****,*************,*************,daum.net,기독교,238.92.9.52,5e:b2:e2:a4:3f:49
29356,강**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1953****,*************,*************,yahoo.com,불교,81.60.44.176,2c:b3:36:25:02:fe
20195,권**,남성,"[170.0, 180.0[","[60.0, 70.0[",O형,1953****,*************,*************,yahoo.com,불교,143.236.135.144,c4:ae:a6:56:c3:f4
24358,권**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1953****,*************,*************,daum.net,무교,90.250.47.20,fd:d4:66:e2:62:f1
35455,권**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1953****,*************,*************,gmail.com,무교,40.128.118.162,e1:84:ed:4b:39:32
6332,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",B형,1953****,*************,*************,gmail.com,무교,226.254.150.1,f1:82:ac:49:25:7d
9138,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",A형,1953****,*************,*************,naver.com,기독교,86.17.185.78,e1:73:2a:eb:af:52
35644,김**,여성,"[150.0, 160.0[","[60.0, 70.0[",A형,1953****,*************,*************,naver.com,불교,26.71.227.108,90:85:af:f7:21:10
11248,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1953****,*************,*************,naver.com,무교,170.42.211.137,41:64:73:9a:48:1b
22206,김**,여성,"[160.0, 170.0[","[60.0, 70.0[",B형,1953****,*************,*************,daum.net,무교,133.144.124.137,57:7d:c6:6b:78:62
23223,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1953****,*************,*************,yahoo.com,무교,119.185.136.63,07:64:64:e5:4a:f2
24214,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1953****,*************,*************,yahoo.com,무교,134.203.148.206,33:60:6b:cc:01:20
34620,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,gmail.com,기독교,215.81.149.168,06:4e:fe:f2:11:10
38754,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,naver.com,무교,128.86.71.63,ea:52:b1:3d:8b:8f
938,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1953****,*************,*************,yahoo.com,무교,184.236.129.11,7d:12:5e:d3:d9:18
16571,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1953****,*************,*************,yahoo.com,무교,127.166.74.210,f8:0c:14:3b:e2:7e
24780,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1953****,*************,*************,naver.com,불교,46.155.68.32,bc:a3:1d:87:4c:5c
27376,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1953****,*************,*************,gmail.com,무교,169.205.181.82,66:91:88:ac:14:47
32583,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1953****,*************,*************,daum.net,무교,59.248.254.21,59:a3:29:a4:20:36
33920,김**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1953****,*************,*************,daum.net,불교,91.172.102.91,c7:61:39:bf:9d:b3
23275,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,daum.net,기독교,22.248.140.3,91:be:9f:ea:42:14
33134,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,daum.net,불교,15.140.129.41,c8:3c:c8:34:ac:77
34213,박**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,naver.com,무교,75.132.97.53,0d:99:c5:3d:f1:48
12488,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,daum.net,불교,209.244.74.61,9a:00:00:fc:a2:f9
27319,이**,여성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,yahoo.com,무교,151.14.140.41,ff:66:d7:27:c8:78
27899,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1953****,*************,*************,naver.com,무교,161.136.9.165,03:95:84:8a:c1:95
31545,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,naver.com,기독교,36.32.141.245,5b:79:ca:d3:fc:71
32085,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,yahoo.com,기독교,204.209.239.158,5a:12:cd:85:a3:ca
32863,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,gmail.com,불교,157.72.80.230,6f:cc:54:09:c5:60
37294,이**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,naver.com,불교,232.78.126.206,ef:00:8c:4a:6d:86
29953,정**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1953****,*************,*************,daum.net,무교,163.98.206.89,be:dc:bc:aa:08:02
34695,정**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1953****,*************,*************,gmail.com,무교,231.40.121.24,45:41:7c:f4:24:b1
34782,정**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1953****,*************,*************,naver.com,기독교,153.122.54.136,0d:91:f4:0d:d5:d4
39893,정**,남성,"[170.0, 180.0[","[60.0, 70.0[",AB형,1953****,*************,*************,yahoo.com,무교,15.8.8.10,52:17:22:12:38:a1
5221,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,gmail.com,기독교,28.223.166.131,56:90:e1:42:64:e7
9008,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1953****,*************,*************,daum.net,무교,202.247.28.19,2f:24:17:a6:fb:cd
27497,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,yahoo.com,기독교,68.12.78.4,5e:4e:03:98:b5:4d
38236,최**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1953****,*************,*************,gmail.com,무교,130.28.64.126,ee:92:59:45:ae:fc
21967,허**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,yahoo.com,무교,240.20.183.69,44:10:9d:fa:48:07
26380,허**,남성,"[160.0, 170.0[","[60.0, 70.0[",A형,1953****,*************,*************,yahoo.com,불교,93.100.100.192,0e:98:16:d3:ea:3c
38777,허**,남성,"[160.0, 170.0[","[60.0, 70.0[",B형,1953****,*************,*************,gmail.com,불교,65.15.239.2,eb:7b:a8:d5:70:f8
1716,고**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1954****,*************,*************,gmail.com,무교,74.210.132.23,47:4d:d0:76:66:fc
4895,고**,남성,"[170.0, 180.0[","[60.0, 70.0[",A형,1954****,*************,*************,gmail.com,무교,237.223.51.80,07:85:1b:a7:91:f5
14473,고**,남성,"[170.0, 180.0[","[60.0, 70.0[",B형,1954****,*************,*************,gmail.com,무교,169.35.229.166,8a:50:53:9d:a7:a3
3372,김**,남성,"[160.0, 170.0[","[60.0, 70.0[",O형,1954****,*************,*************,yahoo.com,무교,195.112.111.22,a2:c7:49:35:ce:51
