CORRECT LIST
['2665', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '4-14384616703-3', '3']
['20135', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '5922-308-395656', '5']
['499', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'gmail.com', '무교', '국민은행', '549612-87-496301', '7']
['28442', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'naver.com', '무교', '신한은행', '619-074-218400', '6']
['26592', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'naver.com', '불교', '우리은행', '3833-442-050115', '5']
['37450', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '526-326871-920', '4']
['1172', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '465-97-808981', '9']
['3073', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '불교', '신한은행', '888-665-709246', '8']
['21807', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '5508-5162-5767', '7']
['37473', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'naver.com', '천주교', '하나은행', '530-740311-04907', '2']
['24793', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'gmail.com', '불교', '새마을금고', '1-49734142957-4', '5']
['3883', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '불교', '국민은행', '820117-36-416277', '7']
['36745', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '불교', '국민은행', '447357-59-647724', '7']
['12788', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '불교', '스탠다드(제일)', '208-69-095297', '3']
['20017', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'daum.net', '무교', '우리은행', '6676-408-075089', '6']
['39974', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'daum.net', '불교', '새마을금고', '5-95360328505-6', '8']
['2493', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '무교', '신한은행', '601-454-873426', '6']
['11076', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '4565-3053-1057', '9']
['37572', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '411-93-074210', '4']
['5872', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '무교', '외환은행', '837-300347-226', '7']
['24742', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '기독교', '외환은행', '721-158594-684', '7']
['29293', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'daum.net', '기독교', '하나은행', '731-678473-15956', '9']
['240', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '624-780881-152', '9']
['32181', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '천주교', '기업은행', '561-325831-96-918', '5']
['34238', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1988****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '548-261974-78095', '9']
['3658', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'gmail.com', '불교', '하나은행', '221-967164-48770', '2']
['19749', '황**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'daum.net', '무교', '우리은행', '2077-581-863246', '8']
['9731', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1989****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '7-38748553130-3', '8']
['20033', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1989****', '*************', '*************', 'daum.net', '무교', '외환은행', '876-660099-802', '3']
['1826', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'yahoo.com', '천주교', '수협중앙회', '2159-8932-0153', '1']
['6031', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'gmail.com', '천주교', '하나은행', '489-742227-13062', '7']
['28003', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'gmail.com', '기독교', '우리은행', '8914-981-717889', '3']
['9890', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '천주교', '우리은행', '6752-993-596179', '8']
['11003', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'naver.com', '불교', '하나은행', '396-120614-95855', '9']
['27747', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'naver.com', '기독교', '기업은행', '250-986271-45-318', '2']
['36384', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '7506-9728-3180', '1']
['17616', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '885-238544-502', '9']
['3175', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '기독교', '하나은행', '684-658584-18337', '2']
['13489', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '불교', 'NH농협', '027-6146-344-92', '8']
['19306', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', '외환은행', '801-445419-299', '6']
['15102', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '불교', '외환은행', '388-293501-664', '4']
['18898', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', 'NH농협', '184-2404-533-46', '1']
['37504', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '불교', '신한은행', '724-080-657863', '2']
['34753', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1991****', '*************', '*************', 'daum.net', '무교', '하나은행', '906-892998-22226', '1']
['17999', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '불교', '신한은행', '912-406-658238', '6']
['27521', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '기독교', '한국씨티은행', '793-952961-371', '5']
['926', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'daum.net', '기독교', '기업은행', '369-685117-61-893', '1']
['19590', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'daum.net', '기독교', '하나은행', '157-274406-22535', '5']
['25718', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1992****', '*************', '*************', 'naver.com', '불교', '새마을금고', '3-80907031061-7', '6']
['26190', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'naver.com', '기독교', '한국씨티은행', '732-557869-691', '8']
['33370', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'naver.com', '기독교', '한국씨티은행', '973-041981-571', '1']
['11981', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'yahoo.com', '불교', 'NH농협', '290-1679-692-69', '6']
['18770', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '4-76326724421-8', '2']
['7501', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'naver.com', '불교', '국민은행', '113192-95-994186', '7']
['9596', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '천주교', '신한은행', '336-189-868570', '9']
['21418', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '무교', '하나은행', '482-859595-89397', '3']
['3979', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'naver.com', '기독교', '기업은행', '172-333724-29-129', '1']
['38955', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'daum.net', '기독교', '새마을금고', '6-49342381468-6', '7']
['19300', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'gmail.com', '기독교', '기업은행', '039-688631-12-998', '2']
['17611', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'naver.com', '불교', '우리은행', '3873-565-937934', '3']
['5068', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'yahoo.com', '천주교', '스탠다드(제일)', '549-74-782682', '9']
['18633', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'gmail.com', '기독교', '우리은행', '1048-462-024516', '6']
['34382', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1995****', '*************', '*************', 'daum.net', '무교', 'NH농협', '823-6707-884-16', '9']
['34561', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1995****', '*************', '*************', 'gmail.com', '무교', '기업은행', '420-597565-27-528', '8']
['32741', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '천주교', '기업은행', '277-832639-44-397', '2']
['31470', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1995****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '8072-5151-0226', '3']
['1079', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'naver.com', '기독교', '국민은행', '809339-65-970098', '6']
['4996', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '스탠다드(제일)', '515-62-414657', '4']
['16299', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '429-76-350245', '3']
['21105', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '4351-1970-2087', '2']
['36009', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'daum.net', '천주교', '한국씨티은행', '192-368450-649', '8']
['30572', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'gmail.com', '천주교', 'NH농협', '995-2109-141-02', '5']
['30708', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', '신한은행', '840-329-857432', '7']
['30773', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '785-147-419353', '6']
['37238', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '기독교', '새마을금고', '6-93841809422-5', '5']
['1195', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '기독교', '외환은행', '750-215065-133', '2']
['4178', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '기독교', '수협중앙회', '7754-2214-2542', '2']
['2795', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1946****', '*************', '*************', 'naver.com', '불교', '외환은행', '049-780900-420', '7']
['3681', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'daum.net', '기독교', '외환은행', '008-140586-517', '5']
['3831', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'gmail.com', '무교', '한국씨티은행', '516-961435-060', '1']
['13377', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '기독교', '스탠다드(제일)', '913-94-512722', '2']
['14068', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'daum.net', '무교', '하나은행', '967-632960-90395', '8']
['38373', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '불교', '한국씨티은행', '159-748786-057', '2']
['39008', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'daum.net', '불교', '수협중앙회', '1627-1266-5326', '3']
['4676', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '670-58-409143', '2']
['6466', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1946****', '*************', '*************', 'gmail.com', '무교', '수협중앙회', '1230-0374-4391', '3']
['7641', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1946****', '*************', '*************', 'yahoo.com', '천주교', '국민은행', '448154-54-759207', '2']
['2660', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '우리은행', '0276-092-070772', '6']
['29064', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '기독교', '신한은행', '168-208-275862', '6']
['39570', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '528-669291-288', '7']
['14538', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '국민은행', '849662-50-218770', '1']
['37357', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '한국씨티은행', '925-085039-314', '8']
['3289', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '하나은행', '858-079125-39437', '5']
['38333', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '기독교', '우리은행', '1914-347-032645', '1']
['1002', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1948****', '*************', '*************', 'daum.net', '무교', '외환은행', '899-683670-586', '4']
['7688', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'naver.com', '기독교', '하나은행', '484-210562-14440', '9']
['2270', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1949****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '7-65703668526-2', '9']
['11349', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', '하나은행', '334-964816-58071', '3']
['16278', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '불교', '한국씨티은행', '403-443117-176', '4']
['20172', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1949****', '*************', '*************', 'daum.net', '기독교', '하나은행', '325-908094-63359', '3']
['37795', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'daum.net', '기독교', '수협중앙회', '9958-9169-5913', '2']
['10410', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '5197-9751-9133', '7']
['30394', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', 'NH농협', '729-5824-742-05', '2']
['5549', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'gmail.com', '무교', '새마을금고', '5-73331968599-9', '9']
['26427', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '236-452126-119', '4']
['19809', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'daum.net', '기독교', '국민은행', '846667-77-879209', '4']
['39638', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '233-459225-89944', '1']
['5356', '박**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'naver.com', '불교', '외환은행', '108-566976-261', '7']
['5590', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'naver.com', '무교', 'NH농협', '631-3053-982-43', '3']
['27606', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '불교', '하나은행', '060-403870-99473', '5']
['16402', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '우리은행', '0960-550-294262', '1']
['25316', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '스탠다드(제일)', '377-62-487775', '3']
['13466', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '불교', '우리은행', '5915-945-185644', '2']
['5909', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'gmail.com', '무교', '새마을금고', '4-94514146841-9', '3']
['24451', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '기독교', '스탠다드(제일)', '864-41-534608', '4']
['27585', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'daum.net', '천주교', '스탠다드(제일)', '656-38-770749', '7']
['11460', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'naver.com', '천주교', '하나은행', '969-769553-42807', '7']
['20876', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'gmail.com', '무교', '기업은행', '871-125907-30-861', '9']
['6192', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'yahoo.com', '기독교', '기업은행', '533-897097-52-034', '1']
['30944', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'naver.com', '기독교', '스탠다드(제일)', '059-87-674746', '6']
['22465', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '363-283442-57609', '3']
['26515', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'gmail.com', '기독교', '우리은행', '0980-219-237166', '8']
['33852', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'gmail.com', '무교', '우리은행', '3818-650-019698', '5']
['10911', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'naver.com', '무교', '신한은행', '583-647-832197', '4']
['30406', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'gmail.com', '무교', '우리은행', '2998-962-212591', '8']
['8929', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '무교', '수협중앙회', '4641-5076-7509', '2']
['11048', '박**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'gmail.com', '기독교', '스탠다드(제일)', '014-61-360541', '2']
['6934', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'gmail.com', '무교', '기업은행', '635-034250-11-375', '6']
['10979', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1952****', '*************', '*************', 'gmail.com', '무교', '신한은행', '252-128-366310', '2']
['224', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '645-7598-944-38', '1']
['19934', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '303-757930-659', '9']
['33210', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '기독교', '한국씨티은행', '338-472136-912', '7']
['12594', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'yahoo.com', '무교', '하나은행', '819-838876-27608', '6']
['17419', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1953****', '*************', '*************', 'naver.com', '불교', '새마을금고', '6-58194182801-3', '5']
['31545', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'naver.com', '기독교', '하나은행', '375-588501-36953', '9']
['39893', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1953****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '560-660-375922', '1']
['18371', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '2-13143668779-2', '7']
['5483', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'daum.net', '불교', '우리은행', '9523-704-163398', '8']
['9673', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'daum.net', '불교', '신한은행', '093-638-190941', '1']
['18232', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'gmail.com', '기독교', '새마을금고', '5-64590959353-1', '5']
['32398', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'naver.com', '무교', '새마을금고', '2-35374628116-2', '5']
['19088', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '2-18261961319-0', '3']
['1472', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'daum.net', '천주교', '새마을금고', '3-69207409812-5', '3']
['540', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'yahoo.com', '천주교', '한국씨티은행', '865-487195-209', '5']
['39700', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'gmail.com', '무교', '외환은행', '610-540523-960', '3']
['7817', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'gmail.com', '기독교', '새마을금고', '6-06198592665-9', '3']
['8930', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'daum.net', '무교', '우리은행', '3277-363-739288', '9']
['548', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'naver.com', '천주교', '한국씨티은행', '074-467923-101', '9']
['16107', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1956****', '*************', '*************', 'daum.net', '무교', '스탠다드(제일)', '072-49-386666', '7']
['15757', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'naver.com', '불교', '새마을금고', '1-32292053487-0', '1']
['17832', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'yahoo.com', '불교', '스탠다드(제일)', '000-77-687628', '2']
['26664', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'yahoo.com', '무교', 'NH농협', '206-3200-476-09', '9']
['19887', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'yahoo.com', '불교', '하나은행', '480-030733-23701', '8']
['17207', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'naver.com', '불교', '외환은행', '981-262630-600', '9']
['11021', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'naver.com', '기독교', '수협중앙회', '8031-2659-5316', '4']
['31959', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'gmail.com', '기독교', '수협중앙회', '2746-0290-9782', '5']
['23865', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '172-603087-704', '5']
['5679', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'gmail.com', '불교', '국민은행', '541645-98-752563', '7']
['26370', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'yahoo.com', '천주교', '국민은행', '373935-94-961219', '4']
['9254', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '무교', '국민은행', '909181-98-208078', '7']
['11999', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'naver.com', '천주교', 'NH농협', '869-5340-163-09', '2']
['31705', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '996917-30-986911', '1']
