CORRECT LIST
['14884', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1954****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '의학', '1.16']
['28442', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'naver.com', '무교', '이화여자대학', '사회', '2.62']
['37450', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '서울시립대학교', '인문', '3.86']
['32008', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'gmail.com', '불교', '서울시립대학교', '법학', '0.97']
['8373', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'daum.net', '불교', '동덕여자대학교', '자연', '3.21']
['13691', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '기독교', '건국대학교', '법학', '4.39']
['16917', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'naver.com', '천주교', '경희대학교', '인문', '1.22']
['3073', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '불교', '감리교신학대학교', '인문', '1.85']
['8543', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '천주교', '서울과학기술대학교', '교육', '3.36']
['21807', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '사회', '2.69']
['6037', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '무교', '서울과학기술대학교', '자연', '2.99']
['3883', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'naver.com', '불교', '중앙대학교', '사회', '3.18']
['5762', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'daum.net', '무교', '육군사관학교', '예체능', '3.56']
['28880', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '무교', '세종대학교', '예체능', '2.59']
['26913', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'daum.net', '무교', '국민대학교', '법학', '1.99']
['38870', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'daum.net', '기독교', '광운대학교', '예체능', '2.55']
['4277', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'yahoo.com', '무교', '한국체육대학교', '사회', '2.98']
['11544', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '무교', '삼육대학교', '법학', '0.73']
['5872', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '무교', '경희대학교', '법학', '0.45']
['17903', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'gmail.com', '무교', '서울과학기술대학교', '교육', '1.13']
['33845', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'daum.net', '기독교', '성공회대학교', '예체능', '3.19']
['9731', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1989****', '*************', '*************', 'naver.com', '기독교', '삼육대학교', '의학', '2.02']
['19658', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1989****', '*************', '*************', 'naver.com', '무교', '성공회대학교', '사회', '1.31']
['20033', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1989****', '*************', '*************', 'daum.net', '무교', '삼육대학교', '인문', '0.07']
['12939', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1989****', '*************', '*************', 'naver.com', '무교', '가톨릭대학교', '예체능', '1.55']
['27625', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'yahoo.com', '무교', '동국대학교', '교육', '0.87']
['3181', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'daum.net', '무교', '한국체육대학교', '예체능', '2.59']
['5121', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'naver.com', '불교', 'KAIST', '공학', '0.86']
['31015', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '불교', '삼육대학교', '법학', '0.2']
['9510', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '천주교', '한국외국어대학교', '법학', '1.18']
['12766', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'naver.com', '천주교', '고려대학교', '인문', '3.39']
['35084', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'gmail.com', '무교', '고려대학교', '공학', '3.17']
['35033', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1991****', '*************', '*************', 'naver.com', '불교', '동덕여자대학교', '법학', '2.52']
['4415', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1992****', '*************', '*************', 'gmail.com', '불교', '국민대학교', '자연', '0.83']
['29509', '강**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'naver.com', '불교', '한국성서대학교', '교육', '3.04']
['11333', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'yahoo.com', '기독교', '덕성자대학교', '교육', '1.1']
['31982', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'yahoo.com', '무교', '중앙대학교', '사회', '2.64']
['19590', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'daum.net', '기독교', '중앙대학교', '의학', '1.47']
['11981', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'yahoo.com', '불교', '한국예술종합학교', '자연', '3.93']
['21627', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'daum.net', '무교', '고려대학교', '인문', '2.4']
['29880', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'yahoo.com', '불교', '서울기독대학교', '공학', '1.47']
['7501', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'naver.com', '불교', '서울여자대학교', '의학', '2.95']
['33667', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'naver.com', '무교', '성균관대학교', '자연', '3.4']
['10057', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'daum.net', '기독교', '성공회대학교', '법학', '0.35']
['21719', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '사회', '3.75']
['3078', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'gmail.com', '무교', '한국성서대학교', '예체능', '0.31']
['17890', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '의학', '3.99']
['25270', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'yahoo.com', '불교', '가톨릭대학교', '의학', '1.47']
['17859', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'yahoo.com', '무교', '중앙대학교', '사회', '3.02']
['21418', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '무교', '건국대학교', '공학', '2.67']
['343', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'daum.net', '기독교', '숭실대학교', '의학', '2.91']
['21802', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1994****', '*************', '*************', 'daum.net', '불교', '그리스도대학교', '사회', '3.3']
['38293', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'gmail.com', '무교', '상명대학교', '인문', '1.77']
['28059', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'daum.net', '기독교', '그리스도대학교', '법학', '1.33']
['9411', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'yahoo.com', '무교', '한양대학교', '사회', '2.02']
['17611', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'naver.com', '불교', '홍익대학교', '의학', '4.39']
['18651', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1995****', '*************', '*************', 'gmail.com', '기독교', '덕성자대학교', '법학', '2.57']
['23979', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '불교', '덕성자대학교', '예체능', '2.97']
['24104', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1995****', '*************', '*************', 'naver.com', '무교', '이화여자대학', '교육', '3.39']
['29029', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'daum.net', '무교', '총신대학교', '인문', '2.09']
['12562', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'yahoo.com', '기독교', '서울대학교', '인문', '0.67']
['35358', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'gmail.com', '불교', '장로회신학대학교', '자연', '1.78']
['293', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'gmail.com', '무교', '중앙대학교', '공학', '1.1']
['9227', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '불교', '연세대학교', '법학', '3.41']
['1731', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'daum.net', '무교', '성균관대학교', '사회', '0.73']
['20942', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'naver.com', '무교', '가톨릭대학교', '예체능', '4.3']
['21105', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'daum.net', '무교', '한양대학교', '예체능', '0.56']
['17543', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'yahoo.com', '불교', '성신여자대학교', '공학', '1.12']
['30572', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'gmail.com', '천주교', '경기대학교', '인문', '0.94']
['32119', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'yahoo.com', '불교', '숙명여자대학교', '예체능', '2.67']
['36648', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'yahoo.com', '무교', '광운대학교', '사회', '3.59']
['28732', '박**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '서울시립대학교', '예체능', '2.23']
['37665', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1996****', '*************', '*************', 'yahoo.com', '기독교', '한국예술종합학교', '자연', '2.34']
['25377', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'naver.com', '기독교', '육군사관학교', '법학', '1.95']
['14249', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1946****', '*************', '*************', 'daum.net', '무교', '건국대학교', '사회', '4.49']
['3831', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'gmail.com', '무교', 'KAIST', '예체능', '1.5']
['25010', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1946****', '*************', '*************', 'daum.net', '무교', '중앙대학교', '공학', '1.46']
['2479', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '기독교', '한양대학교', '인문', '2.03']
['29324', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1946****', '*************', '*************', 'naver.com', '불교', '서울기독대학교', '의학', '0.02']
['2660', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '광운대학교', '의학', '1.35']
['2958', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '기독교', '이화여자대학', '교육', '2.02']
['4990', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '무교', '고려대학교', '예체능', '1.11']
['29064', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '기독교', '한국외국어대학교', '자연', '3.96']
['38419', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'gmail.com', '천주교', '추계예술대학교', '의학', '2.2']
['11716', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '무교', '성균관대학교', '사회', '4.33']
['23394', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'daum.net', '무교', '장로회신학대학교', '교육', '1.72']
['23529', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '불교', '추계예술대학교', '의학', '0.43']
['26508', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'naver.com', '불교', '명지대학교', '공학', '0.96']
['14538', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '숙명여자대학교', '예체능', '3.43']
['37275', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'gmail.com', '불교', '이화여자대학', '사회', '2.93']
['2467', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1947****', '*************', '*************', 'naver.com', '무교', '동덕여자대학교', '의학', '4.04']
['26733', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '성균관대학교', '사회', '3.32']
['19528', '전**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'naver.com', '무교', '덕성자대학교', '자연', '2.91']
['23136', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'daum.net', '기독교', '상명대학교', '법학', '2.34']
['30009', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '불교', '한성대학교', '법학', '2.63']
['38297', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'naver.com', '기독교', '장로회신학대학교', '교육', '1.52']
['19101', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '기독교', '육군사관학교', '인문', '1.87']
['14096', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1948****', '*************', '*************', 'yahoo.com', '무교', '가톨릭대학교', '예체능', '4.03']
['7688', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'naver.com', '기독교', '명지대학교', '사회', '2.11']
['33895', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '공학', '1.41']
['4', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '기독교', '그리스도대학교', '법학', '2.48']
['13472', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1948****', '*************', '*************', 'gmail.com', '무교', '고려대학교', '공학', '1.99']
['31749', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1948****', '*************', '*************', 'gmail.com', '기독교', '한양대학교', '사회', '1.27']
['38735', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1948****', '*************', '*************', 'daum.net', '불교', '한국외국어대학교', '자연', '2.59']
['33052', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'naver.com', '불교', '추계예술대학교', '사회', '3.43']
['37492', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '무교', 'KAIST', '예체능', '1.43']
['491', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '무교', '경희대학교', '법학', '3.98']
['3680', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '무교', '동덕여자대학교', '법학', '3.18']
['7486', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '기독교', '고려대학교', '사회', '2.09']
['1521', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'yahoo.com', '천주교', '한영신학대학교', '사회', '2.54']
['30619', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1949****', '*************', '*************', 'naver.com', '기독교', '광운대학교', '예체능', '3.63']
['38138', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'naver.com', '무교', '한영신학대학교', '공학', '2.78']
['21484', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'gmail.com', '기독교', '한성대학교', '인문', '3.45']
['25316', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '서울여자대학교', '공학', '0.49']
['7244', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'daum.net', '기독교', '장로회신학대학교', '교육', '2.96']
['22868', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'naver.com', '불교', '그리스도대학교', '공학', '3.5']
['39753', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'naver.com', '무교', '덕성자대학교', '의학', '0.12']
['573', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'gmail.com', '기독교', '서울기독대학교', '법학', '0.98']
['34972', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '그리스도대학교', '자연', '0.45']
['2240', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'yahoo.com', '천주교', '추계예술대학교', '예체능', '1.72']
['38183', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'daum.net', '불교', '서울대학교', '자연', '4.46']
['4386', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '서울과학기술대학교', '자연', '4.46']
['5396', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'naver.com', '기독교', '숙명여자대학교', '법학', '1.2']
['13831', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '그리스도대학교', '법학', '2.2']
['37457', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '불교', '한국외국어대학교', '예체능', '4.46']
['17984', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '추계예술대학교', '예체능', '2.17']
['15621', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'naver.com', '불교', '총신대학교', '법학', '2.21']
['17419', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1953****', '*************', '*************', 'naver.com', '불교', '경희대학교', '예체능', '1.4']
['18675', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1953****', '*************', '*************', 'naver.com', '기독교', '경기대학교', '법학', '1.86']
['32863', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'gmail.com', '불교', '상명대학교', '법학', '0.27']
['6479', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'naver.com', '불교', '성신여자대학교', '자연', '3.66']
['23211', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'daum.net', '불교', '서경대학교', '예체능', '2.18']
['1616', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'naver.com', '불교', '서강대학교', '의학', '3.41']
['9673', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'daum.net', '불교', '서울대학교', '공학', '1.59']
['10681', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'gmail.com', '불교', '상명대학교', '자연', '4.14']
['20082', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1955****', '*************', '*************', 'yahoo.com', '기독교', '고려대학교', '인문', '4.01']
['14271', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'yahoo.com', '무교', '한국방송통신대학교', '자연', '3']
['23526', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '무교', '육군사관학교', '공학', '0.5']
['36088', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'yahoo.com', '기독교', '동덕여자대학교', '사회', '3.63']
['39700', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '자연', '2.27']
['6078', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '무교', '숭실대학교', '자연', '1.33']
['20201', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'naver.com', '무교', '총신대학교', '공학', '0.09']
['27633', '김**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1956****', '*************', '*************', 'gmail.com', '기독교', '서울여자대학교', '인문', '0.09']
['35685', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1956****', '*************', '*************', 'yahoo.com', '불교', '한국성서대학교', '공학', '4.39']
['8930', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'daum.net', '무교', '동국대학교', '법학', '1.26']
['21707', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1956****', '*************', '*************', 'daum.net', '무교', '덕성자대학교', '예체능', '4.42']
['38898', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1956****', '*************', '*************', 'naver.com', '무교', '가톨릭대학교', '의학', '3.1']
['15438', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'gmail.com', '무교', '한국성서대학교', '법학', '3.76']
['8446', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'naver.com', '기독교', '중앙대학교', '사회', '1.45']
['20594', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '불교', '건국대학교', '예체능', '4.34']
['31909', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'gmail.com', '무교', '한국성서대학교', '사회', '3.47']
['16629', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'yahoo.com', '기독교', '한국체육대학교', '예체능', '0.68']
['28605', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'gmail.com', '기독교', '연세대학교', '사회', '1.87']
['17303', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'gmail.com', '불교', '삼육대학교', '공학', '3.17']
['16180', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'naver.com', '기독교', '장로회신학대학교', '공학', '4.34']
['38014', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '무교', '동덕여자대학교', '법학', '2.38']
['9766', '전**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'daum.net', '무교', '연세대학교', '인문', '0.26']
['15714', '전**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'daum.net', '기독교', '장로회신학대학교', '교육', '4.36']
['33537', '전**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'naver.com', '불교', '국민대학교', '사회', '1.57']
['5679', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'gmail.com', '불교', '명지대학교', '법학', '1.22']
['6152', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'daum.net', '천주교', '서울여자대학교', '인문', '1.75']
['19090', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '기독교', '총신대학교', '의학', '3.15']
['12505', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '불교', '서울과학기술대학교', '의학', '3.08']
['13030', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '무교', '성균관대학교', '법학', '3.41']
['30682', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'daum.net', '불교', '삼육대학교', '법학', '2.08']
