CORRECT LIST
['2665', '이**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '기독교', '성공회대학교', '의학', '3.8']
['5872', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '무교', '경희대학교', '법학', '0.45']
['24742', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'naver.com', '기독교', '국민대학교', '의학', '3.93']
['17903', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'gmail.com', '무교', '서울과학기술대학교', '교육', '1.13']
['29293', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1988****', '*************', '*************', 'daum.net', '기독교', '총신대학교', '인문', '0.92']
['240', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '불교', '연세대학교', '법학', '2.21']
['32181', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '천주교', '추계예술대학교', '예체능', '1.65']
['34238', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1988****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '사회', '0.2']
['3658', '조**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'gmail.com', '불교', '서경대학교', '의학', '1.53']
['19749', '황**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'daum.net', '무교', '경기대학교', '의학', '3.89']
['9731', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1989****', '*************', '*************', 'naver.com', '기독교', '삼육대학교', '의학', '2.02']
['20033', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1989****', '*************', '*************', 'daum.net', '무교', '삼육대학교', '인문', '0.07']
['1826', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'yahoo.com', '천주교', '한국예술종합학교', '인문', '1.7']
['6031', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'gmail.com', '천주교', '성신여자대학교', '공학', '2.89']
['9890', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'yahoo.com', '천주교', '한양대학교', '법학', '1.29']
['11003', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'naver.com', '불교', '국민대학교', '자연', '1.42']
['27747', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1990****', '*************', '*************', 'naver.com', '기독교', '서울교육대학교', '법학', '3.78']
['28003', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'gmail.com', '기독교', '국민대학교', '교육', '4.47']
['36384', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'yahoo.com', '무교', '상명대학교', '사회', '3.61']
['17616', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'yahoo.com', '기독교', '한국외국어대학교', '예체능', '3.21']
['3175', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1991****', '*************', '*************', 'daum.net', '기독교', '국민대학교', '자연', '0.8']
['13489', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '불교', '추계예술대학교', '인문', '3.24']
['19306', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', '고려대학교', '공학', '2.16']
['15102', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '불교', '서경대학교', '교육', '3.95']
['18898', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'daum.net', '무교', '가톨릭대학교', '공학', '1.94']
['37504', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '불교', '한국체육대학교', '공학', '2.35']
['30979', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1991****', '*************', '*************', 'naver.com', '무교', '숙명여자대학교', '자연', '0.33']
['34753', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1991****', '*************', '*************', 'daum.net', '무교', '숭실대학교', '사회', '3.22']
['17999', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '불교', '서울여자대학교', '교육', '1.52']
['27521', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '기독교', '서울여자대학교', '법학', '0.3']
['38115', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'gmail.com', '기독교', '그리스도대학교', '법학', '0.35']
['926', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'daum.net', '기독교', '서울기독대학교', '공학', '2.7']
['19590', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'daum.net', '기독교', '중앙대학교', '의학', '1.47']
['25718', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1992****', '*************', '*************', 'naver.com', '불교', '그리스도대학교', '사회', '2.1']
['26190', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'naver.com', '기독교', '연세대학교', '자연', '3.56']
['33370', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'naver.com', '기독교', '성균관대학교', '사회', '0.07']
['11981', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'yahoo.com', '불교', '한국예술종합학교', '자연', '3.93']
['18770', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'yahoo.com', '무교', '고려대학교', '인문', '3.28']
['9596', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '천주교', '성균관대학교', '의학', '1.16']
['3979', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'naver.com', '기독교', '경기대학교', '공학', '0.61']
['21418', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'gmail.com', '무교', '건국대학교', '공학', '2.67']
['38955', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'daum.net', '기독교', '한국체육대학교', '법학', '1.91']
['4800', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'daum.net', '기독교', '총신대학교', '공학', '1.38']
['19300', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'gmail.com', '기독교', '육군사관학교', '공학', '2.47']
['17611', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'naver.com', '불교', '홍익대학교', '의학', '4.39']
['5068', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1994****', '*************', '*************', 'yahoo.com', '천주교', '그리스도대학교', '법학', '4.34']
['18633', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'gmail.com', '기독교', '명지대학교', '예체능', '3.86']
['34382', '김**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'B형', '1995****', '*************', '*************', 'daum.net', '무교', '상명대학교', '예체능', '3.96']
['34561', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1995****', '*************', '*************', 'gmail.com', '무교', '중앙대학교', '자연', '2.14']
['32741', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '천주교', '서울여자대학교', '인문', '2.96']
['31470', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1995****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '인문', '0.87']
['4996', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '불교', '한양대학교', '의학', '3.18']
['36009', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'daum.net', '천주교', '서강대학교', '법학', '1.36']
['30572', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'gmail.com', '천주교', '경기대학교', '인문', '0.94']
['30708', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', '한국성서대학교', '공학', '0.39']
['30773', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '무교', '연세대학교', '교육', '3.37']
['37238', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '기독교', '성공회대학교', '사회', '3.63']
['1195', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '기독교', '이화여자대학', '예체능', '3.45']
['4178', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'naver.com', '기독교', '덕성자대학교', '사회', '4.39']
['3831', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'gmail.com', '무교', 'KAIST', '예체능', '1.5']
['13377', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '기독교', '숭실대학교', '공학', '2.47']
['14068', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'daum.net', '무교', '연세대학교', '교육', '3.39']
['38373', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '불교', '한국외국어대학교', '사회', '1.14']
['39008', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'daum.net', '불교', '국민대학교', '예체능', '1.4']
['4676', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'naver.com', '무교', '한성대학교', '예체능', '1.64']
['7641', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1946****', '*************', '*************', 'yahoo.com', '천주교', '중앙대학교', '공학', '3.26']
['2660', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '광운대학교', '의학', '1.35']
['29064', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'gmail.com', '기독교', '한국외국어대학교', '자연', '3.96']
['39570', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '홍익대학교', '자연', '3.57']
['14538', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '숙명여자대학교', '예체능', '3.43']
['37357', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'daum.net', '무교', '고려대학교', '교육', '2.23']
['3289', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '무교', '고려대학교', '교육', '0.9']
['25864', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1948****', '*************', '*************', 'yahoo.com', '무교', '서울대학교', '교육', '1.5']
['38333', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '기독교', '육군사관학교', '교육', '3.66']
['16988', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '불교', '성신여자대학교', '의학', '1.34']
['1002', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1948****', '*************', '*************', 'daum.net', '무교', '감리교신학대학교', '의학', '3.53']
['7688', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'naver.com', '기독교', '명지대학교', '사회', '2.11']
['9949', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'gmail.com', '기독교', '서울과학기술대학교', '인문', '2.02']
['2270', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1949****', '*************', '*************', 'yahoo.com', '무교', '서울여자대학교', '의학', '1.76']
['11349', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', '동덕여자대학교', '법학', '1.81']
['25230', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1949****', '*************', '*************', 'daum.net', '불교', '연세대학교', '의학', '3.12']
['16278', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '불교', '한영신학대학교', '교육', '2.41']
['20172', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1949****', '*************', '*************', 'daum.net', '기독교', '추계예술대학교', '공학', '3.22']
['10410', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'yahoo.com', '기독교', '건국대학교', '공학', '0.32']
['30394', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', '총신대학교', '공학', '1.47']
['23204', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1949****', '*************', '*************', 'gmail.com', '기독교', '덕성자대학교', '자연', '3.53']
['3072', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'naver.com', '기독교', '한국성서대학교', '법학', '0.53']
['5549', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'gmail.com', '무교', '경기대학교', '공학', '1.7']
['26427', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'daum.net', '불교', '고려대학교', '사회', '3.63']
['19809', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'daum.net', '기독교', '한국방송통신대학교', '예체능', '2.28']
['5356', '박**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'naver.com', '불교', '서울여자대학교', '법학', '1.59']
['5590', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'naver.com', '무교', '세종대학교', '사회', '3.65']
['27606', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '불교', '성균관대학교', '교육', '4.01']
['16402', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '서울교육대학교', '사회', '1.48']
['25316', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '서울여자대학교', '공학', '0.49']
['13466', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'yahoo.com', '불교', 'KAIST', '예체능', '3.4']
['24451', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '기독교', '중앙대학교', '인문', '2.59']
['27585', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'daum.net', '천주교', '숭실대학교', '사회', '0.83']
['11460', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'naver.com', '천주교', '서울시립대학교', '의학', '0.9']
['20876', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'gmail.com', '무교', '한성대학교', '예체능', '2.45']
['6192', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'yahoo.com', '기독교', '덕성자대학교', '예체능', '2.9']
['30944', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'naver.com', '기독교', '서울교육대학교', '사회', '0.83']
['22465', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'yahoo.com', '무교', '고려대학교', '예체능', '3.92']
['26515', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1951****', '*************', '*************', 'gmail.com', '기독교', '중앙대학교', '예체능', '4.18']
['33852', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1951****', '*************', '*************', 'gmail.com', '무교', '중앙대학교', '법학', '4.42']
['30406', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'gmail.com', '무교', '가톨릭대학교', '자연', '1.88']
['8929', '박**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '무교', '동덕여자대학교', '인문', '1.71']
['11048', '박**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'gmail.com', '기독교', '고려대학교', '의학', '0.4']
['6934', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'gmail.com', '무교', '이화여자대학', '사회', '2.14']
['224', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '한성대학교', '공학', '4.3']
['19934', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '불교', '성신여자대학교', '공학', '1.08']
['33210', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '기독교', '장로회신학대학교', '예체능', '1.75']
['12594', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'yahoo.com', '무교', '성균관대학교', '법학', '3.98']
['17419', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1953****', '*************', '*************', 'naver.com', '불교', '경희대학교', '예체능', '1.4']
['31545', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'naver.com', '기독교', '홍익대학교', '자연', '1.13']
['39893', '정**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1953****', '*************', '*************', 'yahoo.com', '무교', '한영신학대학교', '예체능', '3.31']
['18371', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'yahoo.com', '무교', '성신여자대학교', '법학', '3.25']
['5483', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'daum.net', '불교', '광운대학교', '예체능', '1.41']
['9673', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1954****', '*************', '*************', 'daum.net', '불교', '서울대학교', '공학', '1.59']
['18232', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1954****', '*************', '*************', 'gmail.com', '기독교', '한국외국어대학교', '의학', '4.3']
['32398', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'naver.com', '무교', '홍익대학교', '자연', '3.24']
['1472', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'daum.net', '천주교', '경희대학교', '공학', '2.71']
['19088', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'yahoo.com', '무교', '홍익대학교', '사회', '3.1']
['540', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'yahoo.com', '천주교', '서울교육대학교', '의학', '4.22']
['39700', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1955****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '자연', '2.27']
['30350', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '무교', '서강대학교', '사회', '3.41']
['548', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'naver.com', '천주교', '가톨릭대학교', '의학', '4.1']
['7817', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'gmail.com', '기독교', 'KAIST', '공학', '2.57']
['8930', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'daum.net', '무교', '동국대학교', '법학', '1.26']
['16107', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1956****', '*************', '*************', 'daum.net', '무교', '한국체육대학교', '사회', '2.88']
['26546', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'gmail.com', '무교', '서울과학기술대학교', '인문', '2.56']
['15757', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'naver.com', '불교', '한성대학교', '의학', '2.89']
['17832', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'yahoo.com', '불교', '세종대학교', '공학', '0.95']
['26664', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'yahoo.com', '무교', '세종대학교', '자연', '2.36']
['19887', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'yahoo.com', '불교', '한국방송통신대학교', '인문', '0.45']
['11021', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'naver.com', '기독교', '성공회대학교', '예체능', '0.57']
['31959', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'gmail.com', '기독교', '동국대학교', '인문', '1.21']
['23865', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'naver.com', '불교', '이화여자대학', '예체능', '4.5']
['5679', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1957****', '*************', '*************', 'gmail.com', '불교', '명지대학교', '법학', '1.22']
['26370', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'yahoo.com', '천주교', '그리스도대학교', '사회', '2.97']
['2959', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'daum.net', '무교', '건국대학교', '자연', '3.76']
['9254', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '무교', 'KAIST', '자연', '2.18']
['11999', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'naver.com', '천주교', '육군사관학교', '예체능', '2.26']
['31705', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'yahoo.com', '무교', '명지대학교', '교육', '2.47']
['37600', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'daum.net', '무교', '한성대학교', '예체능', '4.33']
['12710', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '기독교', '성공회대학교', '교육', '1.94']
['6495', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '불교', '홍익대학교', '사회', '4']
['26706', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '인문', '3.79']
['10916', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'daum.net', '무교', '세종대학교', '예체능', '2.07']
['19455', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '광운대학교', '법학', '1.7']
['23485', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '한양대학교', '법학', '4.19']
['32963', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '무교', '연세대학교', '자연', '2.68']
['28610', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '한영신학대학교', '인문', '3.6']
['34905', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'naver.com', '불교', '명지대학교', '사회', '4.47']
['37747', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1960****', '*************', '*************', 'gmail.com', '기독교', '장로회신학대학교', '법학', '0.55']
['17108', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'gmail.com', '불교', '상명대학교', '의학', '2.13']
['33566', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '숭실대학교', '자연', '1.95']
['33613', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1960****', '*************', '*************', 'daum.net', '기독교', '국민대학교', '법학', '1.28']
['9361', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '무교', '경희대학교', '공학', '3.67']
['32596', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'naver.com', '무교', '한국예술종합학교', '의학', '2.19']
['9148', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'naver.com', '천주교', '서경대학교', '의학', '2.13']
['29477', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'gmail.com', '무교', '상명대학교', '인문', '0.13']
['2391', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1961****', '*************', '*************', 'daum.net', '불교', '가톨릭대학교', '교육', '4.49']
['4038', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'daum.net', '불교', '한국방송통신대학교', '법학', '0.18']
['21179', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1961****', '*************', '*************', 'yahoo.com', '기독교', '서울과학기술대학교', '교육', '2']
