CORRECT LIST
['12982', '김**', '여성', '[150.0, 160.0[', '[40.0, 50.0[', 'B형', '1951****', '*************', '*************', 'daum.net', '무교', '164.222.180.218', '0a:ec:65:a7:b7:95']
['33029', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1983****', '*************', '*************', 'naver.com', '기독교', '134.206.32.109', 'c5:1a:07:8f:46:0a']
['35324', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1983****', '*************', '*************', 'gmail.com', '불교', '91.112.103.243', 'ca:6c:97:72:59:26']
['7863', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'naver.com', '무교', '223.224.222.193', '38:97:d8:61:98:23']
['21245', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1984****', '*************', '*************', 'daum.net', '기독교', '179.253.178.94', '25:67:03:d7:d8:e1']
['6736', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'naver.com', '불교', '93.46.87.199', '20:4f:18:b1:4d:6d']
['28275', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1984****', '*************', '*************', 'naver.com', '무교', '99.97.30.198', 'f3:29:46:b9:4f:57']
['21855', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1984****', '*************', '*************', 'naver.com', '무교', '190.137.92.54', '00:06:cd:a9:d1:ed']
['842', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1984****', '*************', '*************', 'gmail.com', '무교', '75.100.111.81', '52:54:9f:7c:66:1a']
['15490', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'yahoo.com', '무교', '28.197.60.174', '3f:bd:43:3b:81:3c']
['31735', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1984****', '*************', '*************', 'naver.com', '무교', '105.71.125.142', '66:99:f8:2e:64:f3']
['33907', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1984****', '*************', '*************', 'naver.com', '기독교', '219.135.152.141', 'a5:5f:e8:65:d1:fe']
['20088', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '18.186.108.177', 'ec:18:df:53:7d:b8']
['20755', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '180.98.239.34', 'f2:ce:40:52:e8:ae']
['5345', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'gmail.com', '무교', '22.30.227.17', 'b5:9e:c8:08:e3:ee']
['29422', '김**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '무교', '160.55.36.171', 'd7:b4:a0:49:90:d2']
['16651', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1985****', '*************', '*************', 'yahoo.com', '기독교', '67.31.241.237', '91:15:84:d3:df:7f']
['17952', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'daum.net', '불교', '164.253.138.65', '9c:cb:86:d6:1c:c4']
['23574', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '무교', '137.197.164.87', 'ba:63:1e:db:eb:7d']
['29236', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1985****', '*************', '*************', 'gmail.com', '불교', '15.86.7.45', '86:71:87:dc:5b:b4']
['1757', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'daum.net', '기독교', '104.112.74.111', 'b5:11:7d:e3:94:5a']
['9798', '최**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1985****', '*************', '*************', 'gmail.com', '무교', '74.155.17.132', '50:32:1f:74:51:40']
['9861', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '천주교', '215.205.105.135', '08:21:1a:b0:a4:cd']
['37450', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'yahoo.com', '불교', '202.222.44.48', '82:ee:a3:5d:88:6a']
['9939', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'yahoo.com', '무교', '227.58.120.112', '95:2f:dc:02:d2:69']
['16210', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'yahoo.com', '불교', '161.33.180.231', 'd2:27:96:3c:b5:35']
['12439', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1986****', '*************', '*************', 'naver.com', '무교', '135.193.58.242', '4e:bb:92:e5:68:ab']
['30689', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1986****', '*************', '*************', 'yahoo.com', '천주교', '230.187.116.152', '20:10:2d:5d:78:fc']
['3073', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1986****', '*************', '*************', 'gmail.com', '불교', '88.18.52.168', 'bd:88:13:d4:78:ad']
['6037', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1986****', '*************', '*************', 'daum.net', '무교', '124.187.97.77', '8e:b0:ce:48:3d:a7']
['5762', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'daum.net', '무교', '247.3.12.25', '6a:06:6d:c5:21:61']
['20421', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1987****', '*************', '*************', 'gmail.com', '불교', '128.143.190.248', '37:80:72:82:b7:8d']
['28308', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'gmail.com', '불교', '205.240.87.173', 'ee:a6:31:b0:93:76']
['35054', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '기독교', '115.60.154.163', 'e3:b8:ef:8a:7b:10']
['2713', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1987****', '*************', '*************', 'daum.net', '불교', '91.124.121.176', 'f0:d8:86:d5:1a:20']
['14997', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1987****', '*************', '*************', 'yahoo.com', '불교', '60.37.96.250', '1a:c6:ae:8e:2e:8c']
['12201', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'yahoo.com', '무교', '60.45.124.116', 'e6:72:70:a1:bb:3f']
['18150', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1988****', '*************', '*************', 'yahoo.com', '무교', '243.197.135.249', 'a5:c9:ff:2f:07:be']
['23843', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'naver.com', '기독교', '153.27.221.117', 'de:ba:d2:60:d4:46']
['33845', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1988****', '*************', '*************', 'daum.net', '기독교', '81.141.168.232', '32:ec:04:0f:27:ae']
['521', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1989****', '*************', '*************', 'yahoo.com', '기독교', '242.32.196.50', '77:75:e3:02:d3:e8']
['21350', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'daum.net', '무교', '216.8.5.188', '35:d4:f6:73:2c:ef']
['26017', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1989****', '*************', '*************', 'naver.com', '무교', '214.248.219.22', '8f:b9:ee:f7:8c:64']
['1231', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1989****', '*************', '*************', 'yahoo.com', '무교', '235.168.94.38', '66:c2:9a:23:99:bd']
['26372', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '무교', '9.235.221.7', 'f1:8e:2c:7f:0f:51']
['29938', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '기독교', '177.64.198.198', '14:d5:55:c3:de:31']
['12330', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '불교', '88.154.145.151', 'df:bf:37:a4:e5:47']
['37822', '이**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'O형', '1989****', '*************', '*************', 'daum.net', '기독교', '40.143.5.253', 'fb:07:87:ac:c8:97']
['9622', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1990****', '*************', '*************', 'naver.com', '기독교', '77.240.253.93', '63:90:d9:ea:1e:39']
['36410', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'naver.com', '천주교', '96.7.15.130', 'c0:1a:1a:58:30:03']
['4022', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'gmail.com', '천주교', '219.182.248.127', '85:25:68:8a:e4:fa']
['13523', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1990****', '*************', '*************', 'gmail.com', '무교', '172.172.77.238', '07:e0:44:f0:ae:e0']
['3181', '신**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1990****', '*************', '*************', 'daum.net', '무교', '188.225.61.99', 'fe:88:54:2b:b0:ea']
['13966', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '155.106.50.120', '72:b1:56:2d:5f:f8']
['35672', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '무교', '228.64.163.161', '64:dd:28:ff:dc:69']
['12214', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1991****', '*************', '*************', 'gmail.com', '기독교', '84.218.225.20', '1b:8a:68:09:89:63']
['31971', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1991****', '*************', '*************', 'yahoo.com', '불교', '241.125.149.182', 'e7:b9:14:f2:94:2b']
['64', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'yahoo.com', '불교', '231.47.100.172', 'f0:26:14:75:c2:75']
['5088', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'daum.net', '기독교', '43.114.192.43', '9e:0e:8e:b7:a6:6d']
['14177', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'naver.com', '무교', '3.29.51.102', '1f:ca:cf:72:72:0b']
['27252', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1992****', '*************', '*************', 'daum.net', '무교', '135.247.157.13', '6b:57:d0:a4:64:9c']
['18048', '이**', '남성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '무교', '159.206.105.140', '8c:a6:ad:cd:ac:0e']
['9791', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'gmail.com', '기독교', '120.152.5.42', '96:20:cc:02:ec:17']
['21840', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1992****', '*************', '*************', 'gmail.com', '무교', '37.116.230.174', '85:03:d2:98:2c:14']
['23651', '정**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1992****', '*************', '*************', 'gmail.com', '무교', '36.11.177.242', 'b1:8e:23:7d:26:c5']
['12995', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'gmail.com', '무교', '39.80.18.127', '90:72:7e:e4:d0:09']
['18640', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1993****', '*************', '*************', 'daum.net', '기독교', '19.63.214.198', 'b3:fb:a3:39:9c:af']
['23106', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'gmail.com', '기독교', '97.196.70.20', '39:a9:d2:43:3f:9a']
['23899', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'gmail.com', '무교', '5.132.242.229', '4f:33:5c:c3:da:5f']
['11131', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1993****', '*************', '*************', 'yahoo.com', '무교', '10.106.241.125', '53:cb:08:df:e8:36']
['17859', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1993****', '*************', '*************', 'yahoo.com', '무교', '102.234.183.81', 'ba:44:62:73:5c:7e']
['343', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'daum.net', '기독교', '5.244.211.155', '25:9f:b5:86:96:36']
['12169', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1994****', '*************', '*************', 'yahoo.com', '불교', '107.76.34.100', '0d:6d:de:49:2f:86']
['20540', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'yahoo.com', '기독교', '121.241.250.232', 'e0:29:28:1c:0a:63']
['25350', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1994****', '*************', '*************', 'naver.com', '기독교', '160.210.29.210', '3e:33:ee:c8:4a:1a']
['9411', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'yahoo.com', '무교', '102.107.189.129', '07:33:05:6d:e4:20']
['33584', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1994****', '*************', '*************', 'yahoo.com', '불교', '177.34.43.229', 'af:46:35:2e:c3:04']
['5425', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1995****', '*************', '*************', 'daum.net', '기독교', '157.178.166.235', '93:7f:fa:ea:bf:5e']
['29306', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'gmail.com', '불교', '65.1.109.226', '49:a8:d9:68:3d:c0']
['27566', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '천주교', '219.208.156.245', '21:df:c7:85:f1:2e']
['1900', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'yahoo.com', '무교', '64.25.141.167', '26:e6:88:d0:5e:8b']
['293', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'gmail.com', '무교', '1.3.140.190', 'd0:e4:70:21:d9:08']
['9227', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '불교', '203.35.111.130', '29:eb:d2:f4:e5:cb']
['10079', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'yahoo.com', '무교', '228.177.38.148', '28:fd:e0:8f:c8:97']
['36739', '이**', '여성', '[140.0, 150.0[', '[50.0, 60.0[', 'AB형', '1995****', '*************', '*************', 'daum.net', '기독교', '233.155.239.229', '40:a3:2e:59:3b:32']
['3131', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1995****', '*************', '*************', 'yahoo.com', '불교', '178.248.190.97', 'f8:bd:8d:3f:54:3a']
['3937', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'naver.com', '불교', '186.19.59.157', '4b:c0:88:78:00:c7']
['7217', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1995****', '*************', '*************', 'yahoo.com', '무교', '40.209.64.245', 'eb:97:cb:de:4c:ea']
['21398', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1995****', '*************', '*************', 'yahoo.com', '천주교', '109.21.4.213', 'ff:f7:f1:92:3d:ac']
['892', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'gmail.com', '천주교', '24.40.143.26', '4c:9f:f4:a0:7a:99']
['4116', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'A형', '1996****', '*************', '*************', 'gmail.com', '무교', '202.132.161.103', '5f:94:1f:e1:ff:93']
['21170', '김**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'O형', '1996****', '*************', '*************', 'gmail.com', '무교', '236.192.130.161', 'f2:a5:73:eb:65:6e']
['16960', '김**', '여성', '[160.0, 170.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'gmail.com', '무교', '232.38.199.11', 'ee:d0:b1:8c:36:93']
['15106', '박**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'yahoo.com', '무교', '26.125.71.128', '56:b2:2c:70:d9:2e']
['7705', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'B형', '1996****', '*************', '*************', 'daum.net', '불교', '105.43.145.168', '2e:38:2b:d2:47:56']
['23409', '이**', '여성', '[150.0, 160.0[', '[50.0, 60.0[', 'AB형', '1996****', '*************', '*************', 'gmail.com', '천주교', '4.7.254.127', '48:77:cc:73:d4:22']
['10519', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'yahoo.com', '무교', '97.211.23.168', '59:b8:68:6f:3c:50']
['3831', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'gmail.com', '무교', '188.175.99.153', '07:51:4b:df:b6:8c']
['9236', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1946****', '*************', '*************', 'yahoo.com', '불교', '247.189.141.122', '19:88:d7:7c:6e:86']
['6429', '신**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'daum.net', '불교', '68.185.243.234', 'b2:24:e6:cc:36:e8']
['11184', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1946****', '*************', '*************', 'daum.net', '천주교', '44.255.133.61', '01:17:89:1a:56:37']
['2479', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '기독교', '193.40.48.85', '24:a7:6c:fd:75:f1']
['30613', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'gmail.com', '무교', '232.39.34.119', '24:6c:8b:d1:8d:e8']
['16333', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '214.49.204.255', '8e:8c:33:18:5b:da']
['24318', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1946****', '*************', '*************', 'daum.net', '무교', '119.162.250.16', 'ff:d6:aa:83:65:0b']
['2660', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'naver.com', '무교', '178.127.208.212', '35:7c:30:d1:98:a9']
['4990', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '무교', '170.166.13.21', '09:95:90:e9:70:16']
['10475', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'daum.net', '불교', '109.193.59.139', 'cf:26:12:76:24:66']
['11716', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'yahoo.com', '무교', '114.203.200.249', 'ce:e1:33:9a:83:fd']
['26508', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1947****', '*************', '*************', 'naver.com', '불교', '201.114.79.179', 'f0:75:6b:35:53:1d']
['14538', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '110.204.2.6', '78:81:7f:dd:ce:c1']
['3167', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1947****', '*************', '*************', 'yahoo.com', '무교', '86.58.66.12', '07:99:1c:8a:a5:24']
['26733', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1947****', '*************', '*************', 'daum.net', '불교', '116.128.101.251', '1c:55:46:99:d4:35']
['8277', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1948****', '*************', '*************', 'gmail.com', '무교', '187.66.169.15', '4a:b7:3a:d2:ff:ef']
['23136', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1948****', '*************', '*************', 'daum.net', '기독교', '21.245.24.63', '7b:73:b8:fa:b5:87']
['10277', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1948****', '*************', '*************', 'yahoo.com', '기독교', '207.25.136.100', '0a:53:29:f0:74:16']
['38797', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1948****', '*************', '*************', 'daum.net', '기독교', '141.173.123.241', 'a5:96:72:7d:54:28']
['36326', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'daum.net', '불교', '156.38.231.73', 'f3:39:6a:6e:a7:6a']
['491', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '무교', '132.153.226.28', '66:76:ee:94:c4:fd']
['7486', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '기독교', '82.65.201.138', '3b:26:3e:d6:8f:c2']
['17913', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '불교', '236.34.104.238', '98:c2:a9:78:c4:3c']
['27548', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'gmail.com', '불교', '239.155.242.67', '9b:1a:60:e2:66:c8']
['6807', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1949****', '*************', '*************', 'daum.net', '불교', '132.254.120.60', '06:30:46:6e:09:8b']
['28817', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'gmail.com', '무교', '240.203.224.171', '72:d7:34:3f:3b:d4']
['30619', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1949****', '*************', '*************', 'naver.com', '기독교', '102.89.33.68', '2f:95:be:dd:38:e3']
['14850', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'daum.net', '무교', '239.210.14.109', 'cb:9d:00:da:58:79']
['4600', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'yahoo.com', '기독교', '48.4.233.209', 'ce:e3:f5:4e:3e:49']
['37520', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'gmail.com', '무교', '18.141.113.18', 'fc:51:ae:4f:d8:b2']
['7244', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'daum.net', '기독교', '154.212.156.97', '62:66:8f:b4:ac:17']
['405', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'daum.net', '무교', '183.84.111.2', '9d:f0:71:23:7b:04']
['3211', '박**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'gmail.com', '무교', '253.82.88.110', 'f4:07:e3:13:bc:73']
['20063', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'yahoo.com', '천주교', '65.184.82.141', 'ad:db:d3:70:c8:c2']
['4587', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1951****', '*************', '*************', 'yahoo.com', '기독교', '219.14.7.28', 'bc:d3:0d:6e:12:ec']
['33770', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'daum.net', '불교', '195.246.90.162', '67:73:06:00:b5:2e']
['9862', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'gmail.com', '기독교', '65.232.188.123', '85:fd:c3:7a:02:e2']
['17833', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'daum.net', '무교', '236.10.130.146', 'b5:f7:d7:dc:df:56']
['21034', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'naver.com', '무교', '177.128.210.110', 'd9:99:3f:61:67:2d']
['23493', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'gmail.com', '무교', '233.147.105.185', '35:b9:08:8d:d8:be']
['34972', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '35.241.52.131', '64:8f:ec:02:64:f4']
['1270', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'naver.com', '무교', '206.27.144.175', 'e2:c1:17:c2:98:f4']
['12194', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'naver.com', '불교', '227.32.6.251', '21:01:4b:6c:70:e6']
['4386', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '무교', '80.25.131.173', '25:b7:50:eb:30:7d']
['30834', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'daum.net', '무교', '206.250.246.145', '9b:f7:df:14:25:c1']
['37457', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'daum.net', '불교', '114.237.182.181', '3e:94:e4:d2:6f:d3']
['23753', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '50.151.37.248', '9d:fc:59:f3:c6:5d']
['28521', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1952****', '*************', '*************', 'naver.com', '기독교', '222.223.125.75', '50:5f:f9:69:2c:2d']
['7775', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1952****', '*************', '*************', 'naver.com', '무교', '168.39.195.32', 'eb:ae:3c:f4:a8:73']
['7876', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'gmail.com', '기독교', '58.17.146.78', '96:e1:72:dd:8e:c4']
['17984', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'yahoo.com', '기독교', '129.162.223.128', '82:81:9c:16:03:ba']
['22739', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1952****', '*************', '*************', 'daum.net', '불교', '71.17.156.217', '6e:e5:6d:48:76:44']
