No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
41366,장진택,여성,155.6,59.4,A형,19461002,010-1880-4575,z8nkysro,naver.com,천주교,서울대학교,자연,1.93
41375,김진현,여성,152.8,55.7,AB형,19610907,010-4141-9530,tpbfe7toqq,gmail.com,기독교,총신대학교,예체능,2.76
41388,이용훈,남성,164.6,66.7,A형,19800417,010-6448-0837,fqnuu42e0ce,naver.com,기독교,고려대학교,의학,2.09
41391,최훈용,여성,164.1,48.7,O형,19960317,010-8569-3097,njizsyx2zc,gmail.com,불교,총신대학교,법학,1.52
41394,하지현,여성,152.1,54.6,AB형,19660309,010-5529-3295,yyei8rnlzb7c,yahoo.com,불교,삼육대학교,인문,1.69
41400,김훈상,여성,151.9,53.4,A형,19650116,010-0138-0825,nvbp8v,gmail.com,기독교,서울대학교,사회,1.69
41417,전정희,여성,162.7,53.8,B형,19780819,010-1585-5411,svcfzc4z4o2,naver.com,무교,성균관대학교,의학,1.63
41421,이준진,여성,158.7,51.2,A형,19771007,010-0911-7237,la007hwmhj,daum.net,천주교,숭실대학교,법학,1.29
41437,김택정,여성,160.9,53.5,A형,19890111,010-1071-9123,i4t3xigz4,yahoo.com,기독교,연세대학교,예체능,4.11
41455,문준진,여성,148.4,55.1,A형,19891108,010-2954-7915,rlktglw8et5r9,daum.net,무교,한양대학교,자연,2.77
41462,한서지,남성,174.3,66.6,B형,19900113,010-4913-0316,pjqlulwe0itw,daum.net,무교,연세대학교,예체능,2.91
41472,양남영,여성,158.2,61.7,A형,19960922,010-5667-7077,kma1s8e,yahoo.com,무교,홍익대학교,자연,1.46
41478,여용택,여성,155.6,52.8,AB형,19900820,010-1495-4126,so629t2rnhk2,naver.com,무교,세종대학교,사회,3.97
41489,노협훈,남성,167.6,64.0,A형,19930126,010-1738-4059,adc8ep,gmail.com,무교,감리교신학대학교,법학,1.16
41491,류영지,남성,173.7,68.6,B형,19930322,010-4010-2584,sc7v8bt4b0mw8,gmail.com,무교,한성대학교,사회,2.9
41516,팽협현,남성,166.3,63.3,A형,19890221,010-1070-4036,c9se5xo32,naver.com,기독교,한영신학대학교,법학,4.34
41534,임훈서,여성,147.5,55.5,B형,19530122,010-9457-0166,hpgfb4,naver.com,천주교,삼육대학교,법학,1.36
41547,이정상,남성,168.2,66.6,A형,19880524,010-0315-5489,y587go0sfna,yahoo.com,기독교,홍익대학교,교육,1.01
41555,김성영,여성,153.9,58.5,O형,19931105,010-1365-6014,vhoedg,gmail.com,불교,서울대학교,의학,4.18
41557,최택은,남성,165.7,67.2,B형,19620811,010-6843-5116,qbn3hd4p,yahoo.com,불교,한국외국어대학교,법학,1.78
41560,김택준,여성,157.2,54.3,A형,19920711,010-6076-8122,o0u3su09,yahoo.com,무교,고려대학교,인문,3.92
41586,권서정,여성,150.0,60.8,O형,19840630,010-6676-0709,zrb0xtfgcexza,yahoo.com,무교,감리교신학대학교,사회,0.72
41599,홍훈준,남성,174.9,65.3,B형,19731211,010-3214-3103,jt8lfxvr0,daum.net,무교,총신대학교,교육,0.24
41620,염종우,여성,157.1,56.2,O형,19700905,010-2106-3148,k3k04wv,yahoo.com,무교,성신여자대학교,공학,1.06
41627,박준영,여성,150.1,52.3,O형,19810330,010-3912-2203,aqmh12ua,naver.com,기독교,성균관대학교,의학,3.06
41629,이영덕,남성,168.6,73.5,A형,19951228,010-3120-6177,siill91aq0,gmail.com,불교,이화여자대학,법학,3.85
41639,이석영,남성,171.3,63.5,B형,19690926,010-1049-4308,ucv92canqfp,yahoo.com,무교,KAIST,자연,1.05
41678,이현영,남성,172.6,66.9,B형,19730408,010-6687-6201,vq5j65p7g,yahoo.com,무교,서울기독대학교,사회,2.29
41680,서준남,남성,169.7,67.1,B형,19901110,010-8389-7214,zt2bt7zy6,naver.com,불교,서울시립대학교,교육,0.4
41688,김서지,여성,158.1,53.4,O형,19480204,010-2503-2532,gdi2x0,daum.net,무교,상명대학교,법학,1.12
41689,배지상,남성,176.8,72.3,B형,19631005,010-3845-4557,r4fi7h,naver.com,기독교,한국방송통신대학교,의학,0.99
41690,서지현,남성,175.8,67.0,A형,19650312,010-4001-0026,elt9gkhadf8,daum.net,불교,한국체육대학교,교육,2.96
41711,동종정,남성,167.2,70.5,B형,19561119,010-7517-6461,qz7cn6fd0fba,gmail.com,무교,연세대학교,법학,1.54
41721,서준지,여성,158.2,55.1,B형,19720912,010-5978-3889,rokpi6h,gmail.com,불교,한국성서대학교,교육,0.97
41723,민협종,남성,164.3,66.1,A형,19620306,010-6651-3484,l4ahco80gvimt,daum.net,기독교,연세대학교,공학,1.99
41727,오종서,남성,168.2,65.2,O형,19751226,010-5667-1206,yhkz376bmituw,gmail.com,기독교,한양대학교,예체능,0.05
41734,안석서,여성,161.3,57.2,B형,19761124,010-0309-5740,tqvzyheuinq,daum.net,기독교,건국대학교,사회,4.32
41735,강준지,남성,178.1,62.3,O형,19760205,010-8462-9295,rkt72mvqnxm8q,yahoo.com,불교,한국성서대학교,의학,3.37
41738,김성영,남성,159.4,73.1,O형,19550504,010-5072-7291,qht5kgt66,gmail.com,기독교,서경대학교,예체능,1.02
41744,함택남,여성,154.8,54.3,B형,19760419,010-0293-2818,z3ggd921z,naver.com,불교,KAIST,사회,2.95
41753,김정성,남성,171.5,62.2,A형,19591216,010-9967-0102,kwkafr6tq,naver.com,기독교,경희대학교,의학,0.71
41755,장준훈,남성,171.6,62.5,O형,19780911,010-4917-5503,q4fo83n1t8hij,gmail.com,기독교,성신여자대학교,법학,3.04
41772,안준석,남성,166.4,66.9,O형,19680927,010-3686-9084,saqbvyvg,daum.net,불교,KAIST,인문,0.24
41794,김정택,여성,161.9,57.0,O형,19541030,010-8231-4045,nfq7cf1,yahoo.com,불교,한성대학교,교육,3.88
41799,김은지,여성,155.1,56.0,O형,19690904,010-8670-2576,mogsvttfjhukg,naver.com,무교,서울시립대학교,자연,1.04
41801,강덕현,남성,172.6,69.0,A형,19910810,010-5135-7878,u85o517pzh,daum.net,불교,동덕여자대학교,법학,2.27
41806,박준택,여성,150.9,53.4,A형,19511215,010-2374-7808,qtrlluws,naver.com,기독교,서울여자대학교,의학,2.19
41807,이지성,남성,163.9,70.8,B형,19801027,010-0646-2338,ssa7b4,daum.net,기독교,숭실대학교,공학,0.13
41809,장성지,여성,154.2,44.1,O형,19490119,010-4623-8534,lrqo1148,gmail.com,무교,성공회대학교,인문,3.48
41813,이현준,남성,166.0,67.4,O형,19770704,010-6191-9413,bn8j5e2nan,yahoo.com,불교,한국체육대학교,인문,3.21
41818,이준영,여성,163.4,61.1,O형,19500812,010-8530-1732,ijq1go3o1,gmail.com,불교,서울기독대학교,의학,3.09
41821,박은희,남성,170.9,63.2,A형,19630105,010-4859-2503,yvxgys04hfsqp,yahoo.com,기독교,고려대학교,사회,3.86
41833,장준지,여성,162.6,59.5,A형,19650529,010-2188-8366,wrnc1bewt,gmail.com,기독교,고려대학교,의학,2.62
41854,이준영,남성,168.3,61.4,B형,19960405,010-0541-0816,u62g25jnhf,naver.com,무교,광운대학교,예체능,2.96
41862,송택성,남성,167.4,69.7,O형,19750730,010-4921-3878,w7dh5hx,daum.net,기독교,감리교신학대학교,교육,2.79
41870,이영은,남성,168.3,62.6,A형,19801216,010-1127-1003,p5kp0dp,daum.net,무교,감리교신학대학교,의학,2.02
41876,신현지,남성,161.8,72.3,O형,19490128,010-8546-9960,ne5iwfj31up,yahoo.com,불교,숭실대학교,의학,0.76
41881,박덕영,남성,166.2,61.2,B형,19580124,010-4106-7717,elxfwk1tmc0t1,yahoo.com,무교,감리교신학대학교,사회,1.47
41889,전우현,남성,167.8,61.3,A형,19610317,010-6406-2834,bg2w4p1lrq,naver.com,기독교,한양대학교,의학,1.18
41892,문준훈,여성,156.4,55.7,O형,19790401,010-2711-5017,gif89kbrk10,daum.net,불교,서강대학교,자연,2.19
41901,고준현,여성,153.0,58.3,A형,19710306,010-9018-2451,viwjscyb42i,yahoo.com,기독교,서울대학교,예체능,2.99
41902,조훈남,여성,155.1,58.1,B형,19640526,010-7931-2530,jx5vqs47bd,daum.net,무교,추계예술대학교,의학,0.99
41916,오지준,남성,172.1,70.3,O형,19650310,010-7528-9868,pgp5oq,daum.net,불교,연세대학교,인문,3.34
41918,이우덕,남성,161.2,72.4,B형,19500609,010-8101-8569,pxrtt0a8dzx,naver.com,불교,성신여자대학교,공학,2.61
41938,오서정,여성,149.5,46.2,O형,19560602,010-3823-3215,zxxb7nyhob0,daum.net,불교,동국대학교,의학,1.7
41941,최석택,남성,165.4,61.6,A형,19900918,010-0160-6904,x6akkcd,daum.net,무교,서울과학기술대학교,법학,0.34
41954,박훈서,남성,170.0,68.7,A형,19500524,010-1275-4586,d8rimi7lb4,daum.net,무교,삼육대학교,사회,1.44
41956,이남진,남성,177.8,69.7,A형,19750702,010-3288-2025,x2a3nl,naver.com,무교,경기대학교,인문,2.2
41957,김준성,남성,176.0,67.4,A형,19960304,010-5481-6175,ekcumee,yahoo.com,무교,KAIST,공학,4.19
41958,주덕현,여성,162.7,60.5,A형,19690427,010-4445-8469,e78ot785um,yahoo.com,무교,홍익대학교,공학,2.93
41971,심지현,여성,156.3,50.9,A형,19550918,010-1882-7375,rvf17qyvsycr,naver.com,불교,한국외국어대학교,의학,0.82
41974,권성상,남성,161.4,61.7,A형,19950106,010-7993-0246,go5fka4nk,naver.com,불교,서울과학기술대학교,사회,3.42
41982,이훈현,여성,157.9,56.3,A형,19811023,010-4729-8028,g25g62b,naver.com,무교,이화여자대학,인문,2.45
41988,양지석,남성,171.7,60.5,B형,19930205,010-2726-8329,jadpy4,yahoo.com,불교,삼육대학교,인문,0.58
41994,박서준,여성,161.2,63.9,B형,19661014,010-1602-1660,cnoquxp,naver.com,불교,홍익대학교,공학,1.88
41995,고종서,남성,162.4,66.3,A형,19820907,010-0219-4783,fj11ardbyie,naver.com,무교,한영신학대학교,자연,3.63
41997,이남준,남성,167.2,63.3,O형,19960506,010-8614-0380,i1bnevbr,gmail.com,불교,동덕여자대학교,법학,3.35
42002,김덕석,남성,165.9,69.4,A형,19680426,010-3497-7669,te2e7k5,daum.net,무교,한국체육대학교,인문,2.09
42012,변종준,여성,161.9,57.3,AB형,19510410,010-7371-3362,kfj6aze5fqd6h,daum.net,불교,연세대학교,인문,3.8
42059,안영남,여성,164.6,55.4,A형,19480508,010-5517-6374,low61vaoim0,gmail.com,무교,서울여자대학교,인문,2.34
42063,김영택,여성,155.9,51.8,AB형,19740203,010-9277-7772,rtshk68w,gmail.com,무교,서울시립대학교,의학,1.06
42067,장성현,남성,171.0,67.7,O형,19931206,010-5079-1349,i955em0ywq,gmail.com,기독교,그리스도대학교,예체능,4.38
42087,오희진,여성,158.8,53.6,A형,19670530,010-1876-5740,rh2c1vfyq0w,yahoo.com,불교,한성대학교,인문,3.42
42112,김영지,여성,162.2,63.8,A형,19921003,010-7155-9134,dqk16k99c,daum.net,무교,장로회신학대학교,자연,3.45
42163,이남현,남성,161.6,67.5,AB형,19670904,010-6480-4882,drmr2yp,yahoo.com,불교,성신여자대학교,의학,2.6
42170,한준용,여성,154.9,54.6,A형,19670626,010-4887-2700,as27c4,daum.net,불교,서울시립대학교,자연,3.83
42173,유택준,여성,152.1,53.5,B형,19470402,010-4894-7180,crto5j,gmail.com,기독교,경기대학교,의학,0.71
42185,전종희,남성,160.4,65.8,A형,19720906,010-1536-8155,xfvsxqf3z0fg,gmail.com,불교,성신여자대학교,자연,3.09
42187,정상석,남성,180.6,63.5,O형,19740730,010-4811-4045,h2g78y,naver.com,기독교,한국성서대학교,교육,3.91
42189,홍진희,여성,156.6,52.2,A형,19460214,010-4413-2963,txq5vt2v4d,daum.net,기독교,서울교육대학교,예체능,2.91
42220,전은석,남성,167.2,61.5,B형,19780918,010-8354-6195,jxlvqwbspl3ui,gmail.com,기독교,상명대학교,예체능,0.11
42228,김훈용,남성,177.6,68.5,O형,19860302,010-0846-8715,mndbykywy,naver.com,기독교,서경대학교,법학,3.79
42231,안종훈,남성,171.0,67.8,O형,19740523,010-3682-0832,k9afec,yahoo.com,기독교,건국대학교,사회,2.51
42232,윤덕지,남성,168.5,74.2,B형,19500513,010-3280-6090,l4kz36rr3rmt,daum.net,불교,고려대학교,사회,2.78
42254,이서석,여성,161.5,56.3,A형,19921110,010-4958-7523,a1xna6,daum.net,무교,숙명여자대학교,교육,1.1
42262,최남서,여성,163.7,56.9,O형,19570521,010-5254-5813,ui9bttg4,daum.net,기독교,중앙대학교,공학,2.79
42273,허준정,여성,154.3,53.9,O형,19740420,010-1359-2132,hr9y6u,yahoo.com,천주교,국민대학교,공학,0.93
42285,강진종,남성,176.0,68.3,A형,19710303,010-7725-8786,k8o958na1tp,naver.com,기독교,세종대학교,자연,3.34
42288,장훈진,남성,165.7,63.5,O형,19770130,010-6548-9056,tw73a1md7x5w8,yahoo.com,무교,숭실대학교,공학,0.24
42296,이지우,남성,166.9,63.9,B형,19690923,010-8384-8435,dalmg7,gmail.com,불교,고려대학교,사회,0.1
42298,박남준,여성,151.2,56.7,B형,19940317,010-8017-6258,agce3uo1na,daum.net,천주교,가톨릭대학교,자연,2.8
42299,이덕영,여성,154.3,57.8,A형,19660402,010-3960-9824,z622bui,daum.net,무교,한성대학교,교육,0
42320,신상성,남성,167.3,63.3,B형,19831021,010-0889-9174,nvxvgj7nzpm8,daum.net,기독교,서울대학교,예체능,0.59
42338,최우현,여성,161.2,52.8,A형,19830919,010-9125-9362,n8vxm2g97eu,yahoo.com,무교,서울대학교,예체능,3.12
42363,배현지,여성,154.6,48.2,B형,19520626,010-0690-9832,x8a5iiv,gmail.com,무교,광운대학교,사회,1.71
42365,장훈지,남성,163.0,69.0,O형,19760111,010-2065-2446,dzwurzcgta,gmail.com,불교,홍익대학교,교육,3.81
42372,김서용,여성,151.8,51.8,O형,19820214,010-6282-4902,f76wzk,daum.net,무교,동덕여자대학교,의학,3.24
42381,최영희,남성,170.2,66.4,A형,19530416,010-7531-2470,trp1fj,yahoo.com,불교,한국외국어대학교,사회,2.52
42382,허은석,여성,158.0,50.8,O형,19830215,010-4555-8929,i0chv32ol,gmail.com,무교,서경대학교,교육,1.85
42383,장덕성,남성,174.1,59.6,O형,19920806,010-5415-0901,tc9n34k8kbq,daum.net,무교,가톨릭대학교,공학,1.1
42403,최진상,남성,170.8,66.7,AB형,19580923,010-5749-9020,pt6gkvg7,yahoo.com,천주교,고려대학교,교육,3.75
42406,황덕협,여성,160.7,49.7,O형,19670218,010-3722-4395,a0osy5uj,gmail.com,무교,한국외국어대학교,의학,3.19
42412,정우훈,남성,179.1,63.2,A형,19631031,010-9332-2161,u04x28c1pss,naver.com,불교,숭실대학교,인문,2.44
42432,김협남,여성,155.1,55.9,B형,19680906,010-1649-0645,qw5a9fae5,yahoo.com,기독교,중앙대학교,법학,4.02
42434,허지석,남성,170.2,70.5,O형,19940417,010-5270-1325,tttj93id4f,gmail.com,기독교,한국외국어대학교,자연,2.38
42456,전훈현,남성,182.2,66.4,A형,19570605,010-1204-2673,na1yd9iv,naver.com,무교,연세대학교,법학,2.95
42459,문종택,남성,164.3,65.5,A형,19810820,010-9584-8374,mul4h6m62,naver.com,기독교,동덕여자대학교,예체능,2.93
42460,김석지,여성,164.2,53.8,A형,19631103,010-0099-3612,uph7h01,daum.net,무교,성공회대학교,예체능,4.22
42464,이준진,남성,173.1,69.4,A형,19810124,010-0489-8830,ajgh6mt4,yahoo.com,불교,성신여자대학교,자연,1.23
42469,김남협,남성,170.0,62.1,B형,19470204,010-6523-8445,eq5b73,naver.com,무교,한영신학대학교,교육,2.9
42496,이희종,남성,165.1,67.5,B형,19750326,010-9688-0567,kb9lsw5gt27kb,yahoo.com,무교,성공회대학교,교육,4.43
42498,정남진,남성,165.0,60.7,O형,19701130,010-7418-6771,i086y2woy08,gmail.com,무교,고려대학교,공학,1.08
42520,조훈석,남성,156.0,66.2,B형,19740915,010-1856-8056,jch19um0nyk,gmail.com,불교,동덕여자대학교,사회,2.09
42523,김훈서,여성,168.1,53.1,B형,19900823,010-3224-8246,w7g5vbn5xcvh,naver.com,무교,동국대학교,의학,1.01
42538,한진성,여성,147.8,53.6,A형,19710123,010-4941-0977,if9g372gy,naver.com,불교,덕성자대학교,인문,4.43
42539,박남상,여성,157.4,52.9,B형,19520308,010-6031-1641,tnpa5b,yahoo.com,기독교,육군사관학교,의학,2.44
42545,김희현,남성,167.6,62.7,O형,19620425,010-9496-6100,il0ilb7,gmail.com,기독교,성신여자대학교,공학,4.22
42564,김희훈,여성,155.3,52.5,A형,19490914,010-7590-8533,or7vee6g7i5,daum.net,무교,그리스도대학교,예체능,2.98
42580,김상정,여성,158.8,62.4,A형,19511217,010-3219-1359,i15btzslc8h,gmail.com,무교,이화여자대학,사회,4.25
42597,정서훈,남성,168.0,72.9,O형,19840404,010-0222-7068,w27ycu5hnejq8,gmail.com,불교,연세대학교,사회,3.8
42601,윤상덕,남성,171.7,71.8,O형,19560826,010-0756-9952,izjrj6ar7r,daum.net,불교,한성대학교,법학,1.46
42603,한서지,남성,168.2,70.3,O형,19950404,010-6341-8727,lg22o4pg32b43,daum.net,불교,육군사관학교,인문,2.05
42609,양석서,여성,145.7,57.0,O형,19960721,010-8885-1455,i66wxnn,yahoo.com,기독교,장로회신학대학교,법학,1.53
42616,서협덕,여성,151.8,55.1,A형,19720504,010-2571-3030,h8m6qw9fbtlqq,gmail.com,불교,명지대학교,의학,0.56
42626,조석성,여성,159.6,53.7,O형,19820920,010-3612-0525,f0yxn0iqn,gmail.com,무교,한국외국어대학교,공학,1.04
42635,장영성,남성,180.7,66.4,B형,19901014,010-8752-1995,yvgzf6,daum.net,불교,추계예술대학교,법학,3.04
42642,김훈상,남성,175.9,60.7,B형,19831129,010-5653-7264,n2vy30hcwjjjw,daum.net,무교,숭실대학교,사회,0.84
42647,김지서,남성,164.0,70.6,O형,19510831,010-2670-6615,jg29svyss,naver.com,불교,서울기독대학교,사회,0.24
42650,박용훈,남성,166.7,68.7,B형,19790406,010-6081-1321,ziccp63dpt3,daum.net,무교,숭실대학교,사회,2.82
42697,이협덕,남성,170.3,64.5,A형,19770804,010-6316-4254,dn0itf9l7dayy,naver.com,무교,고려대학교,공학,0.2
42698,고협희,여성,152.8,53.4,O형,19510117,010-9173-5091,wmijh7,gmail.com,불교,성공회대학교,교육,3.97
42722,이현협,여성,147.2,62.3,O형,19721214,010-2901-9051,e4e616a,yahoo.com,무교,명지대학교,공학,2.73
42748,강서택,여성,154.4,59.9,A형,19520924,010-4415-8220,k8p57ajd,daum.net,기독교,한국성서대학교,공학,2.87
42750,김용훈,여성,151.0,57.0,O형,19930827,010-6389-8394,ynghbf8zz,daum.net,무교,KAIST,인문,1.22
42784,남성희,남성,169.9,56.7,A형,19840514,010-0501-0451,s7gowtt2nw1,gmail.com,불교,연세대학교,사회,3.15
42790,윤용택,여성,160.5,50.3,O형,19880819,010-7481-1271,bo99can,daum.net,무교,한양대학교,인문,1
42793,김협지,여성,154.3,47.9,A형,19701114,010-8876-3341,ykl4nfxs85oaj,gmail.com,무교,고려대학교,교육,0.23
42800,이영용,여성,157.2,50.8,O형,19660917,010-2670-4459,symtbgfvpdum5,yahoo.com,불교,경기대학교,자연,4.15
42805,신지정,여성,154.8,61.4,A형,19490416,010-7165-3362,mlfoscao,daum.net,불교,동덕여자대학교,법학,2.67
42816,김준택,남성,174.2,63.3,A형,19621126,010-4088-0332,oqlnrtlih2gh,naver.com,무교,KAIST,사회,2.46
42819,이덕용,남성,174.9,68.0,A형,19660706,010-0002-8780,d2usdy5cei,gmail.com,무교,삼육대학교,인문,3.99
42821,황지서,남성,173.1,64.0,A형,19550927,010-0253-4007,v08wugd7v,gmail.com,불교,추계예술대학교,사회,2
42825,정덕훈,여성,157.0,51.8,O형,19840907,010-5179-0935,gudi1bt,yahoo.com,무교,장로회신학대학교,법학,3.41
42838,한종상,여성,150.5,58.0,O형,19780711,010-3323-0660,s7oy24u,gmail.com,기독교,고려대학교,인문,1.56
42841,계은덕,남성,167.6,69.5,O형,19810602,010-2529-0543,seqk4wzhn8,naver.com,불교,한양대학교,법학,0.22
42850,신훈용,여성,161.4,55.3,B형,19781219,010-4399-9220,jhmpbm6dsilj,gmail.com,불교,서울교육대학교,공학,0.74
42851,김성지,남성,171.1,69.9,A형,19821129,010-2254-4281,qysb0j0s5ib,yahoo.com,기독교,건국대학교,자연,3.58
42860,박영택,여성,152.2,55.5,O형,19580307,010-7908-6894,tfm2ilyxff93,gmail.com,불교,장로회신학대학교,자연,2.79
42863,김서택,여성,158.8,53.4,A형,19750530,010-0354-0351,wbn47vw3,yahoo.com,무교,KAIST,법학,1.66
42867,이정은,여성,152.0,46.9,AB형,19790112,010-4958-5684,rn1x9mkqgkgz5,gmail.com,무교,KAIST,사회,4.05
42872,정서준,남성,173.3,59.8,A형,19500124,010-8458-1023,oum9ko7jxl8kv,gmail.com,무교,한국성서대학교,의학,3.84
42878,김택용,남성,173.4,71.7,B형,19510410,010-9190-7838,umxbxl1er8wb3,yahoo.com,불교,동덕여자대학교,의학,1.71
42893,나지정,남성,173.4,69.0,A형,19530810,010-0338-5619,uwglatpe,gmail.com,천주교,서경대학교,자연,1.62
42923,한준지,여성,152.9,55.6,B형,19790701,010-8408-1280,l2zgcra,naver.com,불교,성신여자대학교,법학,4.33
42938,이상현,남성,164.7,70.3,O형,19820529,010-4080-2358,fq5cf3,yahoo.com,무교,추계예술대학교,공학,3.37
42964,이훈은,남성,183.0,67.2,B형,19801027,010-1176-8530,c4rbqvw,yahoo.com,불교,한국방송통신대학교,자연,0.59
42966,강택상,남성,168.4,61.0,O형,19630322,010-7010-6854,nauershmog,yahoo.com,기독교,추계예술대학교,사회,3.02
42999,이희은,남성,180.8,62.8,B형,19730823,010-1022-5637,w87ckr7,yahoo.com,기독교,숙명여자대학교,법학,1.81
43006,이훈은,남성,175.3,63.4,O형,19480617,010-0312-3945,pwlbi54pxvti,daum.net,불교,국민대학교,교육,0.08
43022,김지영,남성,171.3,68.2,A형,19560808,010-0919-6149,uhj4fz,naver.com,무교,숙명여자대학교,자연,3.51
43038,박지훈,남성,162.1,68.2,AB형,19650126,010-6752-0657,wtkz7j68w,daum.net,기독교,한성대학교,법학,4.29
43055,김진훈,여성,161.6,49.4,O형,19500705,010-1326-0696,w7onwwn5b,naver.com,무교,한국외국어대학교,자연,3.08
43082,박희종,여성,147.4,50.5,B형,19640128,010-8776-5574,pzcdmacfse2aw,yahoo.com,무교,동국대학교,사회,1.67
43084,홍훈상,남성,175.2,64.6,O형,19720326,010-9974-0017,syj6rekx4gy4,naver.com,무교,홍익대학교,의학,0.37
43086,박준정,여성,159.6,51.1,A형,19830615,010-2175-5202,h2mz11kh2mmtp,naver.com,무교,고려대학교,인문,4.08
43087,신준종,여성,152.3,55.0,AB형,19510919,010-1392-8047,f4766fhuhtpmp,naver.com,무교,숭실대학교,인문,2.08
43089,김우성,여성,153.0,57.3,A형,19590205,010-4552-9425,y2v3xxep,daum.net,무교,추계예술대학교,자연,2.15
43097,윤협종,남성,163.8,64.1,B형,19681116,010-5804-3717,gbfbsxld,naver.com,불교,성균관대학교,교육,1.05
43098,안종우,남성,161.6,68.7,O형,19911001,010-9024-8663,ew0g3znqzwa45,daum.net,불교,추계예술대학교,인문,0.88
43124,최용종,여성,149.9,55.8,O형,19530310,010-6083-0513,dqzjxmm3p3c,yahoo.com,무교,한국방송통신대학교,법학,0.2
43125,정우지,남성,166.6,70.5,A형,19620412,010-1500-0484,scmit70qi87,naver.com,기독교,서울기독대학교,교육,3.06
43141,임택협,여성,155.9,52.6,A형,19890219,010-4226-5654,s5ax8q,yahoo.com,천주교,숭실대학교,의학,3.22
43155,최정상,남성,165.8,62.1,B형,19470722,010-1567-4640,icqbfsiv0k,gmail.com,무교,경기대학교,교육,0.08
43165,김지정,여성,157.6,58.0,O형,19640708,010-0986-6645,kljplbax,gmail.com,기독교,한양대학교,예체능,3.08
43171,이훈성,여성,159.4,56.7,A형,19831123,010-3577-6308,uj34tghh,yahoo.com,기독교,중앙대학교,교육,0.13
43173,주덕남,여성,158.9,66.6,A형,19560815,010-9791-9764,ccdeublk35l,daum.net,무교,서울교육대학교,인문,3.98
43207,김지덕,여성,157.3,57.0,O형,19940806,010-0584-1074,xy999vf7jk6,naver.com,천주교,경희대학교,자연,3.29
43214,정정은,여성,159.7,54.6,AB형,19791031,010-5909-4120,to9efqm3tw8o,daum.net,기독교,서울여자대학교,사회,2.74
43218,장남우,여성,150.4,57.3,A형,19740915,010-5351-7932,kkoyuqzae,daum.net,기독교,서울여자대학교,사회,0.59
43223,염상덕,남성,171.4,67.1,AB형,19660613,010-3291-6231,y5rqdvte058n,naver.com,무교,국민대학교,예체능,2.66
43228,임택서,여성,154.3,53.0,B형,19951225,010-7606-4904,j4go7huki9,daum.net,천주교,한국방송통신대학교,공학,2.16
43239,조준희,여성,149.9,55.5,AB형,19510310,010-5353-7041,v0xpm05fues,daum.net,무교,덕성자대학교,공학,0.02
43274,김서협,여성,159.3,53.9,AB형,19570207,010-0691-9062,fs7bwpd7syms2,naver.com,무교,감리교신학대학교,법학,0.68
43283,윤훈덕,여성,158.3,54.6,A형,19721019,010-8990-7553,xpes7bf6l2w,yahoo.com,불교,서강대학교,자연,3.73
43299,백우종,여성,154.4,55.3,A형,19680114,010-2796-6328,kckm205eati5l,daum.net,무교,동덕여자대학교,공학,4.1
43341,김용현,여성,156.3,56.4,B형,19710107,010-1051-7559,mu2p8dljs,daum.net,무교,서울여자대학교,자연,3.43
43343,서성정,여성,149.8,55.2,B형,19790328,010-7472-1014,omq2yimd,gmail.com,기독교,성공회대학교,의학,2.68
43357,윤석훈,여성,155.9,54.4,O형,19770121,010-9527-4704,qquc6tz4,yahoo.com,기독교,동국대학교,자연,3.27
43377,안지은,여성,154.3,53.5,B형,19800919,010-9428-7150,ng1rrvx,naver.com,무교,건국대학교,의학,1.16
43382,김서남,남성,179.8,65.5,A형,19830204,010-4893-4490,e75tfo12wnn,daum.net,기독교,동국대학교,예체능,0.49
43392,이영성,남성,170.1,63.0,O형,19510628,010-2845-5304,tmn0chz38x8x4,gmail.com,불교,KAIST,사회,3.37
43400,송남영,여성,161.4,58.5,AB형,19660215,010-0206-8757,hsaiov,daum.net,불교,서울여자대학교,자연,4.08
43409,박용훈,여성,154.4,47.0,O형,19601025,010-3617-1839,s100ajanned,naver.com,무교,동국대학교,자연,2.24
43446,김희용,여성,143.5,54.2,B형,19530919,010-4487-2855,e9pe8g978okqb,gmail.com,무교,한국방송통신대학교,사회,2.21
43462,유준희,여성,165.5,56.6,AB형,19900226,010-4146-5321,yzq7spm0,naver.com,무교,한국예술종합학교,인문,0.39
43463,이진덕,여성,154.8,55.8,B형,19550412,010-6798-9307,wbfd507,daum.net,무교,KAIST,예체능,2.49
43464,김용진,남성,160.7,65.5,A형,19770901,010-9456-1125,ml0po4w57,daum.net,기독교,숙명여자대학교,자연,1.41
43484,차우진,여성,150.4,53.2,A형,19761208,010-4192-3709,ub8a688b0q0h,yahoo.com,기독교,서울기독대학교,자연,2.29
43492,조진현,남성,172.8,68.1,O형,19460323,010-6945-9066,aapk7e6nqrhn,gmail.com,무교,국민대학교,교육,4.01
43523,정남정,남성,171.3,65.3,B형,19510509,010-4374-4971,eekebv62zkw46,yahoo.com,무교,세종대학교,사회,1.57
43544,이우택,남성,168.2,70.0,A형,19471018,010-8131-4326,itqfqoky49,naver.com,불교,총신대학교,법학,3.05
43569,윤영남,여성,153.9,57.5,AB형,19731214,010-8769-0297,n48we3h2,gmail.com,무교,그리스도대학교,교육,0.29
