No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,IP,MAC
47943,윤석진,여성,155.3,54.7,A형,19770325,010-5047-3298,a5rclvkqq,yahoo.com,무교,14.15.187.76,48:22:d8:e3:e7:12
47946,박훈진,여성,151.5,47.1,A형,19920823,010-3678-8907,wxv63x,gmail.com,기독교,139.47.96.28,21:c8:76:f9:66:3b
47958,김석용,남성,178.8,68.8,A형,19470706,010-6020-4094,posmz9a7,yahoo.com,기독교,59.115.47.99,14:f6:81:a7:96:1c
47986,이남은,여성,157.4,52.9,O형,19760518,010-7109-0394,c1ozhwjro3si,yahoo.com,무교,56.248.154.105,cc:21:a3:19:a7:ce
47998,이준지,여성,156.5,53.6,A형,19811211,010-1296-7685,vlfiq7et7g8,daum.net,불교,121.9.247.84,97:ba:eb:47:ee:d3
48000,이덕성,여성,154.7,58.5,B형,19830502,010-7015-1548,sig775u50jeb,daum.net,불교,125.182.133.141,e9:f3:d8:8b:d3:e6
48002,류진희,남성,169.5,66.5,O형,19720229,010-7229-7290,qz4uj7riv3,yahoo.com,기독교,225.106.105.103,7e:50:75:a3:46:54
48008,조서성,여성,155.2,60.4,B형,19790624,010-2392-3718,vp9m40k2tw,naver.com,무교,222.90.213.58,8c:4e:e8:38:d8:25
48025,김정지,여성,157.0,59.0,AB형,19630107,010-0983-2478,zfscs6j56rk,daum.net,무교,9.229.244.251,20:f4:45:12:55:75
48046,전성서,여성,152.4,59.5,B형,19791011,010-0953-9948,y7f5qbgj,naver.com,무교,21.175.44.98,22:be:22:eb:b6:0e
48058,윤상준,남성,174.0,61.7,A형,19621120,010-1345-5798,ilv8z6,yahoo.com,무교,104.139.133.212,d9:d5:b3:c9:39:c6
48061,김협준,남성,165.4,70.7,O형,19671125,010-1966-4876,is6mjmhh,gmail.com,무교,203.221.85.239,c2:f4:75:97:dd:fe
48063,김성영,남성,166.3,66.7,B형,19600606,010-7439-1674,t1mtvzfab,gmail.com,불교,94.74.51.161,dc:15:3b:4f:8a:22
48066,곽우협,여성,152.0,50.1,AB형,19931109,010-1435-2623,l12wj9788u,naver.com,불교,56.239.251.102,bb:8b:d6:df:bd:71
48092,한정종,여성,154.1,55.0,A형,19760508,010-1676-3803,uewix7s0l,gmail.com,무교,227.73.169.148,c8:ac:1a:de:e2:d6
48104,정우석,남성,167.9,64.8,A형,19590409,010-6448-8918,r6be7qxlkr,naver.com,불교,38.156.118.208,a9:52:42:62:7c:21
48117,최성상,여성,156.1,57.0,A형,19661205,010-2423-3382,nd68t6bsxjjut,naver.com,불교,193.106.22.191,69:29:8b:ef:2d:8d
48123,이훈준,여성,151.8,59.2,A형,19860218,010-5616-2128,qx4yeme93w2dg,daum.net,무교,16.106.176.202,98:29:a7:a3:dc:d7
48124,남서택,남성,170.2,69.2,A형,19480310,010-2192-3869,w37jld5nfd5my,naver.com,기독교,226.246.104.19,fa:68:44:15:3c:fe
48131,김덕택,남성,163.7,66.8,B형,19501010,010-9417-2644,q121n6lhyb0b,gmail.com,무교,162.197.210.148,20:07:e5:48:30:08
48133,김지훈,남성,172.8,60.0,B형,19550323,010-2416-2150,j6lr5d718sz7,daum.net,불교,61.138.71.145,15:9c:70:43:f8:1a
48138,윤남우,남성,179.3,62.3,A형,19950318,010-7675-5097,ge603mup,gmail.com,불교,109.254.6.85,dd:33:95:83:cf:77
48141,유덕용,남성,168.6,69.3,A형,19920401,010-7857-4427,yypeir25yds,daum.net,불교,99.216.10.12,97:98:a8:35:5c:93
48144,김용지,남성,172.0,63.6,O형,19800620,010-7880-9359,hlrj5unv,yahoo.com,기독교,236.117.74.105,c7:df:72:06:2b:ca
48150,박준우,남성,170.0,63.4,A형,19570702,010-0573-2016,bf2j2sfjwr2x,naver.com,불교,48.149.18.70,be:b6:2d:35:ee:f2
48160,송지희,남성,164.1,63.5,O형,19560326,010-0155-5224,hu5o2v,daum.net,기독교,74.143.206.150,d3:83:ea:a6:28:50
48202,이진덕,남성,169.7,65.1,B형,19670708,010-5717-6298,h84kovamoiyjq,yahoo.com,무교,80.20.19.163,cc:d2:eb:b4:77:95
48209,신성용,남성,172.6,61.0,B형,19660320,010-6359-9905,p20i52,daum.net,무교,12.60.119.138,a5:b1:bb:6c:3b:f0
48221,김정용,여성,153.0,48.9,AB형,19590517,010-3328-9907,h2jd7mh,daum.net,무교,210.10.197.178,22:f7:b1:ff:2f:45
48226,조용지,남성,172.3,65.3,O형,19810611,010-0932-3712,htpome23,naver.com,무교,144.34.151.52,f2:f5:57:10:83:15
48248,장지석,남성,166.9,64.1,B형,19760509,010-0276-9571,ksyb52l8npz,yahoo.com,기독교,209.90.115.15,4b:29:1f:9f:d4:53
48271,추진훈,남성,153.2,65.8,A형,19540402,010-2966-6224,du558p35q2wle,naver.com,불교,53.220.168.178,38:bc:06:0c:95:91
48274,김우성,여성,149.1,50.2,A형,19700213,010-9092-1624,jfgii0l7u,daum.net,무교,150.105.174.29,95:75:4c:55:68:87
48284,성준훈,여성,159.2,51.7,A형,19590426,010-0086-4716,imtvrvv1ubhq,yahoo.com,무교,197.253.21.190,81:05:d4:20:3f:36
48286,이우준,남성,167.0,70.5,B형,19870601,010-6866-8738,qw1xs7egc2dij,yahoo.com,천주교,240.106.145.141,67:8f:fe:de:92:ec
48313,김희준,남성,165.5,72.0,A형,19880329,010-6075-5352,uxwg9zzq,naver.com,무교,169.153.69.125,34:9d:65:57:dc:6c
48314,김서준,여성,156.6,55.9,O형,19960124,010-0847-2771,aqwp1qa91,naver.com,무교,36.69.4.170,ca:ab:8e:08:e4:2a
48329,이현택,여성,161.8,52.4,O형,19961108,010-7004-6680,hc1g7n,gmail.com,기독교,37.55.217.166,68:0b:9f:89:16:ea
48330,박진택,남성,166.1,63.4,B형,19750119,010-7190-3983,pyeyidomv7,gmail.com,기독교,41.83.206.85,6b:5b:ab:45:97:e1
48339,유성지,여성,156.7,56.4,O형,19661222,010-4050-4447,llzohn2,naver.com,불교,176.96.120.228,e3:43:85:3a:60:ca
48358,김훈영,남성,176.9,67.7,B형,19630210,010-7422-0506,z5w9szsu,gmail.com,무교,7.79.254.223,e4:4f:d1:31:ff:f7
48359,이영덕,여성,159.3,54.5,A형,19790830,010-5074-5939,t710fuj0,yahoo.com,기독교,236.226.98.243,d1:df:39:b5:61:22
48373,윤용우,여성,158.5,59.9,A형,19850905,010-0682-8085,cmgszu,yahoo.com,무교,9.183.68.60,10:69:c9:30:6c:6b
48383,이현은,남성,171.8,71.7,A형,19750828,010-9969-3600,k6riur,gmail.com,무교,187.37.29.243,ad:05:55:23:4a:13
48386,김용지,여성,161.6,50.9,O형,19670326,010-5616-6454,m9b3dlz2aj,gmail.com,무교,7.118.106.189,90:6c:ca:b2:6d:f7
48402,조희현,여성,153.7,54.0,O형,19700715,010-7938-5485,nvkrod,gmail.com,무교,66.163.142.136,a3:21:51:0a:61:da
48403,유성협,남성,172.2,70.8,O형,19631206,010-7185-9801,kylr2sx,naver.com,무교,28.211.94.137,c0:33:5d:9c:38:2b
48428,이영은,여성,157.9,53.3,AB형,19600716,010-9954-9148,luia9573lj,yahoo.com,무교,96.169.213.163,c0:a3:64:7d:48:1a
48430,우서정,여성,160.0,60.9,B형,19560416,010-8570-0851,vce4qcy,gmail.com,기독교,128.109.197.120,65:5a:0b:4b:b1:60
48451,임지택,여성,154.1,55.8,B형,19950615,010-9519-1228,vk29dyj,naver.com,기독교,75.111.198.174,0a:82:b0:4d:d7:07
48479,권석덕,여성,156.0,46.7,A형,19710522,010-1721-6419,qb2gu2,daum.net,불교,19.148.167.143,9c:e4:50:d0:10:94
48504,주상훈,남성,171.9,58.4,O형,19640528,010-8785-7178,s5w7nusgmo1,naver.com,무교,122.188.50.221,94:ff:12:b6:f9:3d
48508,박지서,여성,166.6,56.6,O형,19600102,010-6492-6049,rdcrge5o9,daum.net,무교,169.156.104.38,d4:06:a2:24:ac:e8
48509,이훈영,여성,160.5,51.0,O형,19941218,010-6786-1533,brz94t99,gmail.com,무교,173.84.232.208,4d:c8:32:a7:56:9c
48512,이은택,남성,178.4,74.0,A형,19620511,010-2308-8620,vqtn728b,daum.net,무교,71.235.5.92,94:26:d0:ba:13:d6
48526,임서종,남성,171.5,65.7,A형,19820326,010-2248-6191,jyfwil5s3jy,daum.net,무교,25.150.242.62,54:b0:fe:01:76:cc
48539,양협영,여성,162.0,46.4,A형,19850728,010-8761-7183,zqms4lhdy,gmail.com,무교,154.18.184.49,fa:4e:4a:9c:10:e0
48542,박남영,여성,166.3,55.6,B형,19620923,010-9086-1900,lo940usi7h7y,daum.net,무교,201.204.4.81,f3:53:d3:dc:47:ae
48543,유현성,여성,150.6,49.8,AB형,19570123,010-6945-3926,k0ahkqr,gmail.com,기독교,217.9.160.22,04:0b:3d:db:39:56
48551,김영준,남성,169.6,61.9,O형,19740622,010-1427-3103,p3h3tuir1,daum.net,무교,61.204.254.17,a3:30:14:cc:d7:bd
48556,김서훈,남성,181.0,69.8,A형,19460204,010-6264-8453,scjrpj8f5ila8,gmail.com,천주교,44.219.125.88,96:3b:96:03:e0:1a
48558,권준상,남성,162.1,69.7,AB형,19650514,010-6314-1081,lh1yjw3,gmail.com,불교,72.88.96.17,31:3b:e3:28:8d:6f
48560,장정성,여성,151.7,50.8,A형,19651217,010-4764-2926,vtx8f99pe,gmail.com,불교,76.240.82.8,d3:64:d1:7e:b9:c2
48566,안종희,여성,153.1,68.7,B형,19890921,010-0271-3355,oym5ojefyd3ok,daum.net,무교,240.187.74.176,01:b9:ca:1d:88:52
48581,이종용,남성,167.7,69.4,B형,19640910,010-2692-4761,fcnkjbeg6ozso,yahoo.com,불교,72.200.50.235,2c:f3:ad:23:f0:b7
48584,최영정,여성,164.7,52.3,A형,19960622,010-7403-0097,b4efmk18628e,naver.com,불교,54.53.240.159,c5:f4:e6:be:55:55
48591,임지상,남성,159.9,66.2,B형,19700614,010-2558-7735,xdoa2o74wo,daum.net,기독교,102.44.163.91,ea:52:b7:4d:31:e1
48598,박지훈,여성,156.0,56.6,AB형,19890520,010-1947-6285,ymo9arxpuwk,yahoo.com,무교,114.232.159.235,14:c6:16:f0:ad:7c
48610,정택종,여성,155.1,60.5,O형,19500408,010-9381-1252,ig7vaez,gmail.com,무교,246.226.111.115,68:ad:d2:ae:e7:a4
48623,김택희,남성,165.1,64.4,A형,19510626,010-1036-7802,uw0lwn009,daum.net,기독교,65.124.114.179,64:fb:57:0e:b2:e7
48626,안서상,남성,174.3,67.2,B형,19530315,010-7446-1546,mlsxjqmfb5k1,daum.net,무교,146.243.51.152,0b:01:72:f0:b5:75
48627,홍협훈,남성,164.5,63.9,O형,19680108,010-5016-0931,agcednrcv,daum.net,무교,61.164.110.53,ab:3d:4d:34:f7:83
48654,고용상,여성,159.5,60.0,AB형,19481019,010-0883-0302,ldzkxv2zo,daum.net,무교,102.115.103.141,b1:dc:83:5b:06:77
48674,손은성,남성,168.3,71.1,B형,19860508,010-7327-0816,q0ngsx,naver.com,무교,52.182.123.231,ce:ed:57:91:1e:40
48682,남영석,남성,169.0,59.9,O형,19610918,010-5800-1723,t5voek8lnrc,daum.net,기독교,39.95.114.97,92:92:ee:61:ba:63
48730,여희남,여성,153.9,60.2,O형,19740203,010-9132-7181,k5j51xauz2az,gmail.com,무교,94.143.191.172,63:b1:4b:10:51:73
48731,김석현,여성,161.0,56.7,O형,19830918,010-4445-5079,fzj83b5,naver.com,무교,42.165.248.97,da:ef:ab:1c:92:94
48744,조희지,남성,178.3,67.0,AB형,19520710,010-4379-5417,hgbct8c5a,yahoo.com,기독교,21.20.156.79,25:5a:79:8b:3c:a2
48750,이희지,남성,172.3,64.7,AB형,19791217,010-8832-9362,w90wss4lt,naver.com,불교,79.67.135.78,5c:04:68:c8:ca:6b
48752,변상지,여성,151.7,61.8,A형,19580926,010-6738-8286,x55lxnxshrjzx,naver.com,무교,126.238.112.192,27:72:ae:4b:e1:08
48758,최석준,남성,169.8,73.9,B형,19660823,010-8280-0386,z9ya3ww6mgu,naver.com,무교,243.53.17.205,fd:43:76:97:65:41
48759,심우은,남성,169.1,57.2,B형,19520121,010-9288-6925,volgobgj75mg,yahoo.com,기독교,34.136.114.213,d0:dc:15:72:46:43
48762,김덕은,남성,173.0,68.5,A형,19641121,010-5883-0427,tx5eirwek,naver.com,기독교,153.197.202.141,41:fd:5e:fe:bf:1c
48776,선용희,여성,153.6,55.1,B형,19960706,010-7320-0196,d4zghnq979,gmail.com,불교,52.230.72.195,66:f8:b9:53:03:c7
48787,신지은,여성,161.6,54.4,B형,19801112,010-7620-9701,e29h3nzfi,naver.com,불교,211.178.232.164,f0:e1:05:df:2e:6d
48793,최훈희,여성,159.2,54.5,B형,19590114,010-6821-6761,shktxt87inw,naver.com,기독교,79.188.246.46,13:06:2d:d9:d0:2d
48794,권영희,여성,162.0,53.8,A형,19891022,010-8587-7441,azs0lc45ttz,daum.net,불교,49.48.212.78,db:dc:4f:2b:a4:64
48802,송협성,여성,165.8,54.6,B형,19830516,010-3152-2039,x981jm82q,gmail.com,무교,70.127.110.227,e0:09:17:5a:f7:45
48810,임성덕,여성,152.9,53.6,A형,19540907,010-0522-8559,osay7dmjqvf,daum.net,무교,128.37.61.56,f8:75:9d:9a:b4:3d
48815,최종협,여성,156.0,53.0,O형,19571010,010-2248-3319,cg1e7k2rx,naver.com,무교,108.18.157.126,f1:29:e9:6f:ac:22
48824,전훈용,여성,164.8,51.4,A형,19770511,010-9334-4226,u2654o,yahoo.com,기독교,147.224.83.249,59:44:45:aa:2b:7c
48829,강택지,남성,176.0,71.0,O형,19610813,010-8826-1785,nlrf3jf,naver.com,불교,101.67.159.95,a5:38:54:c1:a4:1d
48830,이용지,여성,165.5,52.0,B형,19500408,010-2017-1011,utdwqpashiyg9,naver.com,무교,177.238.5.18,e7:60:f7:8f:65:3f
48833,정정성,남성,170.0,66.8,O형,19650906,010-1226-2827,ullb2jh,naver.com,무교,138.139.1.183,04:62:01:30:3e:29
48837,김진지,남성,170.8,66.6,B형,19501010,010-8194-4652,ieadr5rzkpud,yahoo.com,불교,100.25.41.37,ed:ec:98:85:91:03
48858,장준성,여성,162.0,55.8,A형,19681023,010-5843-0452,w7yx0w,daum.net,무교,118.175.202.133,1b:63:1c:44:3f:8f
48859,추상준,여성,152.1,53.8,A형,19810209,010-4410-9327,ncrwrjzi,gmail.com,불교,245.172.51.146,16:53:2c:12:03:2e
48867,김석훈,여성,146.0,57.7,A형,19780324,010-6183-1330,bb1gmfk9,daum.net,불교,59.185.249.150,a1:e7:7a:58:68:95
48877,김상석,남성,168.9,63.7,A형,19750930,010-4620-4223,lgne8dg3,daum.net,불교,109.102.115.94,38:04:0b:72:16:8f
48879,윤덕지,남성,175.3,62.0,A형,19650905,010-7801-1063,prb3rfepb6gk,daum.net,무교,132.175.152.81,08:0c:17:66:d5:94
48882,김준성,남성,171.3,68.2,A형,19460210,010-4313-3679,q34gaitsz,gmail.com,무교,66.56.125.159,e7:70:d3:b5:95:4b
48901,권남준,여성,156.2,55.5,B형,19850727,010-3217-0525,etp82p9p5xydt,gmail.com,무교,32.191.180.57,f3:d6:3b:98:a4:80
48922,편서진,여성,152.7,56.8,O형,19920917,010-1447-8582,xniftdhim51dq,gmail.com,천주교,144.107.139.181,b0:b0:35:97:4b:9a
48934,윤종우,여성,158.0,52.2,A형,19661226,010-9017-8853,j58led9v,gmail.com,불교,88.199.72.40,b9:71:2d:61:5e:35
48950,김준택,여성,161.4,49.5,AB형,19610108,010-4505-5031,lmsqeyb0epk,naver.com,기독교,164.75.48.116,5a:13:29:5e:8a:99
48958,박준훈,남성,177.2,68.7,B형,19561121,010-5818-9773,p0laaf1z,gmail.com,무교,197.72.188.180,00:7f:91:4c:35:aa
48968,박협준,여성,157.7,51.6,AB형,19700720,010-1585-3475,xfpmxr1o,gmail.com,기독교,194.158.61.218,34:61:aa:fd:e7:1c
48980,최영용,여성,147.0,47.8,A형,19960729,010-9007-6319,iaib03g2g2,yahoo.com,불교,81.36.180.73,a7:4d:68:1e:e5:76
48993,이현지,여성,155.1,54.5,AB형,19850504,010-5173-5813,zi8botzrkvk2p,daum.net,무교,30.179.69.247,43:2d:88:50:b2:29
49005,김택상,여성,159.4,53.9,AB형,19580901,010-5988-2775,gvl5kobi,naver.com,기독교,215.169.106.14,85:6e:cc:dd:b0:36
49013,오준지,여성,154.3,56.1,B형,19581226,010-3118-6824,uie3loqug,daum.net,무교,115.236.226.39,ad:3b:6e:cd:d1:d9
49024,김지우,여성,156.1,52.4,B형,19820512,010-9599-4496,qnbaqp,yahoo.com,기독교,255.218.8.221,d7:49:62:d3:3b:1d
49028,고지희,여성,152.9,50.8,B형,19610528,010-7499-9719,w3m2n35,yahoo.com,불교,159.207.151.198,d1:e7:a7:b0:05:27
49033,진현지,여성,153.3,57.5,B형,19470310,010-7092-8676,xpzbve8k,daum.net,기독교,28.167.148.58,5f:80:1c:52:ac:d2
49035,고정훈,여성,151.8,53.2,O형,19481011,010-0514-5067,uym9v1xh0nuwk,yahoo.com,기독교,210.194.211.52,fa:20:c2:56:a2:50
49037,곽훈덕,여성,158.3,54.1,A형,19490710,010-0069-2397,wa272ur,naver.com,기독교,218.63.187.14,7c:0f:ba:5c:8d:e8
49041,김용남,남성,171.2,64.5,A형,19510509,010-1372-0322,hbwgz80ab6h,naver.com,무교,97.75.3.255,fa:f5:c4:1c:f1:22
49046,진협훈,여성,159.8,60.7,O형,19560717,010-4054-0282,z8jkcp1i2,yahoo.com,불교,254.34.216.66,5e:fd:db:09:7a:77
49051,이영남,여성,156.8,59.1,A형,19810727,010-0930-5787,tep6dy7137,gmail.com,무교,231.250.156.246,a1:93:d9:5b:ec:e2
49054,김현상,남성,169.3,64.5,A형,19780224,010-6726-8207,lmr38j1,naver.com,무교,73.35.54.174,fb:7a:89:85:ee:6b
49064,김진훈,남성,180.6,65.0,A형,19681004,010-9995-5338,hpm4wlv77d,gmail.com,기독교,253.168.160.24,b8:f5:c2:0b:3d:dc
49080,이용훈,여성,164.0,53.8,O형,19760421,010-5474-1706,hehi0vhte1um,naver.com,무교,148.207.140.214,2b:2b:99:f6:0a:b5
49081,장준훈,남성,168.4,73.1,B형,19910118,010-7948-7497,kv9lfq,naver.com,천주교,55.219.64.19,29:6f:0e:51:d9:81
49110,김서정,여성,160.1,57.7,O형,19960916,010-7784-7156,k91u1avdax7,gmail.com,불교,237.205.6.6,d8:6d:09:7e:bf:e0
49122,강성희,여성,147.6,54.1,A형,19500430,010-5636-1628,lf87gl85yc,daum.net,무교,99.71.63.203,1e:cf:1f:9a:4e:f6
49158,신준서,여성,158.6,65.5,AB형,19520307,010-4850-7225,svl9otm,daum.net,기독교,211.172.31.224,ae:f2:cf:1e:9d:c1
49161,이상택,여성,156.5,52.8,A형,19781208,010-7980-5387,m3wsokbc,daum.net,기독교,23.29.238.37,f9:fa:23:33:e8:72
49166,우훈남,남성,160.8,69.4,O형,19640707,010-6812-4353,ttk6vz5l5,naver.com,기독교,66.235.209.54,d5:df:63:d0:ce:29
49180,조진준,여성,160.1,52.2,A형,19590131,010-5789-8239,pdiqyqk2g,naver.com,무교,239.103.67.200,89:46:3f:42:db:1c
49184,김준종,여성,157.4,55.6,AB형,19730531,010-2722-7364,xkco1uo6yd,naver.com,무교,166.65.15.148,f3:9f:30:b2:e7:17
49195,박상은,여성,157.6,55.9,B형,19650416,010-0498-0080,ewn02k8zao,yahoo.com,무교,102.151.121.11,ff:db:d4:72:3d:0e
49199,김정용,여성,148.7,61.7,A형,19791227,010-5271-8181,xsjookfqe,naver.com,무교,51.13.40.1,48:99:3a:67:df:e2
49221,이서지,여성,159.6,49.3,B형,19870327,010-0381-7771,t0arrtyu8cdw,gmail.com,기독교,167.59.163.52,c6:d5:56:e6:d5:6c
49225,한준영,여성,162.9,54.6,A형,19590605,010-1887-8710,omovaho0onh,gmail.com,무교,251.17.221.168,61:3d:72:f2:fe:a7
49249,진협정,남성,176.2,63.9,B형,19510619,010-3089-4727,e3eh08d,naver.com,무교,7.68.73.170,bd:f1:2f:f7:60:89
49252,김은상,남성,174.8,67.6,A형,19580711,010-2329-8992,cc1046mbu0vne,gmail.com,무교,156.160.152.195,ed:c9:3e:08:9b:31
49282,이상영,여성,149.5,63.7,O형,19951026,010-5412-4529,uw875w62,naver.com,기독교,40.75.209.111,13:d4:13:8b:3e:73
49301,김남지,여성,159.9,49.1,O형,19460621,010-0079-6399,vqj6phyig5,gmail.com,기독교,13.239.128.230,01:8b:18:ba:f9:5e
49306,박덕정,남성,169.7,58.0,O형,19480815,010-9213-6972,wiesnfp0z0ck,gmail.com,천주교,220.53.78.235,93:4f:cd:82:a5:59
49307,이지덕,남성,172.0,71.6,A형,19830109,010-2498-5322,zzmwt55mpic,naver.com,무교,239.238.212.147,cf:05:85:2e:18:42
49314,정성우,남성,162.7,61.4,A형,19551109,010-3449-3245,rut6vws,yahoo.com,불교,235.68.189.105,39:ac:a2:49:dd:31
49316,서준용,남성,171.7,70.8,B형,19660105,010-6224-7842,ebgi05vi,daum.net,불교,91.55.116.223,19:ae:3f:e2:f5:e8
49338,강희용,여성,157.8,59.0,O형,19760111,010-5756-3133,ytdk48iu2p,naver.com,무교,233.255.242.53,d4:ba:0d:b0:da:5c
49353,김상진,남성,174.5,67.1,A형,19830824,010-3088-4896,fn9eeajw9,gmail.com,무교,99.54.202.40,99:67:86:68:2c:d1
49382,김은훈,여성,158.5,58.4,A형,19570703,010-7933-6899,mjo7mlahi2use,gmail.com,불교,3.14.92.60,49:9f:fd:fe:78:e0
49384,오정남,남성,176.3,65.0,O형,19481110,010-8296-9740,knskcw8v4,naver.com,불교,103.190.12.6,57:ef:d7:c6:1c:c4
49413,이희종,남성,157.5,70.5,A형,19800907,010-7112-6785,vbqvzvt5zm3,gmail.com,무교,23.112.69.53,77:c7:d6:68:b5:0e
49418,정은우,여성,152.6,54.7,B형,19851025,010-7972-9506,k0vuv945,daum.net,무교,241.13.144.13,40:1f:bd:0e:dc:07
49427,백남진,여성,157.8,53.7,B형,19790219,010-8968-0054,p62jol7tvcxa,gmail.com,기독교,136.97.178.208,a9:ab:42:03:ec:b5
49490,강훈지,남성,169.1,72.0,O형,19850611,010-3850-6506,mt57em84,gmail.com,무교,39.130.211.253,42:19:14:73:c9:88
49497,김덕정,남성,171.4,69.9,O형,19960210,010-3856-6570,pe0clw232r12n,naver.com,무교,88.38.103.253,ec:13:f4:5f:2a:d9
49502,황택성,여성,154.0,52.3,A형,19540225,010-5671-4816,oz6wxcub,daum.net,무교,191.63.199.140,04:ab:46:fa:6f:ca
49517,권현영,남성,177.0,61.0,B형,19761205,010-0989-2055,jo1c0ew,gmail.com,불교,238.206.4.89,2e:f6:96:57:2e:0b
49519,최정성,남성,176.1,69.5,O형,19700306,010-4552-3426,a6n2wk,yahoo.com,무교,109.44.191.12,08:26:44:c0:dc:6e
49523,최협택,남성,168.8,61.2,B형,19780711,010-6254-4017,nc59prw3x8s0,naver.com,무교,203.91.244.225,23:61:e8:39:95:8b
49525,이준현,남성,159.1,66.4,O형,19930928,010-2235-7583,xo7gkth3lbf,naver.com,불교,232.110.147.154,3b:c1:e9:31:bb:ea
49527,양남준,여성,159.8,60.0,A형,19680122,010-9226-4758,c4z205gmj1y,naver.com,무교,174.241.2.209,51:66:dc:d6:a9:52
49542,윤석협,남성,161.6,60.2,O형,19740321,010-5935-4430,j3cru1ese,daum.net,무교,65.149.26.91,3b:ee:90:05:84:fc
49552,최협훈,남성,175.1,69.3,B형,19600508,010-8398-1542,nz03f0,daum.net,불교,181.208.42.179,c0:2f:95:45:74:c6
49553,윤성훈,남성,167.6,74.3,A형,19820831,010-4037-9116,us4qrle,naver.com,기독교,10.223.211.238,51:b6:bf:ad:8d:23
49562,김훈성,남성,169.4,62.0,B형,19770112,010-7404-0151,bit1rntm,yahoo.com,불교,123.4.3.181,af:5b:7a:70:7f:a6
49566,심상희,여성,149.8,60.7,B형,19690711,010-7240-5718,oa4k5rq0e962,daum.net,무교,150.103.181.79,f9:94:ac:c7:fe:db
49572,고남우,여성,156.3,54.8,O형,19670710,010-6250-3330,hkl75hgq,gmail.com,불교,50.223.133.49,70:51:40:3c:ec:3a
49585,이종덕,남성,171.4,58.6,AB형,19811217,010-3681-2807,d72v9s7vhcx,daum.net,천주교,58.105.16.164,b4:62:c2:6b:12:9f
49592,황은덕,여성,152.9,59.8,O형,19880531,010-3623-7640,libvfcj5gxrx,yahoo.com,기독교,41.238.34.182,4a:d1:4f:e7:64:45
49598,임준성,남성,171.5,66.0,A형,19530924,010-4759-1317,w6vh72e6woddh,yahoo.com,무교,95.205.45.190,04:8b:85:70:8a:3f
49600,박현지,여성,159.2,50.9,B형,19461215,010-7184-5923,i7ipxp2,gmail.com,무교,253.206.32.121,22:41:dc:58:63:6a
49604,권희훈,남성,171.0,67.1,O형,19531227,010-9152-1310,k2n6bfasq,gmail.com,불교,23.240.143.106,a6:85:8f:5c:cf:a2
49607,이준남,여성,151.4,48.4,B형,19720815,010-7211-2082,gvmk5se47,gmail.com,불교,160.97.1.22,42:14:32:3b:f2:f9
49611,임훈준,남성,171.5,68.4,O형,19710212,010-8260-2795,ba09tfy84yn,gmail.com,무교,162.38.164.143,e6:83:b5:79:ec:a8
49623,박종상,여성,146.6,55.6,A형,19490213,010-3897-8918,whrl4h6x2cq,gmail.com,무교,60.214.113.109,45:e6:13:9a:92:33
49624,박지종,남성,166.9,64.9,O형,19850417,010-5919-1389,o0z6rtx1l43mq,yahoo.com,불교,28.182.145.194,51:73:c3:eb:cd:49
49633,이우협,여성,148.4,53.2,O형,19950923,010-4102-9094,gb10k3,naver.com,무교,124.106.190.224,35:b7:dd:32:72:3f
49647,정용은,남성,168.7,64.6,O형,19571022,010-4090-4556,aqxx2t,naver.com,불교,239.181.25.213,9d:e6:ab:1b:3a:42
49666,곽훈은,남성,160.4,68.3,B형,19670412,010-7755-0740,yuq7wuwh6,daum.net,무교,220.46.40.17,c7:f6:a5:82:fd:50
49675,신훈은,여성,160.6,59.3,O형,19890105,010-4104-9896,wxxis4,naver.com,불교,189.17.122.248,96:7f:c3:f0:95:ae
49682,강성남,남성,170.7,68.8,B형,19640111,010-5763-4624,dtb70hndru,gmail.com,무교,160.90.156.222,3b:68:a7:1b:a8:47
49683,최현진,여성,155.3,53.5,AB형,19821109,010-6436-9812,y0svva4fs0hf5,yahoo.com,기독교,113.44.154.162,27:f3:fe:d3:cf:b9
49685,조우은,여성,141.9,53.3,O형,19651025,010-0411-7496,p1719r,yahoo.com,무교,138.235.104.50,72:87:03:5c:22:4f
49694,이정훈,여성,158.8,56.6,A형,19690707,010-0042-1493,rns4uf2wucte,daum.net,무교,212.121.70.90,a1:cf:95:58:bc:b8
49702,이준택,남성,176.0,64.3,B형,19631211,010-4772-3727,y9a5vu0,yahoo.com,불교,100.224.115.206,0e:b2:a5:34:26:9f
49710,박종택,여성,163.5,49.9,O형,19470303,010-4263-4998,se2ag2,gmail.com,무교,44.26.120.35,66:8f:cc:c6:e4:3c
49711,최덕영,여성,156.1,57.5,O형,19521105,010-3021-3684,od06yysf,daum.net,불교,202.37.198.193,d0:c5:12:95:27:8d
49714,양협석,여성,153.0,53.4,B형,19661008,010-7498-5751,a1sxjqgi,yahoo.com,무교,41.236.115.157,c5:d7:0f:f6:14:c6
49716,김준서,남성,172.8,64.3,B형,19470613,010-8453-9214,d8omqd,naver.com,천주교,255.132.119.199,ef:30:77:90:42:50
49719,정상준,남성,166.8,62.9,A형,19640307,010-6384-0226,didx4cf8zl,yahoo.com,불교,195.205.168.35,dd:b2:d6:a5:e6:ce
