No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
79873,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1991****,*************,*************,daum.net,기독교,추계예술대학교,예체능,3.58
90433,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1991****,*************,*************,daum.net,무교,한국예술종합학교,사회,3.82
7186,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,daum.net,무교,서강대학교,예체능,1.77
17437,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,gmail.com,무교,숙명여자대학교,공학,3.47
36336,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,yahoo.com,불교,감리교신학대학교,교육,0.59
45092,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,naver.com,무교,KAIST,예체능,2.06
2683,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,불교,한양대학교,인문,0.06
8766,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,천주교,명지대학교,예체능,3.05
19887,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,gmail.com,무교,경기대학교,법학,0.68
30718,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,daum.net,무교,한영신학대학교,사회,2.74
59797,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,gmail.com,무교,한국체육대학교,법학,1.97
73039,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,daum.net,불교,성공회대학교,사회,2.49
85444,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,yahoo.com,기독교,숙명여자대학교,예체능,1.96
228,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1991****,*************,*************,daum.net,불교,한국방송통신대학교,교육,1.7
11041,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,불교,추계예술대학교,공학,2.11
18831,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,무교,KAIST,예체능,4.08
23323,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1991****,*************,*************,gmail.com,무교,추계예술대학교,인문,1.16
71010,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,무교,이화여자대학,의학,3.44
26808,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,yahoo.com,불교,중앙대학교,예체능,0.89
32519,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1991****,*************,*************,daum.net,무교,숙명여자대학교,예체능,2.37
55432,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,yahoo.com,기독교,명지대학교,사회,0.49
79846,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,yahoo.com,무교,서경대학교,사회,2.3
80820,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,gmail.com,불교,건국대학교,법학,1.05
17236,최**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1991****,*************,*************,daum.net,천주교,성신여자대학교,법학,0.41
32517,최**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1991****,*************,*************,naver.com,기독교,한국방송통신대학교,교육,2.19
74681,최**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1991****,*************,*************,yahoo.com,무교,연세대학교,사회,3.59
92846,최**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1991****,*************,*************,yahoo.com,무교,장로회신학대학교,예체능,3.08
93353,최**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1991****,*************,*************,yahoo.com,기독교,홍익대학교,예체능,0.83
6976,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,gmail.com,기독교,총신대학교,의학,3.86
14056,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,daum.net,무교,성균관대학교,공학,0.6
28608,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,naver.com,불교,동국대학교,법학,2.19
39141,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,yahoo.com,기독교,서울시립대학교,예체능,0.33
41560,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,yahoo.com,무교,고려대학교,인문,3.92
44914,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,daum.net,불교,연세대학교,교육,0.18
47434,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,gmail.com,기독교,광운대학교,교육,3.62
47644,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,yahoo.com,무교,KAIST,법학,1.07
65956,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,gmail.com,천주교,한국체육대학교,인문,1.93
90715,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,yahoo.com,불교,서울과학기술대학교,사회,3.71
96865,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,daum.net,불교,육군사관학교,사회,0.26
66033,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1992****,*************,*************,gmail.com,불교,동국대학교,법학,2.57
78788,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1992****,*************,*************,gmail.com,천주교,한국성서대학교,예체능,3.77
79816,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1992****,*************,*************,daum.net,무교,이화여자대학,공학,3.81
3373,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,daum.net,무교,국민대학교,교육,4.13
40293,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,naver.com,기독교,홍익대학교,사회,1.81
77779,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1992****,*************,*************,daum.net,기독교,KAIST,법학,3.04
18760,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,daum.net,무교,서울대학교,사회,4.42
38479,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,daum.net,천주교,서울교육대학교,의학,1.76
49237,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,naver.com,기독교,서울시립대학교,공학,1.27
69771,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1992****,*************,*************,naver.com,불교,한국외국어대학교,자연,1.12
2470,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,gmail.com,무교,경기대학교,공학,1.74
10670,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1992****,*************,*************,daum.net,기독교,숭실대학교,교육,0.52
20369,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,naver.com,기독교,동국대학교,의학,3.18
32570,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,naver.com,기독교,홍익대학교,인문,1.73
33162,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1992****,*************,*************,yahoo.com,무교,국민대학교,의학,0.97
35815,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1992****,*************,*************,yahoo.com,불교,경희대학교,교육,3.61
36444,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1992****,*************,*************,daum.net,무교,동덕여자대학교,자연,2.64
50471,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1992****,*************,*************,daum.net,기독교,서경대학교,사회,1.29
55115,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,daum.net,불교,중앙대학교,사회,4.06
62885,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,gmail.com,불교,광운대학교,법학,2.7
76968,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,gmail.com,무교,국민대학교,예체능,0.73
92050,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1992****,*************,*************,naver.com,기독교,세종대학교,자연,3.66
5081,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1992****,*************,*************,yahoo.com,무교,상명대학교,법학,3.32
17741,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1992****,*************,*************,yahoo.com,무교,성균관대학교,예체능,0.23
42254,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1992****,*************,*************,daum.net,무교,숙명여자대학교,교육,1.1
44869,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1992****,*************,*************,gmail.com,불교,숙명여자대학교,공학,0.16
53311,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1992****,*************,*************,gmail.com,천주교,한국예술종합학교,예체능,4.34
53613,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1992****,*************,*************,yahoo.com,무교,경기대학교,사회,1.37
96714,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1992****,*************,*************,gmail.com,불교,한성대학교,교육,0.58
67805,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1992****,*************,*************,gmail.com,천주교,서울여자대학교,자연,1.68
73821,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1992****,*************,*************,daum.net,불교,성신여자대학교,교육,4.47
82099,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1992****,*************,*************,daum.net,무교,한국성서대학교,인문,3.43
7914,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,daum.net,무교,숙명여자대학교,법학,3.87
83537,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,naver.com,불교,서울교육대학교,예체능,1.68
85933,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,yahoo.com,불교,총신대학교,자연,0.24
4997,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,naver.com,기독교,홍익대학교,자연,1.9
8958,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,yahoo.com,무교,육군사관학교,인문,2.75
11278,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,yahoo.com,무교,한영신학대학교,법학,1.68
11481,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,naver.com,불교,총신대학교,사회,1.49
11760,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,gmail.com,천주교,경기대학교,예체능,1.02
15123,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,naver.com,기독교,덕성자대학교,인문,1.89
37571,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1993****,*************,*************,yahoo.com,기독교,서강대학교,법학,0.11
38540,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,gmail.com,기독교,서울시립대학교,의학,1.2
41555,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,gmail.com,불교,서울대학교,의학,4.18
42750,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,daum.net,무교,KAIST,인문,1.22
48717,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1993****,*************,*************,naver.com,기독교,한성대학교,사회,2.72
67324,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,gmail.com,무교,한국성서대학교,자연,4.06
71083,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,yahoo.com,무교,가톨릭대학교,사회,1.93
86771,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,naver.com,무교,서울기독대학교,자연,0.54
87390,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,gmail.com,무교,경희대학교,법학,4.19
90238,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,daum.net,불교,덕성자대학교,법학,4.17
512,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1993****,*************,*************,naver.com,불교,이화여자대학,사회,3.88
21610,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",O형,1993****,*************,*************,naver.com,무교,장로회신학대학교,사회,1.83
47925,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1993****,*************,*************,yahoo.com,무교,한양대학교,법학,3.07
31098,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,daum.net,무교,연세대학교,예체능,1.57
78415,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,gmail.com,무교,서강대학교,사회,1.03
99450,류**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,daum.net,기독교,한국방송통신대학교,법학,1.94
32223,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,gmail.com,불교,한양대학교,예체능,0.23
70506,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,naver.com,무교,동덕여자대학교,공학,2.97
86347,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,gmail.com,무교,홍익대학교,법학,2.78
90461,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,daum.net,무교,국민대학교,자연,4.23
15989,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,yahoo.com,무교,명지대학교,법학,3.74
64697,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,yahoo.com,무교,한성대학교,인문,0.1
76516,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,daum.net,천주교,연세대학교,사회,1.14
2485,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,daum.net,무교,서울대학교,의학,1
16930,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,naver.com,무교,경희대학교,사회,2.57
29790,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,gmail.com,무교,KAIST,예체능,1.52
39195,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,gmail.com,무교,광운대학교,교육,3.21
46787,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,yahoo.com,무교,감리교신학대학교,의학,3.25
59325,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,naver.com,무교,한양대학교,의학,0.75
93118,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,naver.com,무교,덕성자대학교,사회,4.01
95990,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,naver.com,기독교,상명대학교,의학,2.19
6495,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1993****,*************,*************,naver.com,무교,총신대학교,공학,3.06
17585,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,naver.com,기독교,서경대학교,자연,2.27
40072,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1993****,*************,*************,naver.com,천주교,서울대학교,사회,2.2
482,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1993****,*************,*************,gmail.com,무교,서울시립대학교,의학,2
29535,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,naver.com,무교,고려대학교,사회,2.84
49854,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1993****,*************,*************,daum.net,불교,한국체육대학교,법학,3.7
92260,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1993****,*************,*************,naver.com,불교,경기대학교,공학,3.92
6144,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,yahoo.com,무교,서울시립대학교,의학,1.05
12283,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1994****,*************,*************,daum.net,기독교,홍익대학교,사회,2.34
20094,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,gmail.com,불교,그리스도대학교,법학,2.82
34123,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,naver.com,불교,덕성자대학교,자연,0.89
43207,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,naver.com,천주교,경희대학교,자연,3.29
51491,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,gmail.com,무교,가톨릭대학교,공학,4.33
55243,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,yahoo.com,기독교,광운대학교,예체능,0.42
88008,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,naver.com,무교,서울대학교,공학,2.3
15238,김**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1994****,*************,*************,yahoo.com,불교,육군사관학교,예체능,2.37
31252,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1994****,*************,*************,daum.net,무교,성균관대학교,자연,2.04
62587,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1994****,*************,*************,yahoo.com,천주교,한국예술종합학교,법학,2.31
75467,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1994****,*************,*************,gmail.com,무교,숙명여자대학교,자연,2.26
77560,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1994****,*************,*************,gmail.com,기독교,한국예술종합학교,의학,0.49
774,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,yahoo.com,기독교,서울여자대학교,공학,3.63
20841,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,yahoo.com,기독교,한국성서대학교,의학,0.47
41159,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,daum.net,무교,육군사관학교,공학,1.97
42298,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1994****,*************,*************,daum.net,천주교,가톨릭대학교,자연,2.8
52109,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,naver.com,무교,동국대학교,자연,4.39
60681,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,gmail.com,기독교,성신여자대학교,공학,3.26
86744,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,yahoo.com,무교,한국예술종합학교,인문,0.48
13444,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1994****,*************,*************,yahoo.com,무교,고려대학교,법학,1.13
17493,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1994****,*************,*************,daum.net,무교,한국체육대학교,사회,3.23
27285,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,yahoo.com,무교,삼육대학교,의학,2.65
33307,윤**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1994****,*************,*************,daum.net,기독교,명지대학교,자연,2.55
2389,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,naver.com,무교,경기대학교,자연,3.43
5383,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,yahoo.com,기독교,덕성자대학교,인문,0.55
6747,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1994****,*************,*************,daum.net,무교,서경대학교,자연,2.59
26990,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,gmail.com,기독교,연세대학교,교육,1.87
39172,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,daum.net,기독교,서울과학기술대학교,교육,3.88
40352,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,daum.net,불교,한양대학교,자연,2.21
49663,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,daum.net,무교,성공회대학교,인문,4.12
57034,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,gmail.com,무교,성균관대학교,법학,3.88
62034,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1994****,*************,*************,yahoo.com,무교,이화여자대학,사회,0.18
64763,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1994****,*************,*************,gmail.com,무교,서울기독대학교,자연,2.02
67331,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1994****,*************,*************,gmail.com,무교,중앙대학교,공학,1.16
93094,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1994****,*************,*************,yahoo.com,무교,연세대학교,교육,1.01
75056,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1994****,*************,*************,naver.com,기독교,그리스도대학교,의학,1.37
80534,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1994****,*************,*************,yahoo.com,무교,홍익대학교,의학,2.09
94270,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1994****,*************,*************,daum.net,천주교,서울기독대학교,공학,2.55
6451,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,daum.net,무교,육군사관학교,교육,3.27
7982,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1994****,*************,*************,naver.com,무교,한국외국어대학교,자연,0.81
19807,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,yahoo.com,불교,고려대학교,법학,0.47
64624,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1994****,*************,*************,gmail.com,무교,서울기독대학교,인문,3.89
34189,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,naver.com,무교,연세대학교,의학,0.45
36754,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,gmail.com,불교,한국예술종합학교,의학,0.76
48269,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1995****,*************,*************,naver.com,무교,한성대학교,예체능,1.22
58073,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,yahoo.com,기독교,세종대학교,인문,3.58
60471,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,gmail.com,기독교,한영신학대학교,예체능,0.21
63364,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,yahoo.com,무교,서경대학교,자연,0.38
83871,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,naver.com,무교,가톨릭대학교,교육,0.94
87377,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,naver.com,무교,성공회대학교,사회,1.91
88721,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,daum.net,무교,서경대학교,교육,3.3
92854,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,daum.net,기독교,한국외국어대학교,법학,2.72
17569,민**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,yahoo.com,기독교,한국외국어대학교,자연,1.07
26675,민**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,daum.net,무교,덕성자대학교,인문,1.74
83798,민**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,yahoo.com,무교,한국외국어대학교,법학,3.89
16472,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,naver.com,기독교,장로회신학대학교,공학,1.38
67554,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,daum.net,천주교,동국대학교,교육,3.88
70594,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,daum.net,기독교,국민대학교,의학,3.33
10477,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1995****,*************,*************,yahoo.com,무교,세종대학교,인문,1.21
40484,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1995****,*************,*************,gmail.com,천주교,동덕여자대학교,교육,2.29
46237,박**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1995****,*************,*************,yahoo.com,무교,세종대학교,자연,0.75
60565,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1995****,*************,*************,naver.com,무교,감리교신학대학교,법학,0.86
3183,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,daum.net,불교,삼육대학교,공학,2.12
19496,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,gmail.com,기독교,그리스도대학교,교육,3.04
29732,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,naver.com,기독교,한국예술종합학교,인문,3.55
30900,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,naver.com,기독교,중앙대학교,자연,1.49
65274,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,naver.com,기독교,서경대학교,인문,3.44
85112,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,gmail.com,불교,덕성자대학교,예체능,0.59
98430,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,yahoo.com,무교,성공회대학교,인문,0.1
4494,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,yahoo.com,무교,감리교신학대학교,교육,1.54
26598,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1995****,*************,*************,gmail.com,무교,그리스도대학교,공학,0.04
34780,정**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,yahoo.com,기독교,동덕여자대학교,자연,4.22
31943,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,yahoo.com,무교,중앙대학교,인문,2.77
43699,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1995****,*************,*************,daum.net,불교,한양대학교,인문,3.9
71190,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,gmail.com,불교,감리교신학대학교,법학,0.33
86976,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,naver.com,천주교,명지대학교,인문,3.02
93310,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1995****,*************,*************,yahoo.com,불교,장로회신학대학교,자연,4.26
3119,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,daum.net,불교,성공회대학교,인문,2.48
5422,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,yahoo.com,불교,한영신학대학교,교육,1.27
15897,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1996****,*************,*************,daum.net,기독교,서경대학교,예체능,3.57
33367,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1996****,*************,*************,naver.com,무교,육군사관학교,사회,3.48
43762,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,yahoo.com,기독교,성균관대학교,법학,1.58
50129,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1996****,*************,*************,gmail.com,불교,고려대학교,인문,3.28
66277,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1996****,*************,*************,naver.com,불교,추계예술대학교,사회,3.07
