['6890', '이**', '여성', '[150.0, 160.0[', '[40.3, 50.0[', 'A형', '1946****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '법학', '3.27']
=> ['62944', '신**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1987****', '*************', '*************', 'daum.net', '기독교', '기업은행', '091-259639-73-676', '3']: 9.75
=> ['44395', '송**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1984****', '*************', '*************', 'naver.com', '무교', '국민은행', '233480-83-577551', '6']: 9.75
=> ['17514', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1989****', '*************', '*************', 'gmail.com', '불교', 'NH농협', '161-5190-644-14', '7']: 9.75
=> ['81312', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1995****', '*************', '*************', 'naver.com', '무교', '기업은행', '998-714755-33-365', '6']: 9.75
=> ['99837', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1992****', '*************', '*************', 'naver.com', '무교', '외환은행', '911-136722-368', '5']: 9.75

['29926', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'naver.com', '기독교', '명지대학교', '사회', '2.82']
=> ['36214', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'naver.com', '기독교', '기업은행', '852-006060-10-192', '9']: 9.875

['33175', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1958****', '*************', '*************', 'gmail.com', '무교', '한성대학교', '법학', '0.23']
=> ['18000', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1967****', '*************', '*************', 'gmail.com', '무교', '신한은행', '829-524-370604', '2']: 9.75

['51892', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'gmail.com', '무교', '장로회신학대학교', '의학', '4.4']
=> ['27307', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'gmail.com', '무교', '기업은행', '656-399342-11-393', '5']: 10.0

['54987', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'naver.com', '불교', '장로회신학대학교', '교육', '2.84']
=> ['11264', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1978****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '753-299765-515', '1']: 9.875

['62860', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1958****', '*************', '*************', 'gmail.com', '기독교', '광운대학교', '공학', '3.88']
=> ['87007', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1956****', '*************', '*************', 'gmail.com', '기독교', '하나은행', '603-516043-72092', '8']: 9.875

['78438', '이**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '기독교', '성균관대학교', '인문', '3.37']
=> ['3009', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1948****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '6486-6116-8962', '9']: 9.375
=> ['3870', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'daum.net', '불교', '스탠다드(제일)', '199-69-839094', '5']: 9.375
=> ['10660', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'yahoo.com', '무교', '국민은행', '197522-55-484202', '6']: 9.375

['79703', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'gmail.com', '무교', '동덕여자대학교', '공학', '1.96']
=> ['27307', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'gmail.com', '무교', '기업은행', '656-399342-11-393', '5']: 10.0

['90611', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '무교', '광운대학교', '인문', '0.05']
=> ['32367', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'naver.com', '불교', '국민은행', '662174-07-796160', '9']: 9.875
=> ['19141', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'yahoo.com', '무교', '한국씨티은행', '937-616014-577', '5']: 9.875

['4400', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '불교', '한영신학대학교', '인문', '3.85']
=> ['24328', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '209-500972-141', '8']: 9.875
=> ['4659', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '0454-0184-9680', '1']: 9.875

['30487', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'yahoo.com', '무교', '서경대학교', '자연', '3.13']
=> ['18111', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1971****', '*************', '*************', 'yahoo.com', '무교', '우리은행', '7213-054-800918', '1']: 9.75

['51677', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '불교', '숭실대학교', '공학', '1.9']
=> ['24328', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1957****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '209-500972-141', '8']: 9.875
=> ['4659', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1968****', '*************', '*************', 'yahoo.com', '기독교', '수협중앙회', '0454-0184-9680', '1']: 9.875

['77156', '정**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'naver.com', '천주교', '서울과학기술대학교', '법학', '0.24']
=> ['51901', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '무교', '국민은행', '165396-80-885552', '4']: 9.5417
=> ['47725', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'naver.com', '천주교', '스탠다드(제일)', '513-98-015545', '5']: 9.5417

['8566', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1958****', '*************', '*************', 'naver.com', '무교', '한영신학대학교', '공학', '3.04']
=> ['87594', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1973****', '*************', '*************', 'naver.com', '무교', '수협중앙회', '7656-2227-8752', '9']: 9.75
=> ['95416', '조**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1996****', '*************', '*************', 'daum.net', '천주교', '우리은행', '6403-908-824533', '4']: 9.75

['42403', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1958****', '*************', '*************', 'yahoo.com', '천주교', '고려대학교', '교육', '3.75']
=> ['45999', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'yahoo.com', '천주교', '하나은행', '253-757990-98996', '8']: 9.3333

['49264', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1958****', '*************', '*************', 'gmail.com', '불교', '중앙대학교', '의학', '3.09']
=> ['44935', '최**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1978****', '*************', '*************', 'gmail.com', '불교', '우리은행', '5952-101-204197', '2']: 9.875

['17973', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '천주교', '서울기독대학교', '교육', '2.19']
=> ['45910', '김**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1994****', '*************', '*************', 'naver.com', '기독교', '수협중앙회', '6066-7148-6061', '6']: 9.75
=> ['34909', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'yahoo.com', '천주교', '한국씨티은행', '608-852508-932', '6']: 9.75

['43607', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '기독교', '한성대학교', '자연', '3']
=> ['26285', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1966****', '*************', '*************', 'naver.com', '기독교', '새마을금고', '0-59245828614-1', '2']: 9.75

['93333', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '서울기독대학교', '법학', '2.57']
=> ['66200', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '093-953272-700', '7']: 9.375

['49997', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '불교', '서울기독대학교', '자연', '1.34']
=> ['19130', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '불교', '새마을금고', '2-78795133006-1', '1']: 10.0

['71420', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '한국외국어대학교', '교육', '2.38']
=> ['25571', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1949****', '*************', '*************', 'gmail.com', '무교', '외환은행', '580-159615-569', '8']: 9.875
=> ['46587', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1989****', '*************', '*************', 'yahoo.com', '무교', '기업은행', '046-856506-43-435', '3']: 9.875

['73561', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'naver.com', '무교', '덕성자대학교', '사회', '2.84']
=> ['75838', '김**', '여성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1947****', '*************', '*************', 'naver.com', '무교', '새마을금고', '9-21453784185-2', '2']: 9.75

['19317', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '경기대학교', '사회', '2.96']
=> ['44866', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1952****', '*************', '*************', 'gmail.com', '무교', '국민은행', '599156-53-892382', '2']: 9.875
=> ['60674', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '288-884034-874', '9']: 9.875
=> ['1144', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1989****', '*************', '*************', 'daum.net', '불교', '신한은행', '016-593-896675', '1']: 9.875

['23168', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'naver.com', '무교', '성신여자대학교', '예체능', '1.05']
=> ['90754', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'naver.com', '무교', '수협중앙회', '9289-6350-9501', '7']: 9.875
=> ['69919', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1957****', '*************', '*************', 'daum.net', '무교', '신한은행', '321-373-011066', '9']: 9.875
=> ['30057', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'naver.com', '불교', '수협중앙회', '1692-2427-6951', '9']: 9.875
=> ['68426', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '천주교', '기업은행', '276-897332-29-544', '1']: 9.875
=> ['47315', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1953****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '931-861031-823', '4']: 9.875
=> ['35131', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'daum.net', '불교', '스탠다드(제일)', '202-37-175780', '4']: 9.875

['31945', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'daum.net', '무교', '한국예술종합학교', '법학', '1.27']
=> ['17785', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'daum.net', '무교', '신한은행', '918-110-261053', '6']: 10.0

['41753', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'naver.com', '기독교', '경희대학교', '의학', '0.71']
=> ['54681', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'naver.com', '기독교', 'NH농협', '239-7887-996-86', '9']: 10.0

['51787', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '불교', '한영신학대학교', '자연', '3.88']
=> ['43693', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '불교', '신한은행', '310-680-024303', '1']: 10.0

['54402', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '기독교', '서울과학기술대학교', '예체능', '0.38']
=> ['33523', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1969****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '679-93-794145', '5']: 9.875
=> ['83780', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '789283-10-431376', '3']: 9.875

['57649', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '무교', '한영신학대학교', '예체능', '1.51']
=> ['10812', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '무교', '신한은행', '808-740-558244', '8']: 10.0

['63808', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '서울대학교', '자연', '0.09']
=> ['18024', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'yahoo.com', '기독교', 'NH농협', '798-1975-684-38', '8']: 9.875
=> ['49667', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1956****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '2601-7814-1279', '9']: 9.875

['64826', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '불교', '성공회대학교', '의학', '1.7']
=> ['2063', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '기독교', '수협중앙회', '0031-3891-9436', '5']: 9.875
=> ['60019', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '395-601293-853', '3']: 9.875
=> ['99741', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '불교', 'NH농협', '682-9383-119-65', '3']: 9.875

['69553', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '불교', '세종대학교', '사회', '0.93']
=> ['43693', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '불교', '신한은행', '310-680-024303', '1']: 10.0

['72658', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '기독교', 'KAIST', '인문', '4.41']
=> ['33523', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1969****', '*************', '*************', 'naver.com', '무교', '스탠다드(제일)', '679-93-794145', '5']: 9.875
=> ['83780', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1953****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '789283-10-431376', '3']: 9.875

['86354', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'daum.net', '천주교', '장로회신학대학교', '공학', '0.21']
=> ['8988', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1950****', '*************', '*************', 'daum.net', '천주교', '국민은행', '304921-35-646387', '2']: 9.5417
=> ['71831', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1950****', '*************', '*************', 'yahoo.com', '무교', '스탠다드(제일)', '865-02-258192', '3']: 9.5417
=> ['49822', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '기독교', '외환은행', '929-605526-149', '7']: 9.5417

['91961', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '불교', '삼육대학교', '교육', '4.17']
=> ['2063', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'naver.com', '기독교', '수협중앙회', '0031-3891-9436', '5']: 9.875
=> ['60019', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'yahoo.com', '불교', '외환은행', '395-601293-853', '3']: 9.875
=> ['99741', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'naver.com', '불교', 'NH농협', '682-9383-119-65', '3']: 9.875

['6440', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'daum.net', '무교', '한영신학대학교', '의학', '2.2']
=> ['60828', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1973****', '*************', '*************', 'daum.net', '무교', '기업은행', '603-163930-66-969', '7']: 9.75

['11776', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '서경대학교', '예체능', '0.4']
=> ['96816', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'gmail.com', '무교', '스탠다드(제일)', '365-34-077977', '5']: 9.875

['17814', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'yahoo.com', '기독교', '홍익대학교', '교육', '2.74']
=> ['45724', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1960****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '888-133334-490', '4']: 9.75

['28544', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'daum.net', '불교', '경희대학교', '의학', '3.87']
=> ['67083', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1991****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '932-204261-281', '3']: 9.75
=> ['4069', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1962****', '*************', '*************', 'daum.net', '불교', '수협중앙회', '0576-2136-9263', '7']: 9.75

['67138', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '불교', '세종대학교', '인문', '4.3']
=> ['2623', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1971****', '*************', '*************', 'yahoo.com', '불교', '한국씨티은행', '097-414257-426', '1']: 9.75
=> ['78543', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1980****', '*************', '*************', 'daum.net', '무교', '신한은행', '051-936-045933', '5']: 9.75

['68148', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '불교', '경희대학교', '교육', '0.48']
=> ['68148', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '불교', '외환은행', '982-086791-220', '1']: 10.0

['8819', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'daum.net', '불교', '한국예술종합학교', '의학', '0.24']
=> ['441', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1989****', '*************', '*************', 'gmail.com', '불교', '하나은행', '124-641012-73154', '1']: 9.5417
=> ['48133', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'B형', '1955****', '*************', '*************', 'daum.net', '불교', '수협중앙회', '0531-9859-7538', '3']: 9.5417

['58254', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'yahoo.com', '무교', '숙명여자대학교', '사회', '2.7']
=> ['76644', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'yahoo.com', '무교', '수협중앙회', '2027-6653-5882', '2']: 9.875

['58425', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'naver.com', '불교', '홍익대학교', '교육', '0.25']
=> ['92528', '김**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'naver.com', '불교', '수협중앙회', '0531-1891-2475', '9']: 9.6667

['19368', '윤**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'gmail.com', '기독교', '장로회신학대학교', '법학', '0.96']
=> ['23862', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1951****', '*************', '*************', 'yahoo.com', '무교', '신한은행', '523-805-284051', '7']: 9.5417
=> ['29076', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'yahoo.com', '불교', '한국씨티은행', '673-473825-756', '7']: 9.5417
=> ['60640', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1979****', '*************', '*************', 'naver.com', '무교', '한국씨티은행', '734-511449-508', '9']: 9.5417
=> ['18575', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1969****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '0544-5121-8636', '9']: 9.5417
=> ['30589', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1950****', '*************', '*************', 'gmail.com', '기독교', '새마을금고', '5-48523280331-7', '1']: 9.5417

['74199', '윤**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'naver.com', '기독교', '장로회신학대학교', '사회', '3.31']
=> ['43973', '조**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1955****', '*************', '*************', 'gmail.com', '불교', '수협중앙회', '7344-6247-4158', '9']: 9.5417
=> ['88', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1952****', '*************', '*************', 'yahoo.com', '불교', '새마을금고', '8-65285629337-9', '2']: 9.5417
=> ['58556', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1949****', '*************', '*************', 'naver.com', '기독교', '한국씨티은행', '784-072119-164', '2']: 9.5417
=> ['22935', '박**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1952****', '*************', '*************', 'daum.net', '불교', '한국씨티은행', '370-342337-331', '3']: 9.5417
=> ['11492', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'AB형', '1954****', '*************', '*************', 'yahoo.com', '무교', '새마을금고', '5-63707916814-1', '5']: 9.5417
=> ['30778', '최**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'O형', '1950****', '*************', '*************', 'gmail.com', '불교', '우리은행', '6503-334-542868', '8']: 9.5417

['86247', '윤**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'gmail.com', '무교', '서울여자대학교', '법학', '2.67']
=> ['25571', '김**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1949****', '*************', '*************', 'gmail.com', '무교', '외환은행', '580-159615-569', '8']: 9.5417
=> ['41303', '이**', '남성', '[170.0, 180.0[', '[60.0, 70.0[', 'O형', '1988****', '*************', '*************', 'yahoo.com', '기독교', '한국씨티은행', '266-417736-429', '6']: 9.5417
=> ['65435', '박**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'B형', '1957****', '*************', '*************', 'daum.net', '기독교', '한국씨티은행', '537-857761-165', '5']: 9.5417
=> ['61736', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'AB형', '1954****', '*************', '*************', 'naver.com', '무교', '외환은행', '996-671692-905', '1']: 9.5417
=> ['40467', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1958****', '*************', '*************', 'gmail.com', '무교', '국민은행', '742850-09-076949', '2']: 9.5417
=> ['76513', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1969****', '*************', '*************', 'yahoo.com', '천주교', '수협중앙회', '7871-6010-3700', '5']: 9.5417

['8280', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'gmail.com', '무교', '그리스도대학교', '의학', '2.58']
=> ['11439', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1969****', '*************', '*************', 'gmail.com', '무교', '신한은행', '703-822-693305', '7']: 9.875

['9359', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1959****', '*************', '*************', 'daum.net', '불교', '경기대학교', '인문', '0.95']
=> ['32348', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'O형', '1985****', '*************', '*************', 'daum.net', '불교', '하나은행', '613-084923-12093', '9']: 9.75

['66854', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1959****', '*************', '*************', 'gmail.com', '기독교', '성신여자대학교', '인문', '3.47']
=> ['91399', '김**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1968****', '*************', '*************', 'gmail.com', '기독교', '국민은행', '333678-24-823550', '2']: 9.4167

['79144', '이**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'naver.com', '불교', '숭실대학교', '법학', '1.01']
=> ['20542', '이**', '남성', '[150.0, 160.0[', '[60.0, 70.0[', 'A형', '1954****', '*************', '*************', 'naver.com', '무교', 'NH농협', '676-4941-454-51', '8']: 9.375

['87257', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'B형', '1959****', '*************', '*************', 'naver.com', '불교', '가톨릭대학교', '법학', '3.35']
=> ['47315', '이**', '여성', '[150.0, 160.0[', '[60.0, 70.0[', 'AB형', '1953****', '*************', '*************', 'naver.com', '불교', '한국씨티은행', '931-861031-823', '4']: 9.5417

['4626', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1959****', '*************', '*************', 'yahoo.com', '불교', '동국대학교', '사회', '0.32']
=> ['73993', '이**', '남성', '[160.0, 170.0[', '[60.0, 70.0[', 'A형', '1956****', '*************', '*************', 'yahoo.com', '불교', '기업은행', '485-043617-28-920', '2']: 9.875
