No,이름,성별,신장,체중,혈액형,생일,전화번호,이메일아이디,이메일도메인,종교관,최종학력,전공,학점
31201,이**,남성,"[170.0, 180.0[","[50.0, 60.0[",A형,1985****,*************,*************,yahoo.com,무교,건국대학교,인문,1.72
38455,이**,남성,"[170.0, 180.0[","[50.0, 60.0[",B형,1985****,*************,*************,naver.com,무교,성신여자대학교,의학,1.82
499,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1985****,*************,*************,gmail.com,무교,KAIST,인문,3.9
28442,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1985****,*************,*************,naver.com,무교,이화여자대학,사회,2.62
34034,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1985****,*************,*************,yahoo.com,기독교,성균관대학교,자연,2.03
8007,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,yahoo.com,무교,동덕여자대학교,법학,0.79
15153,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,gmail.com,무교,한양대학교,자연,4.18
18940,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,gmail.com,무교,연세대학교,사회,4.01
22421,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,daum.net,무교,서울과학기술대학교,공학,3.52
26592,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,naver.com,불교,한국방송통신대학교,인문,2.6
37450,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,yahoo.com,불교,서울시립대학교,인문,3.86
39113,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1986****,*************,*************,yahoo.com,무교,총신대학교,공학,0.53
1172,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1986****,*************,*************,yahoo.com,무교,경기대학교,자연,4.18
7403,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1986****,*************,*************,gmail.com,천주교,광운대학교,인문,1.95
32008,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1986****,*************,*************,gmail.com,불교,서울시립대학교,법학,0.97
35520,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1986****,*************,*************,yahoo.com,기독교,한국성서대학교,교육,2.49
36963,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1986****,*************,*************,yahoo.com,무교,육군사관학교,의학,2.79
8373,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1986****,*************,*************,daum.net,불교,동덕여자대학교,자연,3.21
13691,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,naver.com,기독교,건국대학교,법학,4.39
16917,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1986****,*************,*************,naver.com,천주교,경희대학교,인문,1.22
17861,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,daum.net,무교,그리스도대학교,사회,3.17
33555,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,daum.net,기독교,서경대학교,인문,0.5
1073,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,yahoo.com,불교,고려대학교,교육,0.68
24874,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,gmail.com,기독교,가톨릭대학교,공학,4.15
32033,안**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,daum.net,무교,덕성자대학교,예체능,3.65
3073,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1986****,*************,*************,gmail.com,불교,감리교신학대학교,인문,1.85
6737,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,gmail.com,기독교,한국성서대학교,의학,3.1
7238,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,naver.com,기독교,한영신학대학교,의학,2.21
8543,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,naver.com,천주교,서울과학기술대학교,교육,3.36
21807,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1986****,*************,*************,gmail.com,무교,경희대학교,사회,2.69
24016,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,gmail.com,기독교,세종대학교,자연,0.04
24382,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,gmail.com,기독교,서울교육대학교,인문,3.77
30470,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1986****,*************,*************,naver.com,기독교,국민대학교,예체능,3.34
31583,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1986****,*************,*************,daum.net,천주교,덕성자대학교,인문,1.13
37413,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1986****,*************,*************,daum.net,불교,한성대학교,의학,1.67
37473,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1986****,*************,*************,naver.com,천주교,동덕여자대학교,법학,1.03
3916,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1986****,*************,*************,gmail.com,천주교,총신대학교,법학,1.24
6037,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1986****,*************,*************,daum.net,무교,서울과학기술대학교,자연,2.99
11841,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1986****,*************,*************,daum.net,무교,고려대학교,의학,0.88
16030,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1986****,*************,*************,gmail.com,기독교,광운대학교,교육,4.33
24793,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1986****,*************,*************,gmail.com,불교,경희대학교,공학,1.88
3883,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,naver.com,불교,중앙대학교,사회,3.18
5762,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,daum.net,무교,육군사관학교,예체능,3.56
11138,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1987****,*************,*************,yahoo.com,기독교,중앙대학교,교육,2.51
11335,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,daum.net,무교,세종대학교,교육,0.95
15590,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,daum.net,무교,삼육대학교,예체능,3.14
19507,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1987****,*************,*************,gmail.com,무교,상명대학교,자연,1.47
27202,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,daum.net,천주교,서울과학기술대학교,사회,4.16
28880,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,gmail.com,무교,세종대학교,예체능,2.59
30782,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,gmail.com,불교,세종대학교,예체능,0.68
36745,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1987****,*************,*************,naver.com,불교,경기대학교,예체능,1.1
12788,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",A형,1987****,*************,*************,naver.com,불교,서울과학기술대학교,법학,3.78
20017,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1987****,*************,*************,daum.net,무교,서울교육대학교,법학,2.09
39974,김**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1987****,*************,*************,daum.net,불교,중앙대학교,공학,2.76
5985,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1987****,*************,*************,naver.com,무교,동덕여자대학교,예체능,0.82
7847,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,yahoo.com,불교,한양대학교,법학,1.45
26913,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,daum.net,무교,국민대학교,법학,1.99
38870,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,daum.net,기독교,광운대학교,예체능,2.55
865,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,daum.net,무교,덕성자대학교,인문,2.94
2493,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,naver.com,무교,추계예술대학교,예체능,2.79
4277,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,yahoo.com,무교,한국체육대학교,사회,2.98
11076,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,gmail.com,불교,한국예술종합학교,교육,3.28
11544,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1987****,*************,*************,naver.com,무교,삼육대학교,법학,0.73
13217,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,gmail.com,무교,추계예술대학교,교육,1.06
26162,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1987****,*************,*************,gmail.com,무교,서강대학교,사회,0.09
39498,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1987****,*************,*************,gmail.com,천주교,연세대학교,법학,1.92
4486,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",B형,1987****,*************,*************,yahoo.com,무교,세종대학교,교육,3.48
23181,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",AB형,1987****,*************,*************,naver.com,무교,한국성서대학교,예체능,2.46
25869,이**,남성,"[160.0, 170.0[","[50.0, 60.0[",A형,1987****,*************,*************,daum.net,무교,광운대학교,예체능,0.59
37572,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1987****,*************,*************,gmail.com,무교,한성대학교,자연,3.07
5872,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1987****,*************,*************,naver.com,무교,경희대학교,법학,0.45
13204,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,gmail.com,천주교,장로회신학대학교,자연,1.24
16779,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1987****,*************,*************,daum.net,무교,연세대학교,법학,3.78
24742,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1987****,*************,*************,naver.com,기독교,국민대학교,의학,3.93
4660,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,naver.com,기독교,삼육대학교,교육,1.84
7853,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,yahoo.com,불교,명지대학교,법학,1.26
8172,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,daum.net,무교,성공회대학교,사회,1.8
9429,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,gmail.com,무교,한국체육대학교,인문,0.42
12113,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,gmail.com,무교,한국외국어대학교,의학,1.47
17118,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,naver.com,불교,연세대학교,교육,2.78
17903,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,gmail.com,무교,서울과학기술대학교,교육,1.13
19402,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,naver.com,무교,한영신학대학교,예체능,1.87
20979,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,gmail.com,무교,명지대학교,사회,4.37
25985,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,yahoo.com,무교,서경대학교,인문,3.15
29293,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,daum.net,기독교,총신대학교,인문,0.92
35859,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,gmail.com,무교,한국방송통신대학교,인문,1.27
37200,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,gmail.com,무교,세종대학교,자연,2.56
39649,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,daum.net,무교,숭실대학교,인문,2.28
240,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,naver.com,불교,연세대학교,법학,2.21
29330,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,naver.com,기독교,그리스도대학교,의학,4.16
30358,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,naver.com,무교,국민대학교,예체능,2.29
39740,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,yahoo.com,무교,총신대학교,인문,3.28
298,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1988****,*************,*************,yahoo.com,불교,동국대학교,의학,3.98
6076,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1988****,*************,*************,yahoo.com,기독교,광운대학교,의학,3.05
35039,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1988****,*************,*************,gmail.com,무교,육군사관학교,예체능,2.28
37447,박**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1988****,*************,*************,gmail.com,천주교,성공회대학교,예체능,1.15
4221,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,gmail.com,기독교,서울시립대학교,교육,0.81
4584,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,yahoo.com,무교,가톨릭대학교,자연,0.26
20728,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1988****,*************,*************,gmail.com,천주교,성균관대학교,의학,0.16
21991,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,gmail.com,무교,서울교육대학교,법학,1.55
25238,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,gmail.com,무교,세종대학교,자연,1.14
26873,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1988****,*************,*************,yahoo.com,불교,감리교신학대학교,자연,4.25
32181,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,naver.com,천주교,추계예술대학교,예체능,1.65
33486,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,yahoo.com,무교,삼육대학교,사회,0.67
33845,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,daum.net,기독교,성공회대학교,예체능,3.19
34238,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1988****,*************,*************,yahoo.com,무교,한영신학대학교,사회,0.2
35433,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1988****,*************,*************,yahoo.com,불교,한국체육대학교,의학,3.27
12112,이**,남성,"[170.0, 180.0[","[50.0, 60.0[",A형,1988****,*************,*************,daum.net,천주교,서강대학교,사회,1.49
15561,이**,남성,"[170.0, 180.0[","[50.0, 60.0[",B형,1988****,*************,*************,daum.net,기독교,추계예술대학교,자연,1.44
25911,이**,여성,"[170.0, 180.0[","[50.0, 60.0[",B형,1988****,*************,*************,yahoo.com,무교,경희대학교,의학,1.51
3658,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,gmail.com,불교,서경대학교,의학,1.53
13894,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,gmail.com,기독교,성공회대학교,법학,3.04
33760,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,daum.net,무교,추계예술대학교,교육,3.34
147,황**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,yahoo.com,무교,숭실대학교,예체능,1.81
19749,황**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1988****,*************,*************,daum.net,무교,경기대학교,의학,3.89
36187,황**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1988****,*************,*************,yahoo.com,무교,감리교신학대학교,교육,4.12
316,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1989****,*************,*************,naver.com,불교,광운대학교,사회,0.97
9276,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1989****,*************,*************,gmail.com,무교,성균관대학교,의학,1.29
9731,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1989****,*************,*************,naver.com,기독교,삼육대학교,의학,2.02
19225,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,naver.com,기독교,서울기독대학교,자연,0.18
19658,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1989****,*************,*************,naver.com,무교,성공회대학교,사회,1.31
20033,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1989****,*************,*************,daum.net,무교,삼육대학교,인문,0.07
20842,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1989****,*************,*************,yahoo.com,천주교,국민대학교,교육,3.36
21369,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,gmail.com,무교,덕성자대학교,자연,4.19
27372,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1989****,*************,*************,yahoo.com,기독교,서울시립대학교,자연,2.78
32597,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1989****,*************,*************,yahoo.com,무교,국민대학교,공학,1.44
1826,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,yahoo.com,천주교,한국예술종합학교,인문,1.7
4321,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,yahoo.com,불교,경기대학교,의학,0.13
12939,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1989****,*************,*************,naver.com,무교,가톨릭대학교,예체능,1.55
19796,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,daum.net,무교,한양대학교,인문,2.66
3336,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,naver.com,무교,성공회대학교,예체능,1.45
5759,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,yahoo.com,무교,세종대학교,교육,1.92
6031,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1989****,*************,*************,gmail.com,천주교,성신여자대학교,공학,2.89
19869,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1989****,*************,*************,naver.com,무교,경기대학교,공학,2.42
25486,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1989****,*************,*************,yahoo.com,무교,서울여자대학교,법학,2.72
37683,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1989****,*************,*************,daum.net,무교,이화여자대학,인문,3.81
38331,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1989****,*************,*************,daum.net,무교,감리교신학대학교,자연,0.35
9322,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1990****,*************,*************,naver.com,기독교,동국대학교,교육,0.28
9890,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,yahoo.com,천주교,한양대학교,법학,1.29
11003,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1990****,*************,*************,naver.com,불교,국민대학교,자연,1.42
27747,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,naver.com,기독교,서울교육대학교,법학,3.78
28003,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1990****,*************,*************,gmail.com,기독교,국민대학교,교육,4.47
29339,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1990****,*************,*************,naver.com,기독교,서강대학교,교육,1.29
30854,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1990****,*************,*************,daum.net,무교,서울여자대학교,예체능,0.25
30895,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,daum.net,불교,그리스도대학교,공학,1.19
27625,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1990****,*************,*************,yahoo.com,무교,동국대학교,교육,0.87
32239,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1990****,*************,*************,yahoo.com,기독교,육군사관학교,의학,2.99
36565,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1990****,*************,*************,yahoo.com,무교,감리교신학대학교,사회,3.66
37391,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,naver.com,무교,서울여자대학교,사회,2.55
3181,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1990****,*************,*************,daum.net,무교,한국체육대학교,예체능,2.59
5121,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1990****,*************,*************,naver.com,불교,KAIST,공학,0.86
28982,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,naver.com,무교,고려대학교,사회,0.05
2164,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,gmail.com,무교,삼육대학교,교육,4.26
3262,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1990****,*************,*************,daum.net,무교,경희대학교,의학,3.31
12015,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1990****,*************,*************,daum.net,불교,국민대학교,교육,2.43
23339,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1990****,*************,*************,yahoo.com,무교,연세대학교,자연,2.42
25893,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,yahoo.com,기독교,총신대학교,인문,1.69
36384,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1990****,*************,*************,yahoo.com,무교,상명대학교,사회,3.61
36931,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,naver.com,천주교,장로회신학대학교,공학,3.12
17616,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1990****,*************,*************,yahoo.com,기독교,한국외국어대학교,예체능,3.21
23282,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1990****,*************,*************,naver.com,기독교,한국외국어대학교,사회,1.04
28620,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",B형,1990****,*************,*************,yahoo.com,무교,동덕여자대학교,예체능,2.07
31015,이**,여성,"[160.0, 170.0[","[50.0, 60.0[",O형,1990****,*************,*************,gmail.com,불교,삼육대학교,법학,0.2
3818,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1990****,*************,*************,naver.com,기독교,한국외국어대학교,교육,1.38
12699,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1990****,*************,*************,yahoo.com,불교,성균관대학교,예체능,0.21
25155,최**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1990****,*************,*************,gmail.com,무교,상명대학교,법학,0.17
3175,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,daum.net,기독교,국민대학교,자연,0.8
6506,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,기독교,한국방송통신대학교,사회,1.89
9510,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,gmail.com,천주교,한국외국어대학교,법학,1.18
11993,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,naver.com,무교,세종대학교,교육,4.02
12766,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,naver.com,천주교,고려대학교,인문,3.39
13489,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,naver.com,불교,추계예술대학교,인문,3.24
19306,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,daum.net,무교,고려대학교,공학,2.16
19312,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,gmail.com,무교,고려대학교,교육,4.07
19786,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,naver.com,무교,서경대학교,공학,1.27
26377,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,yahoo.com,무교,서울시립대학교,공학,1.71
28916,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1991****,*************,*************,gmail.com,천주교,국민대학교,의학,2.79
32631,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,불교,KAIST,자연,2.68
35084,김**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,gmail.com,무교,고려대학교,공학,3.17
15102,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,daum.net,불교,서경대학교,교육,3.95
18898,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,daum.net,무교,가톨릭대학교,공학,1.94
19617,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,yahoo.com,무교,숭실대학교,의학,2.18
24188,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,yahoo.com,무교,삼육대학교,교육,3.76
31398,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1991****,*************,*************,daum.net,불교,육군사관학교,교육,1.86
37504,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,gmail.com,불교,한국체육대학교,공학,2.35
37931,박**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,gmail.com,무교,홍익대학교,인문,2.17
5533,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,daum.net,기독교,세종대학교,예체능,0.23
9823,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,무교,한국외국어대학교,의학,1.22
25220,신**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,yahoo.com,무교,한양대학교,인문,4.37
92,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,무교,성신여자대학교,공학,0.88
4005,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1991****,*************,*************,naver.com,무교,서울여자대학교,예체능,1.94
26316,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,daum.net,무교,서울시립대학교,의학,3.37
28229,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,daum.net,무교,이화여자대학,인문,3.1
30524,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1991****,*************,*************,naver.com,무교,홍익대학교,사회,3.84
30979,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1991****,*************,*************,naver.com,무교,숙명여자대학교,자연,0.33
34753,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1991****,*************,*************,daum.net,무교,숭실대학교,사회,3.22
35033,이**,여성,"[150.0, 160.0[","[50.0, 60.0[",B형,1991****,*************,*************,naver.com,불교,동덕여자대학교,법학,2.52
11089,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,yahoo.com,기독교,중앙대학교,공학,3.32
30811,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,gmail.com,무교,중앙대학교,의학,1.17
36901,조**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1991****,*************,*************,gmail.com,불교,한국예술종합학교,인문,0.31
4415,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",AB형,1992****,*************,*************,gmail.com,불교,국민대학교,자연,0.83
27166,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",A형,1992****,*************,*************,naver.com,무교,장로회신학대학교,예체능,3.29
28550,강**,여성,"[150.0, 160.0[","[50.0, 60.0[",O형,1992****,*************,*************,daum.net,기독교,건국대학교,공학,3.66
